Gene_Id	tert-butylhydroquinone_JURKAT_6 h_3 µM
CTSL	-1.032398641
CYB561	0.489213169
DAG1	-0.354488548
DAXX	-0.41540648
DCK	-0.512270361
DCTD	-1.00481382
DDB2	0.19800039
GADD45A	0.021060318
DDX10	-1.442303956
DECR1	-1.017318936
DFFA	-0.843407363
DFFB	-1.520233482
DLD	-0.822427467
DNM1	-0.431434654
DNMT1	-2.313854411
DNMT3A	1.043447345
DPH2	-0.044569939
DSG2	-0.539840676
TSC22D3	-0.281121194
DUSP3	0.240894802
DUSP4	0.435840771
DUSP6	0.626548424
TOR1A	-0.176628083
E2F2	-0.66802945
ECH1	-0.377651332
EDN1	-0.143888921
EGF	-0.711350448
EGFR	-0.049674302
EGR1	-0.414958298
EIF4EBP1	-0.388448671
EIF4G1	0.16895441
EIF5	-0.53136529
ELAVL1	0.234136239
CTTN	-0.42241694
EPB41L2	0.254588917
EPHA3	-0.716026813
EPHB2	-0.350516677
EPRS	-0.423927423
NR2F6	-0.361642547
ERBB2	-0.602768615
ERBB3	0.390632231
ETFB	0.383645751
ETS1	0.038314402
ETV1	0.675276786
EXT1	1.14582181
EZH2	0.150136843
FAH	1.090408206
PTK2B	0.721809343
FAT1	0.312050253
FDFT1	-0.581394613
FGFR2	0.503439903
FGFR4	0.083775237
FHL2	-0.396125048
FKBP4	0.268845879
FOXO3	0.083036199
FOS	1.145260453
FPGS	-0.260511577
FUT1	0.2670177
FYN	1.436543286
SLC37A4	-0.695024833
GAA	-0.256395459
GABPB1	-0.599062182
GALE	1.209288538
GAPDH	0.404122949
GATA2	0.687678941
GATA3	0.505413041
GFPT1	-0.151212066
GHR	0.67442891
GLI2	0.096459147
GLRX	-0.254794694
GNA11	0.066533014
GNA15	0.981089137
GNAI1	0.646704435
GNAI2	0.401538819
GNAS	-0.403829828
SFN	0.254138976
GPC1	-0.209777735
GPER1	0.390516683
GRB7	-0.198982
GRB10	-0.144792557
GRN	0.719589442
NR3C1	0.547583058
CXCL2	0.015440717
GSTM2	0.678316236
GSTZ1	-0.495632924
MSH6	0.487061072
GTF2A2	1.212748522
GTF2E2	0.175610721
HSD17B10	-0.371896669
HADH	-0.148333166
HDAC2	-0.008327754
HIF1A	0.399061739
HK1	0.515984587
HLA-DMA	0.519850306
HLA-DRA	-0.832680911
HMGCR	-0.208938703
HMGCS1	0.077679425
HMOX1	-1.221762419
HOXA5	0.122080103
HOXA10	-0.525687099
HPRT1	0.511749372
HES1	-0.291075528
DNAJB2	0.477048546
HSPA1A	-0.484444633
HSPA4	0.018960834
HSPA8	0.17388276
HSPB1	0.42476131
HSPD1	-0.529698491
DNAJB1	1.320018202
ICAM1	-0.001097382
ICAM3	-0.392384008
ID2	-0.552968681
IDE	-1.14046973
IFNAR1	0.140409365
IGF1R	-0.774804473
IGF2R	-0.604114205
IGFBP3	-1.237338275
IGHMBP2	0.379788801
IKBKB	0.095169246
IL1B	1.283204496
IL4R	-1.505192131
IL13RA1	0.498521417
ILK	-1.133369356
INPP1	-0.462236732
INSIG1	0.442521788
ITGAE	2.244271278
ITGB5	0.017817676
JUN	-0.190546978
KCNK1	-0.081352025
KIF5C	1.093864918
KIT	-0.867950916
KTN1	0.11717996
LAMA3	-0.438840166
STMN1	-0.915916115
LBR	-0.010761231
LGALS8	0.197155654
LIG1	-1.449830979
LIPA	0.148704484
LOXL1	-0.993792355
LRPAP1	0.418658704
LYN	-0.532002825
SMAD3	0.404103421
MAN2B1	-0.429252014
MAT2A	0.229147643
MBNL1	-1.138465434
MCM3	-0.113649935
ME2	0.226148814
MEF2C	0.470161989
MAP3K4	1.139502853
MEST	0.640623331
MIF	-1.128495634
FOXO4	-1.810737044
MMP1	0.162810512
MMP2	0.6261089
MNAT1	-0.538216949
MSRA	-0.595028356
MUC1	-0.549194761
MYBL2	0.526998281
MYC	0.297878489
GADD45B	-0.22292199
MYLK	0.661358677
MYO10	-0.200856281
NCK1	-0.751188196
NFATC3	0.15957655
NFATC4	3.887516856
NFE2L2	-0.492697999
NFIL3	-0.572992504
NFKB2	-1.714061618
NFKBIA	0.009347603
NFKBIB	-0.345517367
NFKBIE	0.383936264
NIT1	1.289890684
NMT1	-0.273915887
NOS3	-0.0799914
CNOT4	-0.18867119
NOTCH1	0.762380302
PNP	0.075129986
NPC1	-0.324879959
SLC11A2	0.805649251
NRAS	-0.257950444
NUCB2	-0.063569993
NUP88	0.546695754
NVL	-0.325762056
ORC1	0.726670548
OXA1L	-0.031585041
OXCT1	-0.720666558
PAFAH1B1	0.850277409
PAFAH1B3	-0.039106246
SERPINE1	-0.184350276
PAK1	-0.104445428
PCBD1	1.557043046
PCCB	3.739296764
PCK2	-0.205575496
PCM1	-0.899327423
PCMT1	-0.67833633
PCNA	-0.015012652
PDGFA	0.437026806
PFKL	-1.443471581
PGAM1	-0.377698898
PGM1	0.245699897
PHKA1	-0.488317713
PHKB	-0.442052618
PHKG2	-0.29408139
PIK3C2B	-0.374123909
PIK3C3	0.243670121
PIK3CA	0.05786591
PIN1	-0.295994192
PLA2G4A	0.118905611
PLCB3	-0.69485271
PLK1	0.259262443
PLP2	0.533661768
PLS1	-0.369241998
PLSCR1	-0.007423442
PMAIP1	-0.587603986
PMM2	0.735571221
POLB	-0.586691737
POLE2	-0.022183627
POLR2I	-0.228189807
POLR2K	-0.299681567
PPARD	0.629874319
PPARG	-0.412699617
PPIC	2.962823391
PPOX	0.239927918
PPP2R5A	0.07554774
PPP2R5E	-1.802396744
PRCP	0.223965093
PRKACA	-0.510325849
PRKCD	0.414259877
PRKCH	1.197413094
PRKCQ	-0.043046426
MAPK9	0.404518984
MAPK13	0.523892
MAP2K5	0.724775374
PRKX	1.027407289
PROS1	-0.556015499
LGMN	-0.099430956
HTRA1	-0.068263233
PSMB8	-0.577089399
PSMB10	-1.082203507
PSMD2	-0.445739552
PSMD4	0.93299365
PSMD9	1.1884619
PSMD10	-1.120536774
PSME1	0.601238191
PSME2	-0.730315164
PTGS2	0.950292021
PTK2	-0.507032305
PTPN1	-0.969128847
PTPN6	-2.137377143
PTPN12	-0.232534692
PTPRC	-0.587062195
PTPRF	-0.703055918
PTPRK	-0.225359663
PXMP2	0.207128055
PXN	-0.300351448
PYCR1	-0.153338134
PYGL	0.677116066
RAB4A	0.510199673
RAB27A	0.676955968
RAC2	-2.134303689
RAD9A	2.768061876
RAD51C	0.589280814
MOK	0.473541492
RALA	1.298396379
RALB	-0.822861575
RALGDS	0.832668826
RAP1GAP	0.370159671
RASA1	-0.024215281
RB1	1.558434546
KDM5A	0.633231614
RELB	-1.127942026
RFC2	-0.036395445
RFC5	-0.713885516
RFNG	-0.008492351
RFX5	-1.146299958
RGS2	0.239172801
RHEB	-0.979971468
RNH1	1.601930629
RPA1	0.315027714
RPA2	-0.149990112
RPA3	0.59145087
MRPL12	-0.657017991
RPN1	0.12882065
RPS5	0.805019259
RPS6	0.375958405
RPS6KA1	1.166563511
RSU1	-0.227472827
RTN2	0.171873979
S100A4	0.335480332
S100A13	0.085685819
SATB1	-0.220072493
SCP2	0.669270709
CCL2	0.51282195
SDHB	0.911417425
SGCB	-0.985984415
SHB	0.127295069
SHC1	0.637782693
SKIV2L	1.860395551
SKP1	-0.501575563
SLC1A4	3.375904515
SMARCA4	0.721365914
SMARCC1	-0.780859172
SMARCD2	0.324231297
SNAP25	0.507234342
SNCA	1.557892829
SOX2	0.318175107
SOX4	0.352896988
SPAG4	-0.402167629
SPP1	-0.287254766
SPR	0.173822345
SPTAN1	-0.59491539
SRC	0.568854898
STAT1	-0.0796161
STAT3	-0.744762719
STAT5B	0.968187928
AURKA	-0.135109738
STK10	2.724136472
STX1A	-0.124843448
STX4	0.255994529
STXBP1	-0.292889431
STXBP2	-0.726729751
SUPV3L1	0.802141242
SUV39H1	-0.961625695
SYK	0.249723535
SYPL1	2.277701572
TARBP1	-2.321918607
TBP	-0.826906219
TBX2	-0.120147198
TBXA2R	0.036685988
TCEA2	1.901549399
VPS72	0.010548994
TCTA	0.387552712
DYNLT3	-0.145317502
TERT	-1.452070951
TESK1	0.538495004
TFAP2A	0.225536473
TFDP1	0.521093268
TGFB3	-0.226268888
TGFBR2	-0.637244403
TIAM1	-0.888172686
TIMP2	-0.571265176
TJP1	-0.145847097
TLE1	0.534329325
TLR4	-0.254434109
TSPAN6	2.334958673
TSPAN4	-0.329992861
TOP2A	0.589401633
TP53	0.128660977
TP53BP1	-0.510609969
TP53BP2	-0.399196208
TPD52L2	-0.515352905
TPM1	2.057420969
TSTA3	2.753704071
TXNRD1	-0.852901995
UBE2A	-1.220964134
UGDH	-0.038825445
NR1H2	-0.114805385
USP1	0.141883463
VDAC1	-0.674444482
WFS1	-2.107708752
WRB	-0.16527874
XBP1	0.195347816
XPNPEP1	0.167748392
ZFP36	-0.105998762
ZNF131	-0.055927977
ZMYM2	-0.339964779
PAX8	-1.302747667
CXCR4	0.387711838
IFRD2	0.9452278
MAPKAPK3	-0.112444162
USP7	0.067391306
REEP5	0.504550258
ST7	0.396817714
KAT6A	-0.038357615
PDHX	-0.964113712
FOSL1	-0.487717152
HMGA2	0.380945593
NCOA3	-0.127121449
NRIP1	-1.142465174
SMC1A	0.180965409
LAGE3	0.102147177
AXIN1	-0.331415772
CDC45	-0.012802035
FZD1	0.81633836
FZD7	0.336179823
HIST2H2BE	-1.265716806
PIP4K2B	0.065765291
NCK2	-0.340314608
DYRK3	-0.302723452
DUSP11	-0.576105922
RAE1	-0.879026413
PIK3R3	0.22787936
NIPSNAP1	0.563368812
IKBKAP	-2.410999537
HAT1	0.308086157
MAPKAPK5	-0.877614796
BHLHE40	-0.291473001
MKNK1	1.58043927
CASK	-0.379169494
AKR7A2	0.155492425
RUVBL1	0.620766148
PSMG1	0.582874626
BECN1	0.525206968
MBTPS1	-0.406342879
EED	-2.225065395
CTNNAL1	1.425089002
RNMT	0.088712931
PEX11A	0.961058408
CREG1	-0.007257773
INPP4B	0.514224946
IQGAP1	-1.553170383
SOCS2	-0.601884164
CFLAR	-0.290847242
CDK5R1	-0.33868368
ST3GAL5	0.233281948
IER3	-0.646789283
SQSTM1	0.291723423
SLC5A6	-0.784796692
CPNE3	0.106563605
CCNA1	-0.51989764
TIMELESS	-1.18557775
P4HA2	-0.693264261
PLOD3	0.376451574
NOL3	-0.11795418
SLC25A14	-0.508914217
MPZL1	-0.920818031
MAP7	0.608471125
DNAJA3	-0.034940392
USP14	0.344593354
MTA1	0.407396518
PDLIM1	-0.945173785
SMC3	0.527114779
PRPF4	0.085243151
CCNB2	-0.034948602
CCNE2	0.320188815
SYNGR3	-0.706428409
LPAR2	-0.318296671
ARHGEF2	-0.001421869
ZW10	-0.090609267
AURKB	-0.765988074
VAPB	-0.394336775
NOLC1	0.039059177
UBE2L6	-1.393273354
MAPKAPK2	-0.064741821
CYTH1	0.161705941
ITGB1BP1	0.773207583
BCL7B	0.638476966
COPB2	-0.523348689
ADGRG1	0.285012901
TM9SF2	-0.078882873
MAP4K4	0.897360235
HOMER2	-0.035156071
SH3BP5	-0.2004807
PIGB	-0.702001885
PSMF1	-0.073151998
SPTLC2	0.595598042
TBPL1	-0.000998616
BAG3	-0.679313242
POLR1C	-0.109377563
SPAG7	0.075616956
FEZ2	-0.694066092
IKBKE	-0.157965705
MTFR1	-0.028844133
HS2ST1	-0.869649053
IPO13	-0.160885462
VGLL4	-0.773619771
NUP93	0.307339594
UBE3C	0.145595635
EDEM1	-0.042028099
TRAM2	0.177884538
CEP57	-0.587250084
KIAA0100	1.22874327
HERPUD1	0.000581603
KIAA0355	0.098305404
USP6NL	0.538860969
CCP110	-0.329686552
MLEC	-0.750447705
TATDN2	-0.818550482
MRPL19	0.585986156
SCRN1	0.291532412
EFCAB14	-0.114683688
KEAP1	0.277760305
MELK	2.808354408
PLEKHM1	-0.180450305
C2CD5	0.038747132
KIAA0753	-0.395456657
C2CD2L	-2.044205159
TOMM70A	0.623312861
KIAA0196	0.620481193
KLHL21	-0.152653083
ARNT2	1.054191917
FAM20B	0.522620693
NCAPD2	0.359904163
PAN2	0.749654412
LPGAT1	-0.05016911
KIF14	0.155079458
OXSR1	0.312948067
MVP	1.152807295
DMTF1	-0.273837611
GNPDA1	-0.111182503
HDAC6	0.315914989
PARP2	0.770733804
MAMLD1	-0.135957882
DNAJB6	-0.320075698
SMC4	-0.291774631
ABCC5	-0.567171697
ABCB6	0.039655864
DNM1L	-0.296753675
TSPAN3	-0.345737956
KIF20A	-0.575327963
ARL4C	-0.432825543
TRAP1	0.348271921
G3BP1	-0.273589611
MBNL2	0.756102353
CEBPZ	-0.066051282
SLC25A13	-1.193545669
SORBS3	-0.041060649
RBM6	1.491495013
TXNDC9	0.294965751
TRIM13	-0.127199061
TRIB1	-0.658920497
MFSD10	-0.04378064
SLC35B1	0.399767466
TIMM17B	0.762912065
AKAP8	-1.008239299
STUB1	0.009134293
NET1	0.244911581
SMNDC1	0.235195607
PAK4	-0.112093642
TNIP1	-0.072342649
IKZF1	-0.298362149
TMEM5	0.572152162
HMG20B	0.288774401
MYL9	-2.020714886
LYPLA1	-0.58826068
PPIE	-0.183103085
VAV3	1.171576232
LRRC41	0.566735722
CRTAP	-0.446868747
VAT1	-0.013667166
STK25	-1.804669194
APPBP2	1.863334119
CHERP	0.551611833
HYOU1	-0.523927867
RPP38	-0.553605407
SLC35A1	-1.176096767
DRAP1	-0.065177709
PAICS	-0.334189691
ST6GALNAC2	0.191886321
STAMBP	0.297184374
NPRL2	0.564020038
IGF2BP2	0.577796899
YKT6	-2.223866336
CGRRF1	-0.639425457
RRAGA	-0.050377846
GNB5	-0.704873994
EBP	0.484554768
CNPY3	-0.786985874
YME1L1	-0.373157278
TCFL5	0.666079909
KDM5B	0.02137859
POP4	-0.548251435
ARPP19	-0.144913055
ZNF274	0.050890386
MTHFD2	-0.399700325
WASF3	-7.06e-05
UTP14A	2.689180493
FRS2	-0.157947459
CLPX	-0.611162744
PGRMC1	0.008418955
MALT1	0.692278683
CPSF4	0.063550711
BLCAP	0.177194655
TCERG1	0.568179861
RNPS1	-1.931439996
TOMM34	-0.731804252
PDIA5	0.286972553
MLLT11	1.990438998
EBNA1BP2	2.108978242
TMED10	-0.366307348
ASCC3	-0.227172703
SLC27A3	1.213392708
KIF2C	-0.302380562
CCDC85B	0.511992365
TLK2	-0.285208687
KDELR2	-0.186754003
RAB31	-1.440465234
B4GAT1	-1.136375606
PAPD7	-0.640229821
UBE2C	0.465824232
DUSP14	-0.534601413
TOPBP1	0.611310452
PRSS23	0.474630892
PWP1	-0.64600835
PKIG	0.070938831
CORO1A	-1.406013787
LSM6	0.117413282
PSIP1	0.288214535
SLC2A6	0.958033934
NISCH	-0.290728256
CHEK2	-0.432505026
PRAF2	2.793408796
POLG2	-0.255418859
CHP1	-0.080825076
PNKP	-0.202616662
ECD	-0.111241832
DDX42	-1.105673939
TWF2	0.395835064
CASC3	-0.936966538
COG2	1.23726964
ATF5	0.31645146
MTF2	-0.042427838
PUF60	0.147540987
RAB11FIP2	-0.067064553
CLSTN1	0.205363512
FOXJ3	-0.703355327
KIAA0907	-0.084188461
EPN2	-1.00721468
SACM1L	0.070487052
ATF6	-0.593741812
RPIA	1.776154578
RAB21	3.294492185
SPEN	-0.304902382
FBXO21	-0.326899454
RBM34	-2.217536032
WDTC1	0.285066225
XPO7	-0.41471155
TBC1D9B	0.153165594
RRP1B	-1.3535074
MYCBP2	-0.367175132
CDK19	-1.188613176
GPATCH8	0.385450318
MAST2	0.585134462
DCUN1D4	0.042934407
FCHO1	-0.4780927
SNX13	0.833348423
ATP11B	-0.503893211
JMJD6	0.017947055
RRS1	0.115835369
RRP12	0.570307881
SYNE2	0.370594993
PDS5A	0.366637588
CAMSAP2	0.408351578
ATMIN	-0.062275678
TRIM2	-0.195015498
KIAA1033	-0.258795895
USP22	-0.253468955
WDR7	0.263515957
JADE2	0.096896256
ARHGEF12	-0.093790504
PPP1R13B	1.256733403
RRP8	-0.260125026
NUDCD3	-0.319728851
SIRT3	-0.500069343
SLC35A3	0.573347628
ICMT	-0.683802783
MACF1	0.11880438
SUZ12	0.517549306
KAT6B	-0.34890572
NNT	0.737892687
ADAT1	0.100623131
TMEM50A	-0.785335243
KLHDC2	0.577575296
ACOT9	0.249458238
SSBP2	1.582668483
NUP62	0.36227423
ARFIP2	1.620853305
LSM5	2.169704407
PLA2G15	0.428430438
TMEM2	0.257792052
ZNF318	-0.405600309
FBXO7	0.156755567
SPDEF	0.190815389
BAMBI	1.035137072
BACE2	0.59475746
COG4	-0.704962075
MPC2	-0.211456478
CLIC4	-0.125623815
C2CD2	-0.245429724
TIPARP	0.304631993
TSKU	2.240982175
RNF167	0.767746806
LRP10	-0.087366521
ZNF451	0.770237267
SENP6	0.306228593
RAI14	0.262818336
KIF1BP	0.530047849
TES	0.399676904
PHGDH	0.250368744
MYCBP	0.344481707
CHIC2	-0.443149656
TIMM9	-0.509393111
AKAP8L	-0.694095656
ATP2C1	-0.16351229
TRAPPC3	-0.144920863
ATP5S	-0.508613057
TNFRSF21	0.114278492
SESN1	0.449660584
HTATSF1	0.079318449
TMEM97	1.110305399
BZW2	0.008377939
CHMP4A	-0.298358351
GTPBP8	-0.166357469
DNAJC15	-0.641553104
PACSIN3	-0.376156241
RBM15B	1.357557207
HOOK2	-0.4235432
SNX11	-1.732939214
TIMM22	-0.372394338
NENF	1.150070101
UBQLN2	-0.310784633
ERO1A	0.567701355
DNTTIP2	0.981398255
PIK3R4	0.225865081
HDGFRP3	0.305001579
COPS7A	-0.292874217
NSDHL	0.713831142
HEBP1	0.10851375
MTERF3	-0.231485069
AMDHD2	1.519066304
ISOC1	-0.338562831
MRPS16	0.389451336
FIS1	0.396276221
GOLT1B	0.506529383
GLOD4	0.064082921
GMNN	-1.199605346
LAP3	-0.049741
NOSIP	-0.48829931
DERA	-0.539972305
SCCPDH	0.146934528
MRPS2	0.52498208
VPS28	0.137242282
HSD17B11	0.063087344
NUSAP1	-0.243690312
SCAND1	0.466081619
CD320	0.027124258
NGRN	-0.032527588
SNX7	-0.565122187
ATP6V1D	-0.513676174
ZNF589	-1.299375206
PRKAG2	-0.968549699
UBE2J1	-0.358258307
EVL	-0.26184167
HACD3	-0.793501198
UFM1	-0.090057552
LSR	0.925989166
DHRS7	0.14786768
CAB39	-0.277724812
ARID4B	-0.321753428
NUDT9	-0.419597417
CYCS	-0.997645169
TERF2IP	0.037074864
GFOD1	-0.093085706
KCTD5	0.250677601
TMCO1	2.219575167
DHX29	-0.354678527
EXOSC4	1.108946592
DDIT4	-0.021635652
PAF1	-1.190400407
P4HTM	0.943422735
SLC35F2	0.700453609
ZNF586	-0.391287252
FBXL12	1.633501053
TEX10	0.116955228
YTHDF1	0.99360913
TXNL4B	2.944153458
HERC6	-0.492890425
PIH1D1	0.55652266
PPP2R3C	0.191473246
FKBP14	-0.110494107
CDCA4	0.491721228
PLEKHJ1	0.355001062
HEATR1	-0.962089404
ANO10	0.019847274
UBR7	0.351569355
FAIM	-0.578785658
ADI1	0.026937991
ABCF3	0.241068438
ENOSF1	-0.089857969
LRRC16A	-0.172422841
ANKRD10	0.123476347
STAP2	-0.292973451
IARS2	1.062996954
NUP133	-0.153790534
CNDP2	-0.162561029
FAM63A	0.581224814
KDM3A	-0.190135479
PECR	-0.218612939
EAPP	0.050470829
CISD1	-1.036427408
ZNF395	0.73230353
KLHL9	-1.0131284
NPDC1	-0.226742804
TM9SF3	0.762874573
PAK6	0.07516399
DUSP22	-0.413553447
ADCK3	0.770136371
CIAPIN1	0.103100525
PLSCR3	-0.491472699
SCYL3	-1.524433166
LYRM1	1.382218331
ZMIZ1	0.128920995
MCOLN1	-0.178881191
THAP11	-1.131259941
ABHD6	-0.184643343
TRIB3	0.697107613
POLD4	-0.803302944
SQRDL	-0.944543719
ENOPH1	-0.484119289
PRUNE	-0.554729044
SNX6	0.38639538
FASTKD5	1.023608029
ELAC2	-0.207404748
ABHD4	-0.030075788
MCUR1	1.577039123
RBKS	-0.932077199
ATG3	0.262201253
NARFL	0.360585064
ZDHHC6	0.298675165
ACBD3	-0.145978898
CERK	0.473228768
NT5DC2	0.343438089
ACD	-1.403150663
INTS3	-0.488465548
TRAK2	0.072388932
METRN	-0.373232633
ELOVL6	0.290843755
TMEM109	-0.621064991
CCDC86	0.394927844
TRAPPC6A	1.055277824
CHAC1	0.751983285
MBOAT7	-0.058536828
PRR15L	-0.013861746
CRELD2	0.227989823
FSD1	0.197386861
TCTN1	0.40225412
CHMP6	-0.359228183
NPEPL1	-0.33236815
FAM57A	-0.606839329
NUP85	-0.049038902
TCEAL4	0.112955384
DHDDS	0.529884949
DENND2D	1.63449277
FBXO11	-0.277773228
CCDC92	-0.259185672
COASY	0.087428078
WDR61	-1.147669613
TSEN2	-0.175738156
PRR7	0.265595242
ITFG1	0.31742209
GDPD5	-0.194522366
GRWD1	1.073657036
ARID5B	-0.342471212
TUBB6	-0.737568378
PSRC1	0.514545724
ADO	-0.458544269
HIST1H2BK	0.00532487
MICALL1	-0.784671381
UBE3B	0.121350124
HN1L	-0.010157719
SLC25A46	2.803944945
COG7	-2.402784824
MAPK1IP1L	-0.425239623
TBC1D31	1.087405637
H2AFV	0.062938258
RPL39L	-0.003910422
CANT1	-0.79539299
WIPF2	-2.301488161
TICAM1	-0.101684727
TXLNA	-0.151839301
SPRED2	-0.295393594
EML3	0.394383065
TMEM110	0.34498018
FAM69A	-0.276788816
