Gene_Id	geldanamycin_HEPG2_24 h_0.12 µM
AARS	-4.984831095
ABCF1	0.680151075
ABL1	-5.32652545
ACAA1	-0.456780583
ACAT2	0.024923079
ACLY	1.587556511
ADAM10	-3.905217767
ADH5	-0.859346747
PARP1	-4.115720749
ADRB2	2.423831224
AGL	0.871308327
AKT1	-0.313645095
ALAS1	2.019620955
ALDOA	-3.161640525
ALDOC	-0.756084383
SLC25A4	-0.688874066
ANXA7	0.155696146
APBB2	0.493022516
BIRC2	-1.139993936
BIRC5	0.353298128
APOE	0.696386904
APP	-5.484098673
FAS	-1.429552019
RHOA	2.639534414
ARHGAP1	0.437113956
ASAH1	-0.83723411
ATF1	2.220673025
ATP1B1	-4.219003677
ALDH7A1	-0.528294146
ATP6V0B	-3.173332453
BAD	-0.897748083
BAX	1.765289068
CCND1	-1.312494934
BCL2	-2.006282985
BDH1	-4.891085625
BID	1.656872272
BLMH	2.13978225
BLVRA	1.304746836
BMP4	1.667831063
BNIP3	2.601507783
BNIP3L	0.383089552
BPHL	-3.597136497
BRCA1	0.608492345
BTK	0.576126974
BUB1B	0.049358681
C5	0.730157226
DDR1	2.331463236
CALM3	0.64042908
CALU	0.465222172
CAPN1	-1.664828822
CAST	-3.569388986
CASP2	-4.724002123
CASP3	-2.756718874
CASP7	0.61620903
CASP10	1.513574839
CAT	2.128429294
CBLB	-1.283652484
CBR1	1.499228954
CBR3	-1.318241835
CCNA2	-0.852306008
CCNB1	2.101050377
CCND3	-0.993472874
CCNF	-1.57013309
CCNH	2.442877978
SCARB1	0.261845311
CD40	-1.156225502
CD44	3.343399405
CD58	0.520482942
ADGRE5	1.29455626
CDK1	-0.495283782
CDC20	0.190470917
CDC25A	-5.543921232
CDC25B	0.26619488
CDC42	-3.438395262
CDH3	1.465747476
CDK2	-4.276973844
CDK4	2.242802382
CDK6	-0.486602694
CDK7	-0.505464852
CDKN1A	1.764591396
CDKN1B	6.738951445
CDKN2A	1.009794801
CEBPA	1.13481307
CEBPD	-0.601959124
CENPE	2.489136815
CETN3	-1.510163367
CHEK1	1.517133713
CHN1	-1.747564018
CIRBP	0.65288265
CLTB	-0.102466121
CLTC	2.560427785
COL1A1	-0.119124204
COL4A1	-2.393478155
CREB1	0.171517663
CRK	-3.124166369
CRKL	1.841056347
CRYZ	1.167159498
CSK	-0.117380828
CSNK1A1	2.691544175
CSNK1E	-0.968538016
CSNK2A2	0.170766748
CSRP1	1.090509951
CTNND1	0.652853902
CTSD	0.903726786
CTSL	3.989215612
CYB561	-3.938274145
DAG1	0.148371518
DAXX	-0.105553806
DCK	-0.343019307
DCTD	0.128000956
DDB2	-0.016795188
GADD45A	-1.29398936
DDX10	-1.068509936
DECR1	-3.116855264
DFFA	-0.196857408
DFFB	-0.18487405
DLD	1.388768852
DNM1	0.635479122
DNMT1	-1.380476415
DNMT3A	0.503721282
DPH2	-0.420271009
DSG2	1.953914583
TSC22D3	0.26912193
DUSP3	2.742691398
DUSP4	-1.198674023
DUSP6	-0.21233885
TOR1A	-0.841574013
E2F2	0.256754123
ECH1	1.994009614
EDN1	-1.14836055
EGF	-1.845191598
EGFR	0.518509299
EGR1	-1.842278421
EIF4EBP1	-0.217987418
EIF4G1	2.958021879
EIF5	2.127843857
ELAVL1	0.24108512
CTTN	1.456893861
EPB41L2	0.55999206
EPHA3	1.426197827
EPHB2	0.30660373
EPRS	0.290941089
NR2F6	-1.823076934
ERBB2	-0.546797656
ERBB3	3.09207058
ETFB	0.766171724
ETS1	2.223971605
ETV1	2.397511482
EXT1	0.172258005
EZH2	-1.954972029
FAH	0.936894834
PTK2B	0.844520856
FAT1	-2.864935637
FDFT1	-0.295233428
FGFR2	-4.610079288
FGFR4	1.605609238
FHL2	0.969577625
FKBP4	-1.161215603
FOXO3	0.087670922
FOS	1.425180316
FPGS	0.273190621
FUT1	0.509698302
FYN	-1.956758976
SLC37A4	-0.440055624
GAA	1.828390658
GABPB1	-3.683526874
GALE	-0.360731103
GAPDH	1.413862228
GATA2	-0.884264752
GATA3	0.019955482
GFPT1	-3.196285248
GHR	-3.026350617
GLI2	2.073097885
GLRX	-1.383209869
GNA11	0.277556874
GNA15	1.019924283
GNAI1	0.363533888
GNAI2	0.390009262
GNAS	0.360552281
SFN	0.437322952
GPC1	-4.922703385
GPER1	1.036561221
GRB7	-2.113754451
GRB10	-4.681789637
GRN	1.692624312
NR3C1	1.050907686
CXCL2	1.36361289
GSTM2	0.065424338
GSTZ1	-3.324015498
MSH6	-0.208490729
GTF2A2	-0.076146595
GTF2E2	-0.582026057
HSD17B10	-0.14383015
HADH	-0.21031574
HDAC2	0.677788511
HIF1A	2.076943159
HK1	1.82759881
HLA-DMA	1.208803952
HLA-DRA	0.408758938
HMGCR	-1.166645959
HMGCS1	1.88743788
HMOX1	0.388775185
HOXA5	1.088739425
HOXA10	-0.706355751
HPRT1	0.944330841
HES1	-2.703934073
DNAJB2	-0.099966645
HSPA1A	-0.124774382
HSPA4	0.786173105
HSPA8	1.653135061
HSPB1	3.037358522
HSPD1	0.789040685
DNAJB1	0.837071672
ICAM1	0.852064639
ICAM3	2.503103375
ID2	1.012701333
IDE	-1.011160046
IFNAR1	1.252393276
IGF1R	0.157496758
IGF2R	-3.255797625
IGFBP3	-2.307019234
IGHMBP2	-0.521234669
IKBKB	1.71617648
IL1B	2.129540503
IL4R	1.022361383
IL13RA1	1.178278387
ILK	-3.550811052
INPP1	0.876796544
INSIG1	1.472608864
ITGAE	3.533812284
ITGB5	-0.529768646
JUN	-2.240465581
KCNK1	-0.473482035
KIF5C	2.285815358
KIT	0.209998682
KTN1	2.381436527
LAMA3	0.906303465
STMN1	1.388389483
LBR	1.987394691
LGALS8	1.120875269
LIG1	-1.887584731
LIPA	-1.940196633
LOXL1	-1.686237514
LRPAP1	0.278004229
LYN	-0.687304556
SMAD3	1.804212689
MAN2B1	0.654211342
MAT2A	0.735188872
MBNL1	6.905255318
MCM3	0.11563164
ME2	0.026812375
MEF2C	1.848888189
MAP3K4	-0.419215634
MEST	1.957850814
MIF	-0.36447458
FOXO4	-2.401041746
MMP1	-0.273928188
MMP2	1.739856422
MNAT1	-2.090550303
MSRA	-2.131047487
MUC1	-0.909320772
MYBL2	0.870404869
MYC	0.350374252
GADD45B	0.36380893
MYLK	0.466031715
MYO10	-0.71985139
NCK1	1.059915572
NFATC3	-0.876210943
NFATC4	0.785081208
NFE2L2	1.814202011
NFIL3	-1.647010326
NFKB2	-4.309443712
NFKBIA	-2.41081959
NFKBIB	1.34938091
NFKBIE	0.981009811
NIT1	-0.542698979
NMT1	1.149442434
NOS3	1.616445482
CNOT4	-0.805665553
NOTCH1	-2.38555479
PNP	-1.352565438
NPC1	1.984068751
SLC11A2	-0.589105442
NRAS	0.301857259
NUCB2	1.495327502
NUP88	-2.740627825
NVL	-3.416944981
ORC1	0.266744882
