Gene_Id	geldanamycin_HEPG2_24 h_0.12 µM
OXA1L	-1.375147879
OXCT1	1.229523659
PAFAH1B1	2.424843967
PAFAH1B3	-0.000427261
SERPINE1	0.411617696
PAK1	1.006171793
PCBD1	-0.803852409
PCCB	1.598122209
PCK2	-2.381882906
PCM1	-3.106331825
PCMT1	-3.833236694
PCNA	2.285471082
PDGFA	0.319059426
PFKL	0.246284306
PGAM1	-0.293048665
PGM1	0.579559445
PHKA1	1.231799006
PHKB	-3.345125198
PHKG2	-0.484657362
PIK3C2B	-5.191438198
PIK3C3	-0.370970666
PIK3CA	0.314063504
PIN1	0.687443227
PLA2G4A	2.077514648
PLCB3	-0.043612003
PLK1	-0.217977725
PLP2	-0.357823797
PLS1	1.296698481
PLSCR1	1.347929418
PMAIP1	0.196606398
PMM2	-0.126943469
POLB	-4.716381788
POLE2	-0.445432231
POLR2I	1.44335866
POLR2K	2.797232389
PPARD	0.937025607
PPARG	0.278420374
PPIC	0.262986392
PPOX	2.83437109
PPP2R5A	1.235649996
PPP2R5E	1.1373882
PRCP	0.023594707
PRKACA	1.428583741
PRKCD	0.35788466
PRKCH	2.084856868
PRKCQ	-5.28084898
MAPK9	-0.215448141
MAPK13	-1.483910561
MAP2K5	0.683825731
PRKX	0.08770138
PROS1	0.168965124
LGMN	-1.857572377
HTRA1	0.27481091
PSMB8	-0.077350248
PSMB10	-1.65689826
PSMD2	-0.263774693
PSMD4	-1.307619348
PSMD9	0.469066381
PSMD10	-0.234856084
PSME1	-2.213951826
PSME2	3.84405148
PTGS2	2.858356953
PTK2	0.676951945
PTPN1	0.399653181
PTPN6	-1.2834059
PTPN12	-3.626375914
PTPRC	0.344343022
PTPRF	-1.407614052
PTPRK	-1.379157931
PXMP2	0.009102657
PXN	-1.322811902
PYCR1	0.53165897
PYGL	0.424166054
RAB4A	0.796815068
RAB27A	3.223744035
RAC2	1.692855597
RAD9A	-1.056728721
RAD51C	1.05583185
MOK	1.728168666
RALA	3.332862496
RALB	0.484778643
RALGDS	-2.520335317
RAP1GAP	0.337998062
RASA1	0.180535808
RB1	5.452983379
KDM5A	3.163199663
RELB	3.909155846
RFC2	1.019044429
RFC5	-2.596194744
RFNG	1.255751759
RFX5	0.157756656
RGS2	-2.331997633
RHEB	-3.444922447
RNH1	-2.653572083
RPA1	-1.35823983
RPA2	0.919489205
RPA3	-0.019439057
MRPL12	0.968843415
RPN1	1.914850056
RPS5	1.033380121
RPS6	4.764366508
RPS6KA1	1.827640653
RSU1	2.197502494
RTN2	0.922560245
S100A4	1.579092681
S100A13	0.020144552
SATB1	0.613283634
SCP2	-0.424647547
CCL2	-0.431803867
SDHB	0.286676139
SGCB	-4.506338954
SHB	-0.999885857
SHC1	0.213294744
SKIV2L	2.885288835
SKP1	1.583409607
SLC1A4	-0.040336192
SMARCA4	0.90518263
SMARCC1	-0.563486179
SMARCD2	-2.784008205
SNAP25	2.680210233
SNCA	-0.983896792
SOX2	-0.353187531
SOX4	-3.146542192
SPAG4	-3.081261754
SPP1	2.404623985
SPR	0.315766454
SPTAN1	-1.453769594
SRC	1.404762864
STAT1	0.994527668
STAT3	2.369417548
STAT5B	1.082899332
AURKA	1.484877765
STK10	0.539037596
STX1A	-1.653196216
STX4	0.04636012
STXBP1	-1.613587022
STXBP2	0.159228079
SUPV3L1	1.967745721
SUV39H1	0.136446863
SYK	0.293372866
SYPL1	-1.24020347
TARBP1	-0.742903396
TBP	1.803026915
TBX2	1.117996573
TBXA2R	1.794655919
TCEA2	-3.386459947
VPS72	4.013285041
TCTA	0.106118143
DYNLT3	-1.788094521
TERT	-4.822441578
TESK1	1.639512956
TFAP2A	-2.059316754
TFDP1	4.051782966
TGFB3	-0.450629771
TGFBR2	0.98873812
TIAM1	2.193658948
TIMP2	-0.370795846
TJP1	2.28415525
TLE1	1.08711195
TLR4	0.685621321
TSPAN6	0.72725606
TSPAN4	-4.661753893
TOP2A	-0.270413861
TP53	0.846957706
TP53BP1	2.257246614
TP53BP2	-4.397261143
TPD52L2	-0.126793671
TPM1	-1.263836533
TSTA3	-1.957662821
TXNRD1	2.498324275
UBE2A	-5.357797861
UGDH	-2.263977945
NR1H2	2.006822109
USP1	2.194658935
VDAC1	-0.169014305
WFS1	-2.274124861
WRB	0.638283655
XBP1	0.393427759
XPNPEP1	-1.091371417
ZFP36	-3.566487789
ZNF131	2.079328179
ZMYM2	1.437013745
PAX8	-5.006421089
CXCR4	-2.765044212
IFRD2	0.763794214
MAPKAPK3	1.006017715
USP7	-2.157933116
REEP5	2.007188126
ST7	1.888973534
KAT6A	0.052244723
PDHX	-2.015642643
FOSL1	-1.20930906
HMGA2	-4.613478184
NCOA3	1.556701362
NRIP1	-3.08718574
SMC1A	-0.404315859
LAGE3	3.791580558
AXIN1	-1.086717844
CDC45	1.17168501
FZD1	1.086346984
FZD7	-2.353278995
HIST2H2BE	-0.018638663
PIP4K2B	0.126478434
NCK2	-0.726668596
DYRK3	-3.339393377
DUSP11	-7.435880423
RAE1	0.029528618
PIK3R3	-0.525015742
NIPSNAP1	-0.37708275
IKBKAP	-0.677811384
HAT1	1.302296668
MAPKAPK5	-4.253685117
BHLHE40	-0.347364306
MKNK1	0.242102996
CASK	0.741688132
AKR7A2	-0.348598719
RUVBL1	2.455453277
PSMG1	0.980812609
BECN1	3.101841688
MBTPS1	1.005043581
EED	1.152872533
CTNNAL1	-1.060109019
RNMT	0.208312452
PEX11A	-0.588252485
CREG1	2.323120117
INPP4B	0.860273778
IQGAP1	-0.282034062
SOCS2	-0.395160362
CFLAR	-3.165390134
CDK5R1	-0.991737962
ST3GAL5	0.889088392
IER3	0.952645898
SQSTM1	-0.469097763
SLC5A6	-0.223033965
CPNE3	0.283616006
CCNA1	1.276247919
TIMELESS	-0.695869029
P4HA2	1.216487288
PLOD3	0.229597747
NOL3	-0.482701853
SLC25A14	2.615158319
MPZL1	-0.539442211
MAP7	0.854435235
DNAJA3	-3.404889345
USP14	-2.298137069
MTA1	0.927596286
PDLIM1	-2.495868266
SMC3	-0.480778508
PRPF4	-0.990115047
CCNB2	-3.243748784
CCNE2	-5.067652702
SYNGR3	2.665652037
LPAR2	0.005024306
ARHGEF2	2.723817348
ZW10	1.14265288
AURKB	1.521441884
VAPB	-1.419504046
NOLC1	-0.731247932
UBE2L6	1.20969069
MAPKAPK2	-0.165085547
CYTH1	-0.00428082
ITGB1BP1	-2.362939537
BCL7B	1.136356816
COPB2	0.869365096
ADGRG1	0.799496651
TM9SF2	1.54748714
MAP4K4	0.77685234
HOMER2	-0.019611418
SH3BP5	-1.683282316
PIGB	3.452336788
PSMF1	0.428300843
SPTLC2	-0.014133954
TBPL1	-0.901188105
BAG3	-0.701382145
POLR1C	0.255723067
SPAG7	-1.153100342
FEZ2	-4.803495646
IKBKE	-5.59165585
MTFR1	-2.199276984
HS2ST1	-1.170199633
IPO13	2.036177814
VGLL4	-0.269552588
NUP93	-0.369313002
UBE3C	1.118070543
EDEM1	-0.01411422
TRAM2	-0.189100504
CEP57	-1.920927644
KIAA0100	1.320696682
HERPUD1	-7.129034996
KIAA0355	-0.837358415
USP6NL	0.189543486
CCP110	0.311682343
MLEC	-0.163529634
TATDN2	-3.584614038
MRPL19	-0.524484284
SCRN1	1.246284366
EFCAB14	2.063685834
KEAP1	-1.851715565
MELK	1.239923924
PLEKHM1	-1.345251501
C2CD5	-0.989958793
KIAA0753	2.616694689
C2CD2L	1.865880191
TOMM70A	4.350108147
KIAA0196	-1.178043544
KLHL21	-1.624482453
ARNT2	-1.4448874
FAM20B	2.053087354
NCAPD2	0.234869465
PAN2	2.844142675
LPGAT1	1.218758404
KIF14	3.126418591
OXSR1	2.783887148
MVP	0.90045467
DMTF1	1.09742406
GNPDA1	-0.153233424
HDAC6	-3.093203425
PARP2	2.772071242
MAMLD1	0.430550799
DNAJB6	-2.489014208
SMC4	1.991121829
ABCC5	2.614853501
ABCB6	-0.6511731
DNM1L	0.421560824
TSPAN3	1.749511361
KIF20A	-1.529907793
ARL4C	-0.305252984
TRAP1	-0.622420639
G3BP1	-6.878410339
MBNL2	-0.927811027
CEBPZ	-2.396604061
SLC25A13	-0.14774923
SORBS3	-1.374639899
RBM6	-3.866684496
TXNDC9	2.361217678
TRIM13	3.610775709
TRIB1	-1.5918957
MFSD10	-0.710180685
SLC35B1	-2.63962853
TIMM17B	-2.405561984
AKAP8	0.585889593
STUB1	0.898614407
NET1	0.494899057
SMNDC1	-0.503534246
PAK4	-2.317331433
TNIP1	0.881457388
IKZF1	-2.632024288
TMEM5	-1.488220811
HMG20B	-0.578868255
MYL9	-1.410567999
LYPLA1	0.036316931
PPIE	0.679618031
VAV3	1.131145775
LRRC41	0.850751206
CRTAP	0.288411748
VAT1	-1.83924979
STK25	-0.778423697
APPBP2	1.831908822
CHERP	1.480134785
HYOU1	1.560409307
RPP38	4.302874207
SLC35A1	-4.506020784
DRAP1	1.638949752
PAICS	-3.811031103
ST6GALNAC2	0.348706782
STAMBP	-2.618907094
NPRL2	1.033423975
IGF2BP2	-0.92988655
YKT6	-0.758862317
CGRRF1	-1.609286487
RRAGA	0.038499445
GNB5	0.231376171
EBP	0.857052956
CNPY3	-1.349105179
YME1L1	1.519253388
TCFL5	-1.471821889
KDM5B	-2.435913563
POP4	-0.076021694
ARPP19	-1.218092769
ZNF274	-2.437344909
MTHFD2	-4.666787863
WASF3	-0.439168751
UTP14A	0.235904872
FRS2	-0.223145053
CLPX	-0.268184133
PGRMC1	0.830475844
MALT1	-1.024878889
CPSF4	-0.401633024
BLCAP	0.794639051
TCERG1	-3.685657978
RNPS1	-0.011399165
TOMM34	0.178201407
PDIA5	1.607747644
MLLT11	1.346886724
EBNA1BP2	-1.636638273
TMED10	0.105735809
ASCC3	0.539176866
SLC27A3	-2.997089982
KIF2C	0.136440761
CCDC85B	-0.238613293
TLK2	0.249588773
KDELR2	2.442096531
RAB31	-0.785171121
B4GAT1	1.707496047
PAPD7	3.710373044
UBE2C	0.244537588
DUSP14	0.789241314
TOPBP1	0.008325927
PRSS23	-1.166492909
PWP1	-2.225208521
PKIG	0.203961361
CORO1A	6.389323473
LSM6	0.214475214
PSIP1	0.09895891
SLC2A6	-0.014085263
NISCH	-1.528704703
CHEK2	0.004616737
PRAF2	-3.514261246
POLG2	0.480993345
CHP1	0.931989953
PNKP	0.143646047
ECD	0.10585086
DDX42	5.192414284
TWF2	1.476634681
CASC3	0.875358045
COG2	-0.609827355
ATF5	-0.363494039
MTF2	2.282481194
PUF60	-1.715783417
RAB11FIP2	-1.915660799
CLSTN1	2.722412825
FOXJ3	-3.404311538
KIAA0907	-0.747019954
EPN2	2.049763501
SACM1L	1.399971426
ATF6	3.531558633
RPIA	1.462250814
RAB21	-1.370225102
SPEN	-3.884114623
FBXO21	0.324535191
RBM34	-0.485209554
WDTC1	0.945328027
XPO7	-2.845522285
TBC1D9B	1.311389834
RRP1B	2.005562603
MYCBP2	-1.789364696
CDK19	-5.696310997
GPATCH8	4.441480875
MAST2	1.702061355
DCUN1D4	1.063266143
FCHO1	1.427012086
SNX13	1.198513031
ATP11B	-1.143292367
JMJD6	0.027796366
RRS1	-0.39953196
RRP12	0.037704334
SYNE2	1.395807154
PDS5A	1.515512884
CAMSAP2	-0.193228692
ATMIN	0.995930612
TRIM2	5.069954276
KIAA1033	-0.092254013
USP22	2.222848415
WDR7	0.987493828
JADE2	-2.391855836
ARHGEF12	0.144337282
PPP1R13B	0.019792608
RRP8	-2.824426532
NUDCD3	-3.017943382
SIRT3	0.919160396
SLC35A3	-0.367209226
ICMT	3.468367696
MACF1	1.482618809
SUZ12	-2.376262426
KAT6B	-1.730692863
NNT	-0.578566432
ADAT1	-0.179621205
TMEM50A	-3.88055265
KLHDC2	2.603116751
ACOT9	2.425542355
SSBP2	0.364145979
NUP62	3.341851592
ARFIP2	1.657708943
LSM5	-0.420468539
PLA2G15	1.660486221
TMEM2	-0.212918907
ZNF318	-0.124421179
FBXO7	1.483048737
SPDEF	0.047238816
BAMBI	0.395201176
BACE2	-1.681533396
COG4	2.684503913
MPC2	-2.723478079
CLIC4	0.123536512
C2CD2	4.210167885
TIPARP	-2.495612919
TSKU	0.084311642
RNF167	-2.287859678
LRP10	1.489694178
ZNF451	-3.307048202
SENP6	1.234385058
RAI14	1.052867323
KIF1BP	0.779317785
TES	1.964035273
PHGDH	2.310263991
MYCBP	0.317703322
CHIC2	1.286866337
TIMM9	-6.086871862
AKAP8L	-0.061553225
ATP2C1	0.469672263
TRAPPC3	0.283474548
ATP5S	-2.931665063
TNFRSF21	-1.577859163
SESN1	1.673479855
HTATSF1	-1.3811059
TMEM97	0.780445158
BZW2	7.928113699
CHMP4A	-1.798332334
GTPBP8	1.806804776
DNAJC15	-3.109807372
PACSIN3	-0.379801929
RBM15B	-0.989126325
HOOK2	-7.972463846
SNX11	-0.065652385
TIMM22	0.853995249
NENF	-2.795796871
UBQLN2	1.715323836
ERO1A	-1.858563125
DNTTIP2	2.065883577
PIK3R4	5.030082703
HDGFRP3	-0.128445596
COPS7A	0.427786589
NSDHL	-6.356393576
HEBP1	-0.575432897
MTERF3	0.305558786
AMDHD2	2.835520923
ISOC1	1.605588555
MRPS16	0.58396098
FIS1	-0.560921088
GOLT1B	5.164455414
GLOD4	-0.521381825
GMNN	-1.756712526
LAP3	-1.373636425
NOSIP	-0.254793227
DERA	3.051278949
SCCPDH	0.188875318
MRPS2	2.711636305
VPS28	3.730098128
HSD17B11	2.311234832
NUSAP1	1.369227946
SCAND1	0.151467331
CD320	2.789413214
NGRN	-2.811598897
SNX7	0.74962768
ATP6V1D	-3.14502573
ZNF589	-0.08475852
PRKAG2	-3.748590827
UBE2J1	-0.63645196
EVL	-1.66707164
HACD3	2.530804634
UFM1	0.297164839
LSR	0.456558496
DHRS7	-1.484301805
CAB39	0.324756518
ARID4B	0.252028301
NUDT9	-3.041129589
CYCS	-3.544887304
TERF2IP	-3.307750344
GFOD1	-1.188229442
KCTD5	0.970990002
TMCO1	-0.13022197
DHX29	0.884877771
EXOSC4	-0.450376913
DDIT4	-1.777092695
PAF1	-1.085215271
P4HTM	0.908846363
SLC35F2	0.232234776
ZNF586	0.182011083
FBXL12	-0.400640786
TEX10	1.516636789
YTHDF1	0.496083632
TXNL4B	0.715565532
HERC6	0.270906165
PIH1D1	-0.031858891
PPP2R3C	-4.168351531
FKBP14	-4.690121412
CDCA4	-4.542444468
PLEKHJ1	-3.246334434
HEATR1	-1.895299256
ANO10	1.085589439
UBR7	-2.021696508
FAIM	-0.533587307
ADI1	0.728117913
ABCF3	4.746904373
ENOSF1	-1.682424665
LRRC16A	-1.247564435
ANKRD10	-3.727331579
STAP2	0.689725488
IARS2	0.809893698
NUP133	3.030602932
CNDP2	-0.120665319
FAM63A	2.897149324
KDM3A	-0.421192914
PECR	-0.068798028
EAPP	-1.254809506
CISD1	-0.626854353
ZNF395	1.449823886
KLHL9	0.188517809
NPDC1	0.716828726
TM9SF3	4.231967926
PAK6	2.272392988
DUSP22	0.920337886
ADCK3	-0.359886166
CIAPIN1	1.690776885
PLSCR3	0.492948711
SCYL3	-0.934743859
LYRM1	0.326979324
ZMIZ1	-4.625742316
MCOLN1	0.684913948
THAP11	-2.82113862
ABHD6	1.130407155
TRIB3	1.749142855
POLD4	3.794399261
SQRDL	0.080340073
ENOPH1	1.236095667
PRUNE	0.43378301
SNX6	1.166131616
FASTKD5	-1.837434351
ELAC2	-0.254763454
ABHD4	2.110131502
MCUR1	1.242626846
RBKS	0.363050461
ATG3	1.31352669
NARFL	2.134094834
ZDHHC6	1.708419561
ACBD3	-0.337967001
CERK	0.388159491
NT5DC2	3.399700761
ACD	0.882420797
INTS3	6.680414915
TRAK2	2.033863425
METRN	1.573173165
ELOVL6	1.504176319
TMEM109	-2.061880529
CCDC86	-2.395540833
TRAPPC6A	-1.061322927
CHAC1	-2.658288121
MBOAT7	0.37378931
PRR15L	0.705464512
CRELD2	0.610098213
FSD1	1.497484833
TCTN1	0.736638397
CHMP6	-6.727196693
NPEPL1	1.027275324
FAM57A	4.183408499
NUP85	1.414168
TCEAL4	2.632098079
DHDDS	-0.042792588
DENND2D	0.022609472
FBXO11	1.669240475
CCDC92	-0.379254505
COASY	0.305349991
WDR61	1.634677291
TSEN2	0.427148432
PRR7	-0.317353681
ITFG1	0.043687344
GDPD5	1.450511515
GRWD1	-1.101192802
ARID5B	-3.010139465
TUBB6	-2.449230552
PSRC1	1.36241895
ADO	-5.99715209
HIST1H2BK	0.351135284
MICALL1	0.040829182
UBE3B	-0.40584553
HN1L	-0.634798311
SLC25A46	1.744814783
COG7	-4.77630353
MAPK1IP1L	1.178047776
TBC1D31	4.01480484
H2AFV	-0.033851862
RPL39L	-0.879428744
CANT1	0.166231539
WIPF2	-1.662090778
TICAM1	-3.839807987
TXLNA	-0.172424898
SPRED2	0.173989341
EML3	-0.65043509
TMEM110	-0.425512053
FAM69A	0.938619882
