Gene_Id	YC-1_HEPG2_24 h_5 µM
IFNAR1	0.780375719
IGF1R	-1.419592619
IGF2R	-6.351064682
IGFBP3	-0.823796153
IGHMBP2	0.799195766
IKBKB	-0.179010078
IL1B	2.684781075
IL4R	-0.376639962
IL13RA1	1.57433939
ILK	0.289659053
INPP1	-1.329847097
INSIG1	-3.237490177
ITGAE	-2.257309437
ITGB5	-0.349929959
JUN	-3.372323275
KCNK1	-0.397889405
KIF5C	-5.866879463
KIT	-4.686318874
KTN1	-2.619118929
LAMA3	-1.100970626
STMN1	1.246243238
LBR	1.353288054
LGALS8	2.933146
LIG1	-0.185411245
LIPA	-0.593815207
LOXL1	0.854631424
LRPAP1	-4.296867847
LYN	-6.516339302
SMAD3	1.814551473
MAN2B1	0.52505964
MAT2A	3.936937809
MBNL1	-1.803114176
MCM3	-0.714005828
ME2	0.409087718
MEF2C	-3.138617516
MAP3K4	-2.787901878
MEST	5.387469769
MIF	0.798043966
FOXO4	-1.808784723
MMP1	-1.128106117
MMP2	-2.526873112
MNAT1	-0.338246912
MSRA	-1.253589511
MUC1	-2.71488905
MYBL2	-1.750389218
MYC	6.681821823
GADD45B	-4.621620178
MYLK	5.374842167
MYO10	-0.385968208
NCK1	-0.520426095
NFATC3	-3.060776234
NFATC4	-0.274654418
NFE2L2	4.673531532
NFIL3	-1.520127892
NFKB2	-1.136809587
NFKBIA	-0.335825026
NFKBIB	0.281465918
NFKBIE	-0.029786229
NIT1	-1.332889438
NMT1	0.362800956
NOS3	3.700552225
CNOT4	-3.103903294
NOTCH1	-1.170031548
PNP	1.552521467
NPC1	-1.584513903
SLC11A2	2.529758453
NRAS	-1.269457102
NUCB2	3.335080385
NUP88	-0.452950209
NVL	-1.904376268
ORC1	0.069590956
OXA1L	-0.312615514
OXCT1	-0.059274137
PAFAH1B1	-2.444738626
PAFAH1B3	1.034924269
SERPINE1	0.725147843
PAK1	-2.258904934
PCBD1	-0.848255992
PCCB	0.963845253
PCK2	2.068020105
PCM1	-0.475617021
PCMT1	-0.725298166
PCNA	1.649245143
PDGFA	0.348266125
PFKL	2.221561432
PGAM1	1.672444582
PGM1	6.224761486
PHKA1	0.942148626
PHKB	1.128358603
PHKG2	-0.078843266
PIK3C2B	-4.154777527
PIK3C3	-1.690261126
PIK3CA	-0.226900399
PIN1	1.143473983
PLA2G4A	-1.705337524
PLCB3	-2.16638422
PLK1	-2.174493074
PLP2	-0.358788818
PLS1	3.497145414
PLSCR1	2.581160545
PMAIP1	-5.372804165
PMM2	2.647114277
POLB	-1.532398939
POLE2	-0.448323607
POLR2I	3.597045183
POLR2K	0.542263567
PPARD	0.607916176
PPARG	1.211853385
PPIC	1.1700176
PPOX	8.146175385
PPP2R5A	-1.112000942
PPP2R5E	3.151095867
PRCP	-0.37373358
PRKACA	3.006759167
PRKCD	0.498829663
PRKCH	-1.656989336
PRKCQ	-0.127689838
MAPK9	-2.019490957
MAPK13	0.827922344
MAP2K5	-0.992818713
PRKX	0.767208636
PROS1	-0.647641778
LGMN	-0.939077377
HTRA1	-2.070717335
PSMB8	-0.121967651
PSMB10	-2.013699055
PSMD2	-0.188445121
PSMD4	0.133521557
PSMD9	-0.700849831
PSMD10	-1.740947723
PSME1	0.017067254
PSME2	3.755456448
PTGS2	1.100833893
PTK2	-0.018392608
PTPN1	-3.037818909
PTPN6	0.204390511
PTPN12	-1.998701692
PTPRC	-2.525194645
PTPRF	1.840209246
PTPRK	-2.401350498
PXMP2	-0.132983044
PXN	-1.816843867
PYCR1	-3.499435425
PYGL	0.666535854
RAB4A	4.506322861
RAB27A	-3.114212275
RAC2	-3.879114628
RAD9A	-1.876589298
RAD51C	0.182567254
MOK	0.395961374
RALA	2.804842234
RALB	-2.212783813
RALGDS	0.505658507
RAP1GAP	0.376174808
RASA1	0.910854816
RB1	2.99726963
KDM5A	1.962527752
RELB	-3.061317921
RFC2	0.809625506
RFC5	-0.96866107
RFNG	-2.138886929
RFX5	-0.379268557
RGS2	-0.351693332
RHEB	-1.883503199
RNH1	0.214688689
RPA1	-3.24184227
RPA2	4.369175911
RPA3	0.35874337
MRPL12	-4.189234734
RPN1	-1.897506475
RPS5	1.215213537
RPS6	2.283227682
RPS6KA1	1.126779318
RSU1	4.370385647
RTN2	1.307688475
S100A4	4.191471577
S100A13	2.208817244
SATB1	0.757524669
SCP2	-0.0281955
CCL2	1.817878962
SDHB	1.534652948
SGCB	0.781404436
SHB	-2.74268961
SHC1	1.707748532
SKIV2L	-0.324084491
SKP1	0.572461486
SLC1A4	1.169184685
SMARCA4	0.215154096
SMARCC1	-2.824258804
SMARCD2	2.946985483
SNAP25	-1.713654637
SNCA	-1.459195852
SOX2	1.255422354
SOX4	2.535691738
SPAG4	-1.581369042
SPP1	-3.263924122
SPR	-2.574985981
SPTAN1	-0.388511658
SRC	-0.813796401
STAT1	1.384886622
STAT3	2.814749241
STAT5B	0.030240614
AURKA	2.06255722
STK10	-0.312593579
STX1A	1.401296139
STX4	-1.846348047
STXBP1	-3.180593491
STXBP2	-1.54862833
SUPV3L1	2.396092892
SUV39H1	-8.142478943
SYK	0.420774609
SYPL1	-0.337940693
TARBP1	-1.089838862
TBP	0.434624016
TBX2	3.655258417
TBXA2R	4.665439129
TCEA2	-6.769407272
VPS72	-4.466368675
TCTA	-1.232516646
DYNLT3	-1.028344631
TERT	-2.921541691
TESK1	3.944544554
TFAP2A	-2.360308409
TFDP1	-4.388631344
TGFB3	-3.273382902
TGFBR2	-1.318140268
TIAM1	-1.07050705
TIMP2	-1.311871648
TJP1	3.719507933
TLE1	-2.133323669
TLR4	-2.877613544
TSPAN6	1.331476212
TSPAN4	-0.921046078
TOP2A	-1.486611605
TP53	2.421538353
TP53BP1	-2.214756489
TP53BP2	2.875936985
TPD52L2	-2.020249367
TPM1	-0.621881247
TSTA3	-3.391052008
TXNRD1	4.343547344
UBE2A	1.281646013
UGDH	-1.866508484
NR1H2	-4.587357521
USP1	-0.555988371
VDAC1	-1.82263124
WFS1	-2.731942177
WRB	3.588359356
XBP1	1.212169409
XPNPEP1	0.348075867
ZFP36	0.088896185
ZNF131	-0.460290343
ZMYM2	1.673271418
PAX8	-0.624610782
CXCR4	0.634782434
IFRD2	0.546206951
MAPKAPK3	1.786130428
USP7	-1.066518784
REEP5	-1.758252621
ST7	-0.141034991
KAT6A	-1.592614174
PDHX	-4.245670319
FOSL1	-0.016133785
HMGA2	-1.45685935
NCOA3	-3.714850903
NRIP1	-1.985651612
SMC1A	1.374351263
LAGE3	0.756872058
AXIN1	-3.532761097
CDC45	-1.382992506
FZD1	1.09223628
FZD7	1.036692858
HIST2H2BE	2.41247797
PIP4K2B	-1.218489408
NCK2	-2.013145447
DYRK3	-4.503244877
DUSP11	-2.030604124
RAE1	0.50968492
PIK3R3	0.146290109
NIPSNAP1	1.644521832
IKBKAP	-2.947769642
HAT1	-1.325017214
MAPKAPK5	1.266369343
BHLHE40	0.86006546
MKNK1	-0.507532895
CASK	-0.52368176
AKR7A2	1.46291852
RUVBL1	1.537992954
PSMG1	-0.313381851
BECN1	1.397413254
MBTPS1	-3.581604481
EED	-0.860310137
CTNNAL1	1.084567785
RNMT	1.205281377
PEX11A	2.823581696
CREG1	0.093386486
INPP4B	-2.325047255
IQGAP1	-1.83637166
SOCS2	-0.9206568
CFLAR	-0.200818956
CDK5R1	-3.703547478
ST3GAL5	0.684641361
IER3	-9.277694702
SQSTM1	2.208260775
SLC5A6	-2.305606127
CPNE3	-2.229218006
CCNA1	2.772551537
TIMELESS	0.000324905
P4HA2	2.894338131
PLOD3	2.196499109
NOL3	0.739656866
SLC25A14	-1.217200398
MPZL1	-2.329074383
MAP7	4.4733634
DNAJA3	-2.496623993
USP14	-2.52369976
MTA1	10
PDLIM1	-0.539442539
SMC3	1.253063917
PRPF4	1.290646911
CCNB2	-2.954442978
CCNE2	-3.716335297
SYNGR3	2.947997093
LPAR2	2.101107597
ARHGEF2	1.630618215
ZW10	2.199003696
AURKB	0.528342962
VAPB	-0.620022893
NOLC1	-0.501437783
UBE2L6	-0.14630115
MAPKAPK2	0.402126342
CYTH1	0.841351509
ITGB1BP1	-3.103458881
BCL7B	1.181257725
COPB2	-0.195863754
ADGRG1	-0.570474923
TM9SF2	2.348799944
MAP4K4	-1.897428513
HOMER2	-1.07843864
SH3BP5	1.867126942
PIGB	-0.197242618
PSMF1	4.504621506
SPTLC2	0.867328167
TBPL1	-0.619502902
BAG3	-2.213779449
POLR1C	-1.41997242
SPAG7	-0.579708934
FEZ2	0.802314579
IKBKE	-1.318756819
MTFR1	-5.823551178
HS2ST1	-1.13388598
IPO13	-0.619982064
VGLL4	-1.997848868
NUP93	-0.655662119
UBE3C	0.015659248
EDEM1	1.932883024
TRAM2	-0.367213368
CEP57	-1.487096906
KIAA0100	-2.254995346
HERPUD1	2.273958206
KIAA0355	-0.686900079
USP6NL	2.131340265
CCP110	-1.860963583
MLEC	-2.714761019
TATDN2	-1.283886552
MRPL19	-0.276232421
SCRN1	0.551253438
EFCAB14	-0.524618745
KEAP1	0.018164039
MELK	-0.298740566
PLEKHM1	0.931724787
C2CD5	-0.776480258
KIAA0753	2.904585838
C2CD2L	2.036374092
TOMM70A	-0.621865451
KIAA0196	0.91013515
KLHL21	1.398844957
ARNT2	-3.84782505
FAM20B	6.049407005
NCAPD2	-1.538878798
PAN2	3.144548655
LPGAT1	3.734081268
KIF14	1.389061451
OXSR1	-4.524897575
MVP	0.203236729
DMTF1	-1.93373847
GNPDA1	0.734079361
HDAC6	0.457105309
PARP2	-0.724416018
MAMLD1	0.919437289
DNAJB6	0.743871093
SMC4	2.000073671
ABCC5	1.338876486
ABCB6	-0.843806326
DNM1L	0.168501318
TSPAN3	0.557135642
KIF20A	-1.463887572
ARL4C	-1.123860359
TRAP1	3.120924234
G3BP1	1.916078806
MBNL2	-0.681280494
CEBPZ	0.268718421
SLC25A13	-0.004926585
SORBS3	1.550336838
RBM6	0.390351534
TXNDC9	-0.181344867
TRIM13	1.067622423
TRIB1	0.36790204
MFSD10	1.84400475
SLC35B1	1.831653476
TIMM17B	-2.355846882
AKAP8	7.048915386
STUB1	2.315420628
NET1	1.589370489
SMNDC1	2.07191968
PAK4	-2.228762388
TNIP1	1.524766803
IKZF1	-1.600637913
TMEM5	-0.582644582
HMG20B	0.010770723
MYL9	-1.108115673
LYPLA1	-2.818911552
PPIE	-0.616769612
VAV3	-1.039804578
LRRC41	1.981419325
CRTAP	0.293514729
VAT1	-0.957209408
STK25	0.207955897
APPBP2	2.369572163
CHERP	-0.401999056
HYOU1	0.701436758
RPP38	1.861428022
SLC35A1	-0.793053567
DRAP1	-1.777144194
PAICS	-2.787327766
ST6GALNAC2	-0.780956745
STAMBP	0.135537386
NPRL2	1.759732366
IGF2BP2	0.72512579
YKT6	-0.38251996
CGRRF1	1.189908266
RRAGA	1.313931108
GNB5	1.425117254
EBP	-0.006093949
CNPY3	-1.006277084
YME1L1	0.36009568
TCFL5	-0.013853431
KDM5B	1.330385208
POP4	-1.350574017
ARPP19	-0.835035622
ZNF274	-1.54718256
MTHFD2	-3.56567955
WASF3	-0.39142561
UTP14A	-4.658830166
FRS2	-0.000233432
CLPX	2.266466379
PGRMC1	-1.730059385
MALT1	-4.157062054
CPSF4	1.638449192
BLCAP	-0.225267589
TCERG1	1.282550097
RNPS1	-1.089318037
TOMM34	-2.921084881
PDIA5	3.525319099
MLLT11	2.208330631
EBNA1BP2	2.4224751
TMED10	-1.247334719
ASCC3	-1.524315953
SLC27A3	-3.01873374
KIF2C	-5.150760651
CCDC85B	-1.254936457
TLK2	-2.752953291
KDELR2	4.236508846
RAB31	-1.657518268
B4GAT1	3.164831638
PAPD7	0.938205719
UBE2C	3.674533844
DUSP14	-1.212167025
TOPBP1	0.685717463
PRSS23	0.27577129
PWP1	-0.562137187
PKIG	-0.520557761
CORO1A	-0.041957825
LSM6	-0.246420234
PSIP1	-2.378162146
SLC2A6	0.054240048
NISCH	-4.126662254
CHEK2	-2.665714741
PRAF2	-4.027710438
POLG2	-1.136916637
CHP1	1.496137619
PNKP	4.504431725
ECD	-0.891233981
DDX42	-1.555487156
TWF2	4.534244537
CASC3	1.308447599
COG2	0.388051748
ATF5	-2.04336071
MTF2	1.427984595
PUF60	0.407171786
RAB11FIP2	-2.725978374
CLSTN1	0.178194478
FOXJ3	-1.861450434
KIAA0907	-2.626132727
EPN2	1.383299351
SACM1L	-0.580981493
ATF6	-4.362425327
RPIA	2.377139807
RAB21	0.96268487
SPEN	-0.057859078
FBXO21	-1.832333803
RBM34	1.20877707
WDTC1	3.0618608
XPO7	-1.189353704
TBC1D9B	4.456122398
RRP1B	0.403879851
MYCBP2	-1.717906356
CDK19	-1.465955973
GPATCH8	-0.831082106
MAST2	6.372959614
DCUN1D4	3.622043133
FCHO1	3.935840845
SNX13	-1.639097095
ATP11B	2.525409222
JMJD6	1.247769356
RRS1	1.153926849
RRP12	1.710450888
SYNE2	1.776350379
PDS5A	6.232146263
CAMSAP2	-0.65901047
ATMIN	3.748074293
TRIM2	-2.50404501
KIAA1033	0.13841337
USP22	3.748131275
WDR7	-2.260516882
JADE2	-6.338331223
ARHGEF12	1.697116494
PPP1R13B	-0.861396372
RRP8	0.584073007
NUDCD3	-2.306494236
SIRT3	1.444118261
SLC35A3	-1.475549698
ICMT	0.523873031
MACF1	-0.469888091
SUZ12	-0.104756072
KAT6B	-0.408722848
NNT	-0.932235658
ADAT1	-0.45340395
TMEM50A	-0.889528751
KLHDC2	-3.716388941
ACOT9	6.694268227
SSBP2	-2.986555099
NUP62	0.24167484
ARFIP2	1.09332478
LSM5	-1.640978456
PLA2G15	-4.802996159
TMEM2	-0.528745949
ZNF318	1.505586147
FBXO7	0.621411622
SPDEF	-0.632086933
BAMBI	2.292417049
BACE2	-2.834935188
COG4	5.315249443
MPC2	-0.595497727
CLIC4	3.416704655
C2CD2	1.908925653
TIPARP	0.437516391
TSKU	0.886013925
RNF167	-5.458639622
LRP10	0.241625667
ZNF451	0.587049127
SENP6	4.18417263
RAI14	2.798636436
KIF1BP	0.378916085
TES	8.183602333
PHGDH	1.223198652
MYCBP	4.064670563
CHIC2	4.470070362
TIMM9	-3.673795462
AKAP8L	5.021154404
ATP2C1	-7.722078323
TRAPPC3	-0.062285691
ATP5S	-2.503223658
TNFRSF21	0.533642292
SESN1	-0.018505298
HTATSF1	-0.883967042
TMEM97	2.291789055
BZW2	-2.167755127
CHMP4A	1.203096867
GTPBP8	0.281478792
DNAJC15	-1.216478348
PACSIN3	-2.682317257
RBM15B	1.791186571
HOOK2	-1.71711731
SNX11	0.978930414
TIMM22	1.761221647
NENF	-2.796729088
UBQLN2	-2.677944183
ERO1A	-3.676361084
DNTTIP2	-1.137788534
PIK3R4	-3.313174248
HDGFRP3	-6.303591728
COPS7A	0.513801992
NSDHL	0.55402422
HEBP1	-1.233309865
MTERF3	1.543122053
AMDHD2	-1.42732501
ISOC1	-0.554558396
MRPS16	4.900814056
FIS1	0.242066726
GOLT1B	4.213472843
GLOD4	0.585359573
GMNN	1.097600937
LAP3	-0.228427917
NOSIP	-1.057649612
DERA	0.033889793
SCCPDH	0.632701397
MRPS2	3.113229275
VPS28	-3.98032856
HSD17B11	6.794586182
NUSAP1	3.191907883
SCAND1	2.833274841
CD320	-0.425019681
NGRN	-0.205556035
SNX7	0.919796467
ATP6V1D	2.626249313
ZNF589	1.912078142
PRKAG2	-4.573898792
UBE2J1	-2.782067537
EVL	-2.331732512
HACD3	5.624277592
UFM1	3.952282429
LSR	-0.647392392
DHRS7	-0.404021859
CAB39	0.953788042
ARID4B	-5.734917164
NUDT9	-0.405469507
CYCS	-0.345598876
TERF2IP	-3.959462404
GFOD1	1.56706965
KCTD5	-0.035982944
TMCO1	0.240199596
DHX29	0.596059799
EXOSC4	-0.423096985
DDIT4	-1.772745132
PAF1	-1.568906307
P4HTM	0.062963992
SLC35F2	-0.357471675
ZNF586	1.695685983
FBXL12	0.163997293
TEX10	-0.695127726
YTHDF1	3.928900242
TXNL4B	-1.060106277
HERC6	3.332576752
PIH1D1	-0.780886114
PPP2R3C	1.231774092
FKBP14	-0.144084796
CDCA4	-2.812320709
PLEKHJ1	-0.133337989
HEATR1	-2.245703697
ANO10	1.428661704
UBR7	0.140565276
FAIM	-1.080436945
ADI1	2.779162407
ABCF3	0.424120933
ENOSF1	0.041654393
LRRC16A	-0.921551585
ANKRD10	0.25434804
STAP2	3.010033607
IARS2	0.589693904
NUP133	-4.04040575
CNDP2	-0.972097456
FAM63A	-0.984088838
KDM3A	0.065025933
PECR	2.995697737
EAPP	0.698513031
CISD1	-0.685251415
ZNF395	-1.311295629
KLHL9	-0.962102532
NPDC1	1.189522743
TM9SF3	-0.671683311
PAK6	-2.177356005
DUSP22	-0.818586946
ADCK3	0.063425928
CIAPIN1	5.231091022
PLSCR3	1.897351265
SCYL3	-0.52958405
LYRM1	3.599112511
ZMIZ1	-1.226408839
MCOLN1	-2.461256742
THAP11	1.142522812
ABHD6	0.472545505
TRIB3	0.989711344
POLD4	-3.814096689
SQRDL	-0.620110631
ENOPH1	-1.566810131
PRUNE	-2.983334541
SNX6	4.286439419
FASTKD5	-2.256525517
ELAC2	0.72659719
ABHD4	-1.85833919
MCUR1	2.528136492
RBKS	-3.414130211
ATG3	0.221110955
NARFL	4.352254391
ZDHHC6	2.563688278
ACBD3	-1.514940381
CERK	0.516628861
NT5DC2	-2.82070899
ACD	1.784066319
INTS3	0.081954956
TRAK2	2.658357859
METRN	0.060940459
ELOVL6	4.834348679
TMEM109	2.717769384
CCDC86	0.120714188
TRAPPC6A	-2.244246483
CHAC1	-0.660549879
MBOAT7	-1.024824858
PRR15L	-3.597771168
CRELD2	4.412104607
FSD1	-1.880960226
TCTN1	-3.075255871
CHMP6	-2.660042286
NPEPL1	0.953122616
FAM57A	-1.590573549
NUP85	1.299080968
TCEAL4	-1.248942733
DHDDS	-3.568454266
DENND2D	-1.682902098
FBXO11	-2.403141975
CCDC92	0.222996533
COASY	-1.457688808
WDR61	-0.390934587
TSEN2	-2.036155701
PRR7	-1.65521872
ITFG1	0.102473356
GDPD5	1.289072633
GRWD1	-1.14891541
ARID5B	-0.579452455
TUBB6	-3.010715485
PSRC1	2.618464708
ADO	-6.395350456
HIST1H2BK	3.195401669
MICALL1	1.395504117
UBE3B	-1.500344992
HN1L	1.55757761
SLC25A46	5.15841341
COG7	-1.837145686
MAPK1IP1L	2.853062153
TBC1D31	-1.136718273
H2AFV	1.159254193
RPL39L	-3.52599287
CANT1	-3.434066296
WIPF2	-1.239660382
TICAM1	-0.381934285
TXLNA	0.890861332
SPRED2	-0.33463946
EML3	-0.213871241
TMEM110	1.535783768
FAM69A	1.945796967
