Gene_Id	spiperone_HEPG2_6 h_3 µM
EGFR	-0.84823209
EGR1	-0.470894039
EIF4EBP1	0.859383464
EIF4G1	-3.555429697
EIF5	0.260708958
ELAVL1	0.664306164
CTTN	-0.37477693
EPB41L2	0.396921486
EPHA3	0.334130794
EPHB2	0.271805137
EPRS	0.688581109
NR2F6	-0.523186266
ERBB2	0.509821475
ERBB3	-3.414990664
ETFB	-0.550414443
ETS1	1.095935583
ETV1	1.916736722
EXT1	0.261647552
EZH2	0.207973436
FAH	-1.135741234
PTK2B	0.175026178
FAT1	0.527461052
FDFT1	-1.011315346
FGFR2	-2.1140306
FGFR4	-0.076335013
FHL2	0.651762068
FKBP4	-0.470949531
FOXO3	-0.754410386
FOS	0.084400259
FPGS	-0.011123493
FUT1	-0.505284429
FYN	-0.276807547
SLC37A4	-1.498303413
GAA	-0.695769966
GABPB1	1.280346036
GALE	0.675645173
GAPDH	2.587289333
GATA2	0.174066022
GATA3	-0.472132802
GFPT1	0.467444479
GHR	-0.961580455
GLI2	-0.077115893
GLRX	-0.477731615
GNA11	-0.566151977
GNA15	-1.117820621
GNAI1	0.312740743
GNAI2	0.506484687
GNAS	1.55304873
SFN	-0.826604426
GPC1	1.372945786
GPER1	-0.182008952
GRB7	0.49791348
GRB10	-0.105573207
GRN	0.677412987
NR3C1	0.348509431
CXCL2	-0.114671394
GSTM2	0.397661
GSTZ1	0.608919442
MSH6	-0.186784297
GTF2A2	-1.966985464
GTF2E2	-1.285567284
HSD17B10	-0.660380542
HADH	-0.000454076
HDAC2	-1.267216682
HIF1A	-0.258427382
HK1	-0.04364416
HLA-DMA	-0.776013553
HLA-DRA	-1.087005496
HMGCR	-0.506259918
HMGCS1	-0.902567446
HMOX1	0.04106915
HOXA5	2.092266321
HOXA10	0.417266637
HPRT1	-0.215487331
HES1	-1.182624578
DNAJB2	0.980398655
HSPA1A	-0.555260658
HSPA4	-0.966636539
HSPA8	0.238493204
HSPB1	-0.413514584
HSPD1	0.596545219
DNAJB1	0.802260697
ICAM1	-1.355716825
ICAM3	-0.747716665
ID2	0.165344134
IDE	-0.114793263
IFNAR1	0.132659465
IGF1R	0.241090238
IGF2R	0.79545337
IGFBP3	-0.399321496
IGHMBP2	-0.419063717
IKBKB	0.16800034
IL1B	0.268027723
IL4R	0.107940122
IL13RA1	0.1273866
ILK	0.027950794
INPP1	-0.262147129
INSIG1	-0.07539475
ITGAE	-0.830501556
ITGB5	-0.292315781
JUN	0.892625988
KCNK1	-0.519083381
KIF5C	-2.51206255
KIT	0.086598538
KTN1	-0.39018321
LAMA3	0.390185535
STMN1	-0.409160167
LBR	0.645762384
LGALS8	-0.204276428
LIG1	0.924275577
LIPA	-0.278539509
LOXL1	0.940229177
LRPAP1	-1.125132084
LYN	-0.28929922
SMAD3	-0.635369778
MAN2B1	0.656783104
MAT2A	0.732177854
MBNL1	0.77376312
MCM3	-1.193509102
ME2	-0.643429697
MEF2C	-1.167627454
MAP3K4	0.653348505
MEST	-1.084168077
MIF	0.31017673
FOXO4	0.516228616
MMP1	-0.546219528
MMP2	1.264396667
MNAT1	-0.381815314
MSRA	-0.805652082
MUC1	-0.135019273
MYBL2	-0.024636336
MYC	1.066699028
GADD45B	-0.990427017
MYLK	-1.06938684
MYO10	0.055455655
NCK1	-0.265747011
NFATC3	-0.154731244
NFATC4	1.75682652
NFE2L2	-0.492628783
NFIL3	-0.757505119
NFKB2	1.715467453
NFKBIA	-0.472503334
NFKBIB	-1.082779884
NFKBIE	0.973743737
NIT1	-0.597262025
NMT1	-0.337710202
NOS3	-0.683927774
CNOT4	0.238269418
NOTCH1	-0.580874562
PNP	1.148994446
NPC1	1.050233245
SLC11A2	-1.023455143
NRAS	1.158563018
NUCB2	-0.493580192
NUP88	1.077745557
NVL	-0.082761593
ORC1	0.319005936
OXA1L	-1.063253045
OXCT1	-0.187361002
PAFAH1B1	-0.984204888
PAFAH1B3	-0.319268733
SERPINE1	0.236062437
PAK1	0.232745558
PCBD1	-0.970577359
PCCB	3.768347502
PCK2	0.600910544
PCM1	0.271535397
PCMT1	-0.156126112
PCNA	0.95479089
PDGFA	1.155098796
PFKL	1.658396721
PGAM1	-0.141472206
PGM1	0.108066663
PHKA1	-0.084982105
PHKB	0.16768679
PHKG2	-0.764883578
PIK3C2B	0.061119854
PIK3C3	2.57343936
PIK3CA	0.840497613
PIN1	-0.435566455
PLA2G4A	-0.019567065
PLCB3	0.403240561
PLK1	0.403085321
PLP2	0.028247863
PLS1	-0.40152508
PLSCR1	-0.864757061
PMAIP1	-0.532867193
PMM2	-0.210776687
POLB	3.050937414
POLE2	-0.176081985
POLR2I	-0.806027412
POLR2K	0.694836318
PPARD	-0.011376411
PPARG	-2.665743828
PPIC	1.992315531
PPOX	-1.305817127
PPP2R5A	-0.959330082
PPP2R5E	-1.246685982
PRCP	1.324900627
PRKACA	-0.538684845
PRKCD	-2.43060565
PRKCH	-0.179467037
PRKCQ	0.099990718
MAPK9	0.032046225
MAPK13	0.13396202
MAP2K5	0.207344383
PRKX	0.11689651
PROS1	0.10656067
LGMN	1.351835251
HTRA1	-0.053739548
PSMB8	-0.595781326
PSMB10	0.735358417
PSMD2	-0.081685275
PSMD4	0.251225471
PSMD9	0.644588292
PSMD10	0.666227341
PSME1	0.614461064
PSME2	-0.469937801
PTGS2	0.303845108
PTK2	-0.470221341
PTPN1	0.127875045
PTPN6	0.184031755
PTPN12	-0.176449597
PTPRC	-0.075287953
PTPRF	0.76085341
PTPRK	0.114270441
PXMP2	0.603068233
PXN	0.687065899
PYCR1	1.021766067
PYGL	0.658637822
RAB4A	-0.855555654
RAB27A	-0.108115509
RAC2	1.260795355
RAD9A	-0.532209337
RAD51C	0.44452408
MOK	0.036782861
RALA	-1.722539902
RALB	0.928439498
RALGDS	-0.201642424
RAP1GAP	0.986896336
RASA1	1.626664162
RB1	0.014482036
KDM5A	-0.673320413
RELB	0.039658472
RFC2	-1.231407285
RFC5	-0.421351939
RFNG	-0.01931949
RFX5	0.105953582
RGS2	1.109356642
RHEB	0.727437198
RNH1	-0.204830363
RPA1	2.064422131
RPA2	-0.816151798
RPA3	-1.027819276
MRPL12	0.097999968
RPN1	-1.970897079
RPS5	1.016364455
RPS6	-0.674446344
RPS6KA1	-0.666659951
RSU1	-0.535560071
RTN2	-0.576204598
S100A4	-0.293867111
S100A13	1.091881871
SATB1	0.060301512
SCP2	0.704761446
CCL2	0.39743799
SDHB	-0.286115587
SGCB	-0.019365642
SHB	-0.455956161
SHC1	0.273998559
SKIV2L	0.348069638
SKP1	-0.384221584
SLC1A4	1.118903637
SMARCA4	0.790477157
SMARCC1	0.10529305
SMARCD2	-0.726028502
SNAP25	-0.127923161
SNCA	0.581033409
SOX2	-1.032921433
SOX4	-0.874366045
SPAG4	-1.428818107
SPP1	0.524882793
SPR	0.132555246
SPTAN1	-0.885530412
SRC	1.989175677
STAT1	0.101183556
STAT3	-0.681886792
STAT5B	-0.124889456
AURKA	0.308590531
STK10	-0.451740265
STX1A	0.332212716
STX4	1.67955637
STXBP1	-0.553659439
STXBP2	-0.731415212
SUPV3L1	0.528847039
SUV39H1	-0.529457211
SYK	0.382001281
SYPL1	-0.465532064
TARBP1	-0.502767086
TBP	-0.806703925
TBX2	0.726949632
TBXA2R	-0.867311895
TCEA2	0.991429746
VPS72	-0.518368959
TCTA	0.829640031
DYNLT3	-0.530776143
TERT	0.274311125
TESK1	0.111799955
TFAP2A	-0.767264128
TFDP1	-1.255759478
TGFB3	0.580837369
TGFBR2	-0.050293729
TIAM1	0.046347469
TIMP2	-0.174018085
TJP1	-1.034548283
TLE1	-0.657087386
TLR4	-1.067059278
TSPAN6	0.983869851
TSPAN4	-0.117194563
TOP2A	1.568474412
TP53	0.276106298
TP53BP1	0.580417097
TP53BP2	-1.497143507
TPD52L2	-0.321594685
TPM1	-0.263617575
TSTA3	0.27648735
TXNRD1	-0.020245865
UBE2A	1.979137182
UGDH	0.366184473
NR1H2	-0.421981275
USP1	0.789863348
VDAC1	2.736700296
WFS1	-0.105955519
WRB	-0.376990706
XBP1	-0.808431745
XPNPEP1	-0.722117841
ZFP36	0.099532314
ZNF131	0.538053036
ZMYM2	-0.851914048
PAX8	-0.538194537
CXCR4	0.46072638
IFRD2	-0.112394825
MAPKAPK3	-0.161417112
USP7	-1.002410173
REEP5	0.966843665
ST7	0.153287441
KAT6A	-1.108782768
PDHX	-0.509043932
FOSL1	-1.246892929
HMGA2	1.328098297
NCOA3	-0.309049964
NRIP1	-0.13651523
SMC1A	0.030561574
LAGE3	2.064725876
AXIN1	-0.824684501
CDC45	-0.467417598
FZD1	0.370477617
FZD7	0.358280122
HIST2H2BE	-0.081563443
PIP4K2B	0.457953066
NCK2	-0.25195536
DYRK3	0.357335865
DUSP11	1.463785529
RAE1	-0.742844224
PIK3R3	-0.565633833
NIPSNAP1	-0.257993162
IKBKAP	0.49454999
HAT1	-0.40167135
MAPKAPK5	0.465536416
BHLHE40	0.326554775
MKNK1	0.662314355
CASK	0.11562407
AKR7A2	-0.015290461
RUVBL1	-0.70866394
PSMG1	0.772086501
BECN1	1.409855843
MBTPS1	0.208219886
EED	-0.19402577
CTNNAL1	0.902798653
RNMT	2.260798216
PEX11A	-0.288488537
CREG1	-1.337357521
INPP4B	0.531295598
IQGAP1	-0.1364353
SOCS2	0.00974381
CFLAR	0.232683271
CDK5R1	0.042158604
ST3GAL5	1.278749824
IER3	-0.830042005
SQSTM1	0.39227739
SLC5A6	2.589609623
CPNE3	0.202931508
CCNA1	-0.241412863
TIMELESS	-0.883894563
P4HA2	-0.78227675
PLOD3	1.283432961
NOL3	0.141879901
SLC25A14	-0.199891329
MPZL1	0.237326324
MAP7	0.001490399
DNAJA3	-0.344597578
USP14	0.11676918
MTA1	0.041975662
PDLIM1	0.052375555
SMC3	0.886523902
PRPF4	-0.314065963
CCNB2	-0.53377074
CCNE2	0.383178562
SYNGR3	0.327079952
LPAR2	0.614844501
ARHGEF2	0.214431226
ZW10	-0.049748182
AURKB	0.507061064
VAPB	0.172022969
NOLC1	0.487060308
UBE2L6	0.485034585
MAPKAPK2	0.690001905
CYTH1	0.47413367
ITGB1BP1	0.1859992
BCL7B	3.401001692
COPB2	0.854326129
ADGRG1	0.698389828
TM9SF2	1.789923429
MAP4K4	-0.107640848
HOMER2	0.179956034
SH3BP5	-2.96943903
PIGB	0.56101346
PSMF1	-0.732507706
SPTLC2	0.384103715
TBPL1	0.829762101
BAG3	0.432952553
POLR1C	3.534512043
SPAG7	0.505620599
FEZ2	0.521580756
IKBKE	-0.697717488
MTFR1	-0.248684064
HS2ST1	-0.905725479
IPO13	-1.774751186
VGLL4	-0.182553589
NUP93	0.890987992
UBE3C	-0.029993623
EDEM1	0.567455232
TRAM2	-0.470330298
CEP57	-0.17057693
KIAA0100	-0.734259903
HERPUD1	0.660404086
KIAA0355	0.347802669
USP6NL	-0.235025436
CCP110	-0.70836091
MLEC	-1.250128388
TATDN2	0.467595041
MRPL19	-0.873666525
SCRN1	0.093471594
EFCAB14	0.019892156
KEAP1	0.004995391
MELK	-0.846073449
PLEKHM1	-0.306823909
C2CD5	-0.069610775
KIAA0753	-0.435945183
C2CD2L	-1.478566647
TOMM70A	0.47633943
KIAA0196	0.170845926
KLHL21	0.532089472
ARNT2	0.158579692
FAM20B	-0.245893136
NCAPD2	0.25514859
PAN2	1.099391222
LPGAT1	-0.074077979
KIF14	-0.044320934
OXSR1	1.112383008
MVP	-3.660506248
DMTF1	-0.26951763
GNPDA1	-0.326715887
HDAC6	-0.095070504
PARP2	-0.542411983
MAMLD1	0.402484059
DNAJB6	-0.709915161
SMC4	-0.186678216
ABCC5	-0.248782545
ABCB6	-0.686302066
DNM1L	0.763637125
TSPAN3	-0.111253202
KIF20A	0.99686265
ARL4C	0.085214525
TRAP1	-0.080629364
G3BP1	0.549591422
MBNL2	-0.447744399
CEBPZ	-1.018951654
SLC25A13	0.4771837
SORBS3	-0.656009495
RBM6	-3.540486574
TXNDC9	1.47693038
TRIM13	0.988659739
TRIB1	0.555523276
MFSD10	-1.751104593
SLC35B1	0.367969334
TIMM17B	0.132984415
AKAP8	-0.017051995
STUB1	-2.043264866
NET1	0.808485985
SMNDC1	0.635268629
PAK4	0.516115785
TNIP1	-0.80236733
IKZF1	0.781607389
TMEM5	-1.470286369
HMG20B	1.900653124
MYL9	0.141678944
LYPLA1	-1.603919029
PPIE	0.09200792
VAV3	0.705319107
LRRC41	-0.091047332
CRTAP	-0.099654421
VAT1	0.471165568
STK25	0.954203069
APPBP2	0.6615026
CHERP	1.800292492
HYOU1	-0.3115637
RPP38	2.589474201
SLC35A1	-0.980895758
DRAP1	0.157283247
PAICS	-0.293839395
ST6GALNAC2	0.10508664
STAMBP	-0.349435806
NPRL2	-0.84199059
IGF2BP2	2.233823299
YKT6	0.837472856
CGRRF1	-0.44080323
RRAGA	0.077502429
GNB5	0.043914698
EBP	0.006217107
CNPY3	0.588856936
YME1L1	0.379288733
TCFL5	-0.241776749
KDM5B	-0.233470052
POP4	-1.071991205
ARPP19	-0.411821932
ZNF274	-0.029979274
MTHFD2	-0.407961845
WASF3	0.875047565
UTP14A	0.68568337
FRS2	-0.090221442
CLPX	-0.720262587
PGRMC1	0.213417053
MALT1	-0.058828816
CPSF4	0.161176041
BLCAP	0.621317089
TCERG1	0.626635551
RNPS1	0.095465466
TOMM34	-0.462910593
PDIA5	0.345529377
MLLT11	-0.207976371
EBNA1BP2	0.488728583
TMED10	0.19462043
ASCC3	0.63749212
SLC27A3	-0.033321291
KIF2C	-0.588710845
CCDC85B	-0.74499619
TLK2	0.446338594
KDELR2	-0.847787738
RAB31	0.569945335
B4GAT1	0.188969791
PAPD7	-0.287006587
UBE2C	0.48571533
DUSP14	0.362666905
TOPBP1	-0.105796009
PRSS23	0.527009726
PWP1	-0.557505608
PKIG	0.391784817
CORO1A	0.03919214
LSM6	0.323120713
PSIP1	-0.430823863
SLC2A6	0.25125286
NISCH	-1.689131856
CHEK2	0.243934274
PRAF2	0.017251328
POLG2	0.72306931
CHP1	-0.621642828
PNKP	-1.129209042
ECD	-0.220464751
DDX42	-1.205122709
TWF2	-0.256162733
CASC3	-0.377605587
COG2	-0.409627348
ATF5	-0.378664106
MTF2	-0.208748758
PUF60	-1.141668439
RAB11FIP2	-0.110965535
CLSTN1	0.763029218
FOXJ3	-0.058763303
KIAA0907	0.074908212
EPN2	0.70170337
SACM1L	-0.062036525
ATF6	-0.062005047
RPIA	0.257299244
RAB21	3.742361546
SPEN	-0.983407915
FBXO21	0.071924172
RBM34	-4.715466976
WDTC1	-1.079460621
XPO7	0.051343687
TBC1D9B	-0.856417418
RRP1B	0.338368982
MYCBP2	-2.407569885
CDK19	-0.35893786
GPATCH8	-0.02046369
MAST2	-0.523849428
DCUN1D4	0.392505735
FCHO1	-0.545922875
SNX13	1.363129258
ATP11B	0.073095731
JMJD6	1.183552861
RRS1	-0.948727071
RRP12	-0.995709836
SYNE2	0.024529574
PDS5A	-0.214087561
CAMSAP2	0.080643281
ATMIN	-0.214154631
TRIM2	-0.115717962
KIAA1033	-0.695769966
USP22	-0.213424578
WDR7	0.136262566
JADE2	-1.246510744
ARHGEF12	-0.394374967
PPP1R13B	-0.594790101
RRP8	0.367582262
NUDCD3	-0.783150911
SIRT3	0.796854734
SLC35A3	-0.200949848
ICMT	0.201925963
MACF1	0.854599714
SUZ12	-0.003636822
KAT6B	-0.387695074
NNT	-0.476128191
ADAT1	0.873514533
TMEM50A	-0.01506095
KLHDC2	0.619489551
ACOT9	-0.637238026
SSBP2	0.092811435
NUP62	-0.502083361
ARFIP2	1.853755951
LSM5	1.923190236
PLA2G15	-0.27198121
TMEM2	1.434325218
ZNF318	0.286273688
FBXO7	0.105237097
SPDEF	-0.076384574
BAMBI	-1.115012288
BACE2	-0.316590756
COG4	-0.626224995
MPC2	0.361451447
CLIC4	0.096759319
C2CD2	-0.767543614
TIPARP	-0.368793786
TSKU	0.439115584
RNF167	-0.095855668
LRP10	-0.119059741
ZNF451	-0.229176521
SENP6	-0.799071133
RAI14	-1.301468968
KIF1BP	-0.317390084
TES	-0.464282423
PHGDH	-0.315105498
MYCBP	-0.542023182
CHIC2	0.024507377
TIMM9	0.807587087
AKAP8L	0.546559393
ATP2C1	1.026130557
TRAPPC3	1.587124348
ATP5S	0.006555468
TNFRSF21	-0.545827448
SESN1	0.217378199
HTATSF1	2.121052027
TMEM97	0.06959784
BZW2	0.244372398
CHMP4A	0.164904535
GTPBP8	-0.047181875
DNAJC15	0.770290613
PACSIN3	0.162697017
RBM15B	0.712459862
HOOK2	-0.429008782
SNX11	-0.637478828
TIMM22	-0.940054119
NENF	-1.068201661
UBQLN2	2.076699018
ERO1A	-0.802944779
DNTTIP2	-1.570940018
PIK3R4	-0.13576889
HDGFRP3	-1.23749733
COPS7A	-0.399178922
NSDHL	-0.118814632
HEBP1	-0.124878094
MTERF3	0.278921694
AMDHD2	0.063188031
ISOC1	0.155340657
MRPS16	-0.003068017
FIS1	0.212109387
GOLT1B	-0.061856274
GLOD4	-0.178245217
GMNN	0.422219217
LAP3	1.073043227
NOSIP	-0.508703411
DERA	1.656249642
SCCPDH	-1.161732793
MRPS2	-0.803517878
VPS28	0.080225185
HSD17B11	0.750620902
NUSAP1	1.267876148
SCAND1	3.089884758
CD320	-0.687978387
NGRN	-0.433701813
SNX7	-0.025071532
ATP6V1D	-0.063784085
ZNF589	0.018585734
PRKAG2	-1.350012183
UBE2J1	-0.970194101
EVL	0.780758083
HACD3	-0.034788936
UFM1	-0.3023417
LSR	-0.184049383
DHRS7	0.006909028
CAB39	-0.529451609
ARID4B	0.127245262
NUDT9	0.050547034
CYCS	0.107674047
TERF2IP	1.098353624
GFOD1	-0.380892098
KCTD5	-0.252769113
TMCO1	-0.127238765
DHX29	0.402687579
EXOSC4	0.251154274
DDIT4	0.526022434
PAF1	-0.191157013
P4HTM	-0.152036071
SLC35F2	0.045818586
ZNF586	-0.295669377
FBXL12	-0.546627283
TEX10	1.263999105
YTHDF1	-0.410487562
TXNL4B	0.079798788
HERC6	0.707968414
PIH1D1	-0.058282107
PPP2R3C	0.735253215
FKBP14	0.280466676
CDCA4	0.19332251
PLEKHJ1	0.291359603
HEATR1	-0.400393724
ANO10	0.048644945
UBR7	0.366055906
FAIM	-1.177727342
ADI1	0.030952007
ABCF3	1.513952971
ENOSF1	-1.552744865
LRRC16A	0.078401759
ANKRD10	-1.164090157
STAP2	-0.106790781
IARS2	-0.461825281
NUP133	0.332752585
CNDP2	0.675373673
FAM63A	-1.955308557
KDM3A	0.357470244
PECR	-1.494410992
EAPP	0.03831628
CISD1	-0.249743193
ZNF395	0.347104192
KLHL9	0.173589438
NPDC1	-0.786866188
TM9SF3	1.24203217
PAK6	-0.416418195
DUSP22	0.602014124
ADCK3	-0.089708179
CIAPIN1	-0.147524357
PLSCR3	0.224171504
SCYL3	-0.088687748
LYRM1	-0.178780228
ZMIZ1	0.23685877
MCOLN1	0.421823144
THAP11	1.259793878
ABHD6	0.06273526
TRIB3	0.662568331
POLD4	-1.556810021
SQRDL	0.58935833
ENOPH1	0.847460926
PRUNE	1.382384062
SNX6	-0.93716383
FASTKD5	-0.418811262
ELAC2	-0.632024765
ABHD4	0.704709649
MCUR1	0.352860421
RBKS	-0.30706495
ATG3	0.814800501
NARFL	-0.596710801
ZDHHC6	1.12566781
ACBD3	-0.803191245
CERK	-0.55669117
NT5DC2	1.538527727
ACD	0.394529343
INTS3	0.402048051
TRAK2	0.340700835
METRN	-0.355259269
ELOVL6	-0.565354466
TMEM109	-1.121831894
CCDC86	-0.152921528
TRAPPC6A	-0.582005799
CHAC1	-0.322594941
MBOAT7	1.330994844
PRR15L	-0.661895871
CRELD2	-1.112731218
FSD1	-0.330375135
TCTN1	-0.210754469
CHMP6	-0.104701094
NPEPL1	0.196958244
FAM57A	0.244164884
NUP85	1.329263806
TCEAL4	0.679629207
DHDDS	2.124765396
DENND2D	0.469787896
FBXO11	-0.626519918
CCDC92	0.812189698
COASY	2.282910109
WDR61	0.636228979
TSEN2	2.209578991
PRR7	-0.339818478
ITFG1	-0.286554813
GDPD5	0.579116344
GRWD1	-0.046044402
ARID5B	-0.064176604
TUBB6	0.194824636
PSRC1	-0.612591088
ADO	0.023931243
HIST1H2BK	0.837951541
MICALL1	0.644825101
UBE3B	0.315325737
HN1L	-0.349574268
SLC25A46	-0.205510795
COG7	0.560142636
MAPK1IP1L	-0.941083312
TBC1D31	-0.793605328
H2AFV	-1.443377018
RPL39L	-2.095585108
CANT1	0.434772104
WIPF2	-0.377870142
TICAM1	0.317607343
TXLNA	-0.551929891
SPRED2	-1.054225802
EML3	-1.5631181
TMEM110	0.05488193
FAM69A	0.818912983
