Gene_Id	tert-butylhydroquinone_JURKAT_24 h_10 µM
HLA-DRA	-0.327919334
HMGCR	0.316745818
HMGCS1	-1.114237785
HMOX1	0.186958969
HOXA5	0.055481076
HOXA10	-1.808587909
HPRT1	-0.128777772
HES1	0.354754299
DNAJB2	0.213460922
HSPA1A	0.541857958
HSPA4	-0.424779713
HSPA8	-0.914529204
HSPB1	1.164085984
HSPD1	-0.016018122
DNAJB1	1.415482163
ICAM1	-0.020964965
ICAM3	-0.192371309
ID2	0.35087204
IDE	0.270786554
IFNAR1	0.402038813
IGF1R	0.606837153
IGF2R	0.177130491
IGFBP3	-1.51938808
IGHMBP2	-0.111118257
IKBKB	-0.203803495
IL1B	0.910057843
IL4R	-0.211243555
IL13RA1	-0.224272847
ILK	0.471066058
INPP1	-0.184812933
INSIG1	0.422981113
ITGAE	0.455449045
ITGB5	0.31707412
JUN	0.26408276
KCNK1	-0.086708933
KIF5C	1.284950018
KIT	0.020473339
KTN1	0.008165464
LAMA3	0.379918993
STMN1	-0.486480534
LBR	0.653591037
LGALS8	-0.154942662
LIG1	-0.44663924
LIPA	0.942308009
LOXL1	-0.337521434
LRPAP1	0.268178433
LYN	0.540721476
SMAD3	-0.168269679
MAN2B1	0.353484601
MAT2A	0.240477949
MBNL1	0.00020995
MCM3	0.044843368
ME2	0.075146884
MEF2C	0.212998077
MAP3K4	-0.084112167
MEST	-0.662827075
MIF	0.08169172
FOXO4	-0.011988178
MMP1	-0.30654195
MMP2	0.474260896
MNAT1	-0.116292097
MSRA	0.016390264
MUC1	0.019396029
MYBL2	-0.23179391
MYC	0.000122301
GADD45B	0.252597034
MYLK	0.63637799
MYO10	0.284693003
NCK1	0.321519703
NFATC3	-0.513446987
NFATC4	0.801521361
NFE2L2	-0.828590035
NFIL3	-0.410077572
NFKB2	-0.094120473
NFKBIA	-1.895177722
NFKBIB	0.70180285
NFKBIE	0.556971371
NIT1	0.437429488
NMT1	-1.466634989
NOS3	-0.438475937
CNOT4	0.372767776
NOTCH1	0.213099107
PNP	0.196493551
NPC1	-0.173462018
SLC11A2	0.290506423
NRAS	-0.157273158
NUCB2	-0.753903508
NUP88	0.246802688
NVL	-0.346575528
ORC1	-0.798431277
OXA1L	0.254690289
OXCT1	-0.539891899
PAFAH1B1	2.12921977
PAFAH1B3	0.696167529
SERPINE1	-3.842997789
PAK1	0.511825144
PCBD1	0.10715872
PCCB	2.611057758
PCK2	0.031145856
PCM1	0.380530536
PCMT1	0.101554647
PCNA	1.278423905
PDGFA	0.378547132
PFKL	-0.23094824
PGAM1	0.441119045
PGM1	-0.173175946
PHKA1	0.816345274
PHKB	0.021015972
PHKG2	-2.179864407
PIK3C2B	-2.018815517
PIK3C3	0.699770808
PIK3CA	0.409062862
PIN1	0.133758694
PLA2G4A	0.217270255
PLCB3	-0.614698946
PLK1	0.264705271
PLP2	-0.024245944
PLS1	-0.368763208
PLSCR1	-0.03947952
PMAIP1	0.089892671
PMM2	0.133641675
POLB	0.329346985
POLE2	0.259485006
POLR2I	0.961377978
POLR2K	-0.14325434
PPARD	-0.170005202
PPARG	0.227735147
PPIC	-0.152351916
PPOX	-0.302637786
PPP2R5A	0.869474769
PPP2R5E	0.18275103
PRCP	-0.680434346
PRKACA	0.359246105
PRKCD	0.259350717
PRKCH	1.417776585
PRKCQ	-0.172204807
MAPK9	-0.100295119
MAPK13	1.058341026
MAP2K5	0.005783014
PRKX	-0.070323944
PROS1	0.078379259
LGMN	-0.260561854
HTRA1	0.196168825
PSMB8	0.687590957
PSMB10	0.198848844
PSMD2	0.269082934
PSMD4	-0.364182621
PSMD9	0.004184641
PSMD10	-0.239007607
PSME1	0.386506826
PSME2	-0.413520366
PTGS2	-0.249956936
PTK2	0.326827317
PTPN1	0.151996791
PTPN6	-0.388860881
PTPN12	-0.288650066
PTPRC	-0.213399515
PTPRF	-0.012835025
PTPRK	-0.808592498
PXMP2	-0.540116072
PXN	-0.210953161
PYCR1	0.73979497
PYGL	0.015731551
RAB4A	0.377580196
RAB27A	1.07062161
RAC2	-0.091880634
RAD9A	0.759845257
RAD51C	-0.00375393
MOK	-0.429422408
RALA	1.973859549
RALB	-0.207637534
RALGDS	-0.120708436
RAP1GAP	0.295336694
RASA1	-0.264131188
RB1	-0.35612911
KDM5A	0.264725
RELB	-0.34327352
RFC2	-0.060437176
RFC5	0.264713228
RFNG	0.120629951
RFX5	0.512743473
RGS2	-0.041150361
RHEB	-0.582939446
RNH1	-0.155668482
RPA1	0.055044167
RPA2	-0.369725823
RPA3	-0.010593604
MRPL12	-0.360274285
RPN1	-0.000202954
RPS5	-0.424634099
RPS6	-0.238158271
RPS6KA1	-0.726679742
RSU1	0.528907657
RTN2	0.102459475
S100A4	-0.145889506
S100A13	-0.725075245
SATB1	1.111160994
SCP2	0.124493375
CCL2	-0.014403448
SDHB	0.550775111
SGCB	0.529592931
SHB	-0.683605015
SHC1	-0.159668908
SKIV2L	0.825895905
SKP1	0.18272227
SLC1A4	1.934478164
SMARCA4	-0.254140824
SMARCC1	-0.188819662
SMARCD2	-0.424096704
SNAP25	0.136456609
SNCA	-1.976354003
SOX2	0.098398067
SOX4	0.181732297
SPAG4	-0.109796032
SPP1	0.958672166
SPR	0.030529931
SPTAN1	0.17541948
SRC	0.137550905
STAT1	0.162058443
STAT3	-0.200182393
STAT5B	1.33718884
AURKA	-0.472489506
STK10	0.13188982
STX1A	-0.129222244
STX4	0.515798032
STXBP1	-0.550531566
STXBP2	0.72207588
SUPV3L1	0.093851402
SUV39H1	0.920084
SYK	-0.676289797
SYPL1	0.142726839
TARBP1	-0.563397646
TBP	0.509401679
TBX2	-0.084116846
TBXA2R	-0.4496907
TCEA2	-0.271623313
VPS72	0.729284585
TCTA	1.016430855
DYNLT3	-0.240379676
TERT	-0.243396461
TESK1	0.036912844
TFAP2A	-0.711369574
TFDP1	0.16198349
TGFB3	0.626832008
TGFBR2	-0.220906153
TIAM1	0.507684827
TIMP2	-0.628863931
TJP1	-0.07779184
TLE1	0.272319555
TLR4	-0.107236519
TSPAN6	0.395440608
TSPAN4	-0.766337574
TOP2A	0.353020936
TP53	0.209437549
TP53BP1	0.518013716
TP53BP2	-0.200234681
TPD52L2	-0.256053329
TPM1	-0.068021089
TSTA3	0.356753886
TXNRD1	-1.339957356
UBE2A	-0.5702793
UGDH	0.884490728
NR1H2	-0.12429665
USP1	-0.258894265
VDAC1	0.84193033
WFS1	-0.340079844
WRB	-1.532079697
XBP1	-0.031433914
XPNPEP1	0.13288638
ZFP36	0.043971539
ZNF131	-0.238536626
ZMYM2	-0.154870391
PAX8	-0.321449488
CXCR4	0.094693825
IFRD2	0.839872718
MAPKAPK3	0.033974778
USP7	0.340427309
REEP5	-0.075583905
ST7	-0.026572783
KAT6A	0.647875667
PDHX	-1.050982237
FOSL1	0.192330047
HMGA2	0.71686393
NCOA3	-1.543613791
NRIP1	-1.146974444
SMC1A	-1.232901573
LAGE3	-0.075472489
AXIN1	-0.969619155
CDC45	-0.142609403
FZD1	-0.292817324
FZD7	0.254224956
HIST2H2BE	-0.250083238
PIP4K2B	0.296408474
NCK2	-0.0147839
DYRK3	-0.126587868
DUSP11	0.150617212
RAE1	0.310629994
PIK3R3	0.483460784
NIPSNAP1	0.169643044
IKBKAP	-0.667497993
HAT1	0.093542174
MAPKAPK5	-0.171646833
BHLHE40	-0.124052055
MKNK1	0.352217168
CASK	-0.712480068
AKR7A2	0.072753511
RUVBL1	-0.515695155
PSMG1	0.575600505
BECN1	-0.397744477
MBTPS1	0.028979197
EED	0.210955009
CTNNAL1	0.241623551
RNMT	0.096716531
PEX11A	0.245399415
CREG1	0.196249738
INPP4B	0.218752652
IQGAP1	0.51256609
SOCS2	-0.483322501
CFLAR	-0.248425394
CDK5R1	0.292287827
ST3GAL5	-0.188567698
IER3	0.736000538
SQSTM1	-0.241350263
SLC5A6	-0.549772203
CPNE3	-0.355176717
CCNA1	0.243506059
TIMELESS	-0.994149446
P4HA2	-0.322824538
PLOD3	0.632693708
NOL3	-0.18720594
SLC25A14	-0.931933582
MPZL1	0.062738113
MAP7	-0.282784551
DNAJA3	0.235261872
USP14	-0.03806524
MTA1	-0.362627745
PDLIM1	0.160880789
SMC3	-0.647158802
PRPF4	0.076188639
CCNB2	0.991069496
CCNE2	-0.609548569
SYNGR3	0.081694447
LPAR2	-0.087994501
ARHGEF2	0.080432706
ZW10	0.341548115
AURKB	0.151194364
VAPB	0.22354427
NOLC1	-0.090263389
UBE2L6	-1.165193558
MAPKAPK2	-0.597758472
CYTH1	0.003631614
ITGB1BP1	0.531098962
BCL7B	0.110375904
COPB2	-0.199768275
ADGRG1	-0.310910136
TM9SF2	-0.516237736
MAP4K4	-0.950478137
HOMER2	-0.657101929
SH3BP5	0.418712109
PIGB	0.292192012
PSMF1	0.503302991
SPTLC2	-0.825830817
TBPL1	0.352076471
BAG3	-1.273769855
POLR1C	0.587373137
SPAG7	1.423107743
FEZ2	-0.262159735
IKBKE	0.0370332
MTFR1	0.327886224
HS2ST1	-0.008986056
IPO13	-0.296531975
VGLL4	0.292747498
NUP93	-0.207317218
UBE3C	-0.640331686
EDEM1	0.310370386
TRAM2	0.175327614
CEP57	0.261770278
KIAA0100	-0.121207416
HERPUD1	0.905354142
KIAA0355	-0.563507378
USP6NL	-0.694767177
CCP110	0.748243392
MLEC	-0.146790043
TATDN2	-0.10290008
MRPL19	2.822306395
SCRN1	0.359997183
EFCAB14	-1.44498837
KEAP1	-0.95366174
MELK	-0.790395975
PLEKHM1	0.3700324
C2CD5	0.160140693
KIAA0753	0.718004048
C2CD2L	-0.430771977
TOMM70A	-0.05588292
KIAA0196	0.260515451
KLHL21	0.532990992
ARNT2	0.417782187
FAM20B	-0.048996914
NCAPD2	2.219556808
PAN2	-0.237942904
LPGAT1	-0.835383296
KIF14	0.251414597
OXSR1	0.302953154
MVP	-0.180891126
DMTF1	-0.685066879
GNPDA1	-2.365284204
HDAC6	0.114170454
PARP2	-0.159246922
MAMLD1	0.745451331
DNAJB6	0.212507397
SMC4	-0.254741728
ABCC5	-0.173227713
ABCB6	0.593183517
DNM1L	0.12309961
TSPAN3	-0.096328169
KIF20A	0.222246259
ARL4C	0.288582146
TRAP1	1.378029108
G3BP1	-1.052426934
MBNL2	-0.447347641
CEBPZ	0.248137802
SLC25A13	0.372891724
SORBS3	0.492343783
RBM6	-0.336889029
TXNDC9	0.738919437
TRIM13	-0.512305796
TRIB1	-0.506740391
MFSD10	-0.075780742
SLC35B1	0.930080354
TIMM17B	0.052765995
AKAP8	0.197693899
STUB1	-0.492711425
NET1	-0.074965477
SMNDC1	-0.58570832
PAK4	-0.133298516
TNIP1	0.467653543
IKZF1	0.5566324
TMEM5	-0.393075347
HMG20B	1.877376437
MYL9	-0.38500452
LYPLA1	0.473616928
PPIE	-0.712026715
VAV3	-0.115263961
LRRC41	-0.105082393
CRTAP	0.244512916
VAT1	0.128136039
STK25	-0.423849791
APPBP2	0.963417649
CHERP	-0.08434324
HYOU1	0.011371154
RPP38	0.111830033
SLC35A1	-0.690649509
DRAP1	-0.298128933
PAICS	-0.16334331
ST6GALNAC2	0.541927934
STAMBP	-0.095070079
NPRL2	0.396475673
IGF2BP2	-0.36798656
YKT6	0.391108841
CGRRF1	-2.277026415
RRAGA	0.328685135
GNB5	-0.453870922
EBP	0.258291155
CNPY3	0.522047997
YME1L1	0.151410967
TCFL5	0.950806797
KDM5B	0.096663825
POP4	0.337631196
ARPP19	0.129370585
ZNF274	-0.54034853
MTHFD2	0.359846205
WASF3	-0.387026787
UTP14A	0.273893714
FRS2	-0.00299035
CLPX	-1.27271831
PGRMC1	0.05651328
MALT1	1.216554999
CPSF4	-0.131576225
BLCAP	-0.093563393
TCERG1	-0.456072092
RNPS1	-0.515022814
TOMM34	0.338142991
PDIA5	-0.153355345
MLLT11	0.316623092
EBNA1BP2	1.816399574
TMED10	0.29772076
ASCC3	-0.076872773
SLC27A3	0.773157418
KIF2C	0.518543363
CCDC85B	0.662637532
TLK2	0.160931721
KDELR2	-0.728461504
RAB31	-0.151062742
B4GAT1	0.731486559
PAPD7	-0.462796986
UBE2C	0.297450334
DUSP14	1.098681688
TOPBP1	-0.122224919
PRSS23	-1.211925268
PWP1	-0.360237151
PKIG	0.354144573
CORO1A	-1.866222382
LSM6	-0.009140875
PSIP1	0.395356596
SLC2A6	-0.052844703
NISCH	-0.127723366
CHEK2	-0.64137888
PRAF2	0.985849679
POLG2	-1.060476065
CHP1	2.09317112
PNKP	0.197160587
ECD	0.064112872
DDX42	-0.18295905
TWF2	-0.725109756
CASC3	-0.2719751
COG2	-0.118234217
ATF5	-0.073433563
MTF2	-0.10756129
PUF60	-0.573005795
RAB11FIP2	0.009226829
CLSTN1	0.960997224
FOXJ3	0.40269962
KIAA0907	0.900289059
EPN2	-0.174137801
SACM1L	-0.049352445
ATF6	0.214200214
RPIA	0.445863962
RAB21	2.652083397
SPEN	-0.366671413
FBXO21	0.642909765
RBM34	-0.823922873
WDTC1	-0.99336791
XPO7	1.327364206
TBC1D9B	-0.593440175
RRP1B	-0.575549126
MYCBP2	0.933044851
CDK19	0.890292585
GPATCH8	1.972816229
MAST2	-0.57995981
DCUN1D4	-0.809388816
FCHO1	0.017106973
SNX13	-0.253568709
ATP11B	0.866989911
JMJD6	0.291099817
RRS1	-0.001153607
RRP12	-0.170922115
SYNE2	0.052151609
PDS5A	-0.517698944
CAMSAP2	-0.312181175
ATMIN	-1.040115714
TRIM2	0.140609786
KIAA1033	0.0265531
USP22	0.793855965
WDR7	0.24633044
JADE2	0.160460517
ARHGEF12	0.483609259
PPP1R13B	-3.545525312
RRP8	-0.974671483
NUDCD3	0.608076334
SIRT3	0.132715136
SLC35A3	-0.692933738
ICMT	-0.307180107
MACF1	1.27643466
SUZ12	0.230658457
KAT6B	0.332956135
NNT	-0.462742031
ADAT1	2.780531645
TMEM50A	0.848990977
KLHDC2	0.085528314
ACOT9	-0.345274121
SSBP2	-0.206379324
NUP62	-0.543639064
ARFIP2	-0.027653337
LSM5	0.133095592
PLA2G15	1.182025671
TMEM2	-0.202285871
ZNF318	-0.366041899
FBXO7	0.326119184
SPDEF	0.062700599
BAMBI	0.400253296
BACE2	0.166071862
COG4	-1.384962082
MPC2	0.018442921
CLIC4	-0.364605606
C2CD2	-0.55246532
TIPARP	-0.089962699
TSKU	0.154461041
RNF167	0.241862804
LRP10	0.207202375
ZNF451	0.473997355
SENP6	-0.32636711
RAI14	-0.015244674
KIF1BP	-0.089793712
TES	0.069786504
PHGDH	-0.10499265
MYCBP	0.063107356
CHIC2	0.744707286
TIMM9	0.225623757
AKAP8L	-0.161335692
ATP2C1	0.673708558
TRAPPC3	0.713717699
ATP5S	-0.277263284
TNFRSF21	-0.364346564
SESN1	0.331210673
HTATSF1	-0.34178251
TMEM97	0.253646135
BZW2	0.217436954
CHMP4A	0.046162456
GTPBP8	-0.265351295
DNAJC15	0.364141881
PACSIN3	0.520775676
RBM15B	0.25925377
HOOK2	0.362806231
SNX11	0.045612462
TIMM22	-0.207288712
NENF	-0.172419935
UBQLN2	0.036276937
ERO1A	0.390665442
DNTTIP2	-0.360692114
PIK3R4	-0.300603956
HDGFRP3	0.014484704
COPS7A	1.659838796
NSDHL	-0.489446908
HEBP1	-0.554347694
MTERF3	-0.263451338
AMDHD2	-0.372938931
ISOC1	-0.430873781
MRPS16	-0.464944243
FIS1	-0.003951013
GOLT1B	-0.266002655
GLOD4	-0.249825865
GMNN	0.400045872
LAP3	-1.16060555
NOSIP	0.476940453
DERA	0.321861029
SCCPDH	-0.602234423
MRPS2	0.175452903
VPS28	0.672032118
HSD17B11	0.065562636
NUSAP1	0.051261529
SCAND1	0.518043399
CD320	-0.316323966
NGRN	-2.266759872
SNX7	-0.784961879
ATP6V1D	0.41512996
ZNF589	-0.073337682
PRKAG2	0.692069948
UBE2J1	0.01825548
EVL	-1.3127985
HACD3	0.150035173
UFM1	0.368054986
LSR	1.036060929
DHRS7	-0.596274018
CAB39	-1.1839782
ARID4B	1.12675643
NUDT9	-1.845762253
CYCS	-0.496854961
TERF2IP	0.211201876
GFOD1	-0.093677819
KCTD5	0.244884789
TMCO1	0.456047952
DHX29	0.034325089
EXOSC4	0.727979839
DDIT4	-0.594586134
PAF1	-0.151701391
P4HTM	0.458179116
SLC35F2	0.559563458
ZNF586	-0.086263157
FBXL12	-0.74961853
TEX10	0.637824774
YTHDF1	-0.193576872
TXNL4B	-0.194197863
HERC6	1.743413925
PIH1D1	-0.287783682
PPP2R3C	0.260476977
FKBP14	0.00270122
CDCA4	0.544708669
PLEKHJ1	0.080945477
HEATR1	-0.091862448
ANO10	1.60681057
UBR7	-2.097252369
FAIM	0.456329346
ADI1	0.438699722
ABCF3	0.346863568
ENOSF1	-0.356835693
LRRC16A	-0.507572114
ANKRD10	0.672507524
STAP2	-0.242431164
IARS2	0.082651794
NUP133	0.311484456
CNDP2	-0.06780462
FAM63A	2.416166067
KDM3A	-0.002015213
PECR	-0.811333299
EAPP	0.172688842
CISD1	0.198816717
ZNF395	0.951262653
KLHL9	0.394681394
NPDC1	-0.405100048
TM9SF3	-1.164524674
PAK6	-2.226969719
DUSP22	1.082552433
ADCK3	0.472696662
CIAPIN1	-0.193796933
PLSCR3	-0.529388905
SCYL3	-0.111137688
LYRM1	-2.204094887
ZMIZ1	-0.9024297
MCOLN1	0.654847324
THAP11	0.722651601
ABHD6	-0.497537076
TRIB3	-0.309660822
POLD4	-0.544671416
SQRDL	0.370488167
ENOPH1	0.46163705
PRUNE	-0.484552503
SNX6	-0.391106844
FASTKD5	-0.218128085
ELAC2	-0.072753236
ABHD4	0.35675168
MCUR1	0.223716065
RBKS	-0.463320166
ATG3	0.400956631
NARFL	0.321614474
ZDHHC6	0.494428158
ACBD3	0.172351375
CERK	-0.817186952
NT5DC2	0.391727567
ACD	-0.717175126
INTS3	-0.556549907
TRAK2	-0.157398164
METRN	-0.131694227
ELOVL6	0.11408779
TMEM109	0.017039351
CCDC86	0.261786312
TRAPPC6A	-0.054308582
CHAC1	0.272298157
MBOAT7	-0.006477676
PRR15L	1.372825503
CRELD2	0.081672639
FSD1	-0.048253905
TCTN1	-0.849081159
CHMP6	0.246705204
NPEPL1	-0.469441712
FAM57A	0.220394656
NUP85	-0.250606865
TCEAL4	0.323235184
DHDDS	-0.070195474
DENND2D	-0.067991816
FBXO11	-0.571059942
CCDC92	-0.16813454
COASY	0.543908715
WDR61	0.463044286
TSEN2	0.088567987
PRR7	-0.161051333
ITFG1	-0.713157535
GDPD5	-0.570442557
GRWD1	1.917188644
ARID5B	-1.455587506
TUBB6	0.057114951
PSRC1	-0.273796141
ADO	-1.190774918
HIST1H2BK	0.143101588
MICALL1	0.826344311
UBE3B	0.301183343
HN1L	-0.518276572
SLC25A46	0.163442612
COG7	-2.651935816
MAPK1IP1L	-0.321109951
TBC1D31	0.458107471
H2AFV	-1.257937312
RPL39L	0.076279163
CANT1	0.925221801
WIPF2	-0.165774554
TICAM1	-0.536584973
TXLNA	-0.016879022
SPRED2	0.257609189
EML3	0.126655892
TMEM110	0.405416936
FAM69A	0.226291344
