Gene_Id	geldanamycin_HEPG2_24 h_3.33 µM
CSK	-0.564366266
CSNK1A1	2.184094876
CSNK1E	-0.084241331
CSNK2A2	0.012794629
CSRP1	1.200700581
CTNND1	2.104831785
CTSD	0.975468323
CTSL	4.185029984
CYB561	-3.731967568
DAG1	1.916925579
DAXX	2.421304405
DCK	-0.978627771
DCTD	0.074369468
DDB2	0.001216069
GADD45A	-1.436737895
DDX10	-1.111927807
DECR1	-1.816970974
DFFA	-0.008522689
DFFB	0.19509013
DLD	1.437179327
DNM1	-0.318690836
DNMT1	-0.977192178
DNMT3A	1.022884965
DPH2	0.090245038
DSG2	1.427772999
TSC22D3	0.733363867
DUSP3	2.595073104
DUSP4	-0.505025372
DUSP6	-0.1138
TOR1A	-0.267882936
E2F2	0.514400855
ECH1	1.73005873
EDN1	-0.876558125
EGF	-1.859384537
EGFR	1.422248423
EGR1	-0.951977775
EIF4EBP1	-0.870759837
EIF4G1	2.83020699
EIF5	2.253928661
ELAVL1	0.147072971
CTTN	1.615036488
EPB41L2	0.479286522
EPHA3	1.75230974
EPHB2	-0.053735197
EPRS	0.367319081
NR2F6	-1.499587506
ERBB2	-0.011839733
ERBB3	2.141082406
ETFB	0.884123176
ETS1	0.351084411
ETV1	1.203355849
EXT1	0.03280212
EZH2	-1.950230122
FAH	0.800586134
PTK2B	0.848193765
FAT1	-2.950943589
FDFT1	-0.471312732
FGFR2	-4.22627449
FGFR4	1.615705192
FHL2	0.910657302
FKBP4	-0.9165757
FOXO3	0.03132838
FOS	0.791290164
FPGS	1.503964484
FUT1	0.061329082
FYN	-1.511543393
SLC37A4	-0.207665771
GAA	2.119405627
GABPB1	-3.037479401
GALE	0.629064322
GAPDH	2.229292572
GATA2	-0.573898107
GATA3	-0.444389321
GFPT1	-3.659821272
GHR	-0.335736349
GLI2	1.142830431
GLRX	-1.014888704
GNA11	0.849660188
GNA15	1.848573446
GNAI1	-0.310445964
GNAI2	0.358986765
GNAS	-0.559613496
SFN	0.487097025
GPC1	-5.126110196
GPER1	0.816007078
GRB7	-1.296777427
GRB10	-1.122375488
GRN	0.803192586
NR3C1	1.077141464
CXCL2	1.481825531
GSTM2	0.932457566
GSTZ1	-2.941147447
MSH6	0.962854892
GTF2A2	0.082325339
GTF2E2	0.220068529
HSD17B10	-1.327527817
HADH	0.070075944
HDAC2	0.779823199
HIF1A	1.367052406
HK1	0.942065477
HLA-DMA	0.127098586
HLA-DRA	-1.881382287
HMGCR	-0.552677423
HMGCS1	0.983790398
HMOX1	0.900945365
HOXA5	2.159137249
HOXA10	-0.675564855
HPRT1	1.40638721
HES1	-2.505221009
DNAJB2	0.055368789
HSPA1A	-0.42535077
HSPA4	-0.02981662
HSPA8	1.680876255
HSPB1	2.698121071
HSPD1	1.793705702
DNAJB1	0.688628398
ICAM1	0.401572857
ICAM3	2.664051414
ID2	2.319008946
IDE	-1.151540458
IFNAR1	0.715033561
IGF1R	1.056164861
IGF2R	-2.494111776
IGFBP3	-1.623460054
IGHMBP2	-0.084935091
IKBKB	0.026721358
IL1B	1.526091933
IL4R	-0.673406303
IL13RA1	1.124963194
ILK	-4.156022072
INPP1	1.022631288
INSIG1	0.581076175
ITGAE	3.916280627
ITGB5	-0.705804467
JUN	-2.319012702
KCNK1	-0.459405437
KIF5C	0.770768404
KIT	1.539962232
KTN1	1.70484364
LAMA3	-0.411822908
STMN1	0.555037964
LBR	1.616877258
LGALS8	1.754724503
LIG1	-0.671336502
LIPA	-1.855677396
LOXL1	-2.290726513
LRPAP1	-0.481941551
LYN	-0.570501924
SMAD3	1.660510659
MAN2B1	1.009540141
MAT2A	1.015518606
MBNL1	6.855591774
MCM3	0.628126979
ME2	1.761428207
MEF2C	-0.00672406
MAP3K4	-2.049342304
MEST	1.895270109
MIF	-0.515107442
FOXO4	-1.167785287
MMP1	-0.4264891
MMP2	1.384269178
MNAT1	-1.229721829
MSRA	-2.324715018
MUC1	-1.269077152
MYBL2	2.569051087
MYC	0.624051683
GADD45B	-0.243595839
MYLK	0.456412591
MYO10	-0.778453484
NCK1	0.994932801
NFATC3	-1.250775661
NFATC4	0.125820339
NFE2L2	0.553134024
NFIL3	-2.077076674
NFKB2	-3.966993928
NFKBIA	-2.583207071
NFKBIB	1.639259756
NFKBIE	0.873210073
NIT1	-0.229026586
NMT1	1.866947711
NOS3	2.126596093
CNOT4	-1.02272743
NOTCH1	-2.411936522
PNP	-0.979070008
NPC1	2.051246762
SLC11A2	-1.152026147
NRAS	-0.914425634
NUCB2	1.018266767
NUP88	-1.502083302
NVL	-3.686665654
ORC1	0.410392344
OXA1L	-0.918596849
OXCT1	1.441966712
PAFAH1B1	2.429289103
PAFAH1B3	0.217836082
SERPINE1	0.330913991
PAK1	0.468457922
PCBD1	-1.077156156
PCCB	2.469901323
PCK2	-2.045523584
PCM1	-2.941321969
PCMT1	-2.727546096
PCNA	0.969849437
PDGFA	-0.568464443
PFKL	0.551781148
PGAM1	0.087153673
PGM1	-0.248667143
PHKA1	0.789808899
PHKB	-2.505690098
PHKG2	-0.274237186
PIK3C2B	-4.403427482
PIK3C3	-0.763200998
PIK3CA	0.512645736
PIN1	0.366454244
PLA2G4A	2.756490707
PLCB3	-0.920283616
PLK1	-0.303110242
PLP2	-1.01399228
PLS1	0.949399769
PLSCR1	0.99061799
PMAIP1	0.884759218
PMM2	-5.59964323
POLB	-4.324322701
POLE2	-0.209838141
POLR2I	1.062043339
POLR2K	1.635345519
PPARD	1.207466573
PPARG	0.734872922
PPIC	0.351262927
PPOX	1.918497264
PPP2R5A	-0.260467291
PPP2R5E	2.047161579
PRCP	-0.11078009
PRKACA	1.59710978
PRKCD	1.745365024
PRKCH	2.037882984
PRKCQ	-3.934621215
MAPK9	2.027092755
MAPK13	-1.589955866
MAP2K5	0.891204625
PRKX	0.124171242
PROS1	-0.162402332
LGMN	-1.604879797
HTRA1	0.538764842
PSMB8	-0.62414664
PSMB10	-1.169296294
PSMD2	-1.153354645
PSMD4	-1.279100418
PSMD9	-1.350494236
PSMD10	0.591734052
PSME1	-1.19583863
PSME2	0.411392808
PTGS2	3.462286711
PTK2	0.382032178
PTPN1	-0.477703422
PTPN6	0.290377051
PTPN12	-2.794089675
PTPRC	0.287031218
PTPRF	-1.338093638
PTPRK	-0.515811071
PXMP2	-0.178165983
PXN	-1.829050899
PYCR1	1.170860827
PYGL	0.632221423
RAB4A	2.09262234
RAB27A	3.257549167
RAC2	-0.394714534
RAD9A	-0.874732673
RAD51C	0.401409909
MOK	0.683600068
RALA	4.022040129
RALB	1.088474989
RALGDS	-1.65632093
RAP1GAP	-0.009015389
RASA1	0.122229159
RB1	6.053215981
KDM5A	3.352022648
RELB	3.273646951
RFC2	1.404069781
RFC5	-2.268524051
RFNG	1.12765485
RFX5	0.259779148
RGS2	-2.511870742
RHEB	-5.110458136
RNH1	-2.770800829
RPA1	-1.112761497
RPA2	0.874446377
RPA3	0.210221194
MRPL12	1.117139339
RPN1	1.811593771
RPS5	1.66843164
RPS6	1.95271945
RPS6KA1	3.075291395
RSU1	2.033422947
RTN2	1.104172409
S100A4	2.146038175
S100A13	0.498276323
SATB1	-0.129099965
SCP2	-1.277642906
CCL2	0.249364138
SDHB	1.743962497
SGCB	-3.217793465
SHB	0.245944023
SHC1	0.150023557
SKIV2L	0.96607697
SKP1	1.64734447
SLC1A4	-0.057718836
SMARCA4	1.716329396
SMARCC1	-0.985066563
SMARCD2	-1.350390077
SNAP25	1.954863429
SNCA	-1.910443306
SOX2	-0.649235711
SOX4	-2.512925029
SPAG4	-3.068893433
SPP1	2.686968803
SPR	0.337116778
SPTAN1	-1.653874457
SRC	1.597878337
STAT1	1.213862598
STAT3	0.591298461
STAT5B	2.166724682
AURKA	1.015457422
STK10	-0.016372845
STX1A	-1.892453313
STX4	0.504551053
STXBP1	-1.733762085
STXBP2	-0.603785425
SUPV3L1	2.703297198
SUV39H1	-0.0424347
SYK	0.64291288
SYPL1	0.179295473
TARBP1	0.280560501
TBP	2.031074286
TBX2	1.049292773
TBXA2R	2.078386158
TCEA2	-4.408310175
VPS72	1.845669121
TCTA	0.831237733
DYNLT3	-1.635935307
TERT	-3.965501785
TESK1	2.600489736
TFAP2A	-1.697033226
TFDP1	4.32108748
TGFB3	-0.465285003
TGFBR2	-0.437237799
TIAM1	1.239660442
TIMP2	-0.562924981
TJP1	2.108672142
TLE1	0.6790407
TLR4	1.609400034
TSPAN6	0.689452082
TSPAN4	-4.128001213
TOP2A	0.460877627
TP53	1.275053263
TP53BP1	2.431106746
TP53BP2	-3.225682259
TPD52L2	-1.282456696
TPM1	-1.499717355
TSTA3	-1.445731081
TXNRD1	2.388831258
UBE2A	-5.829082489
UGDH	-4.247738242
NR1H2	1.938385904
USP1	1.833596408
VDAC1	1.134665191
WFS1	-2.865500212
WRB	0.226971574
XBP1	1.124045849
XPNPEP1	-0.892606139
ZFP36	-3.873558402
ZNF131	1.418040395
ZMYM2	2.208264828
PAX8	-4.349835515
CXCR4	-0.388934463
IFRD2	1.022103786
MAPKAPK3	2.792180896
USP7	-2.614623189
REEP5	1.659894943
ST7	0.636109769
KAT6A	0.202279426
PDHX	-4.999908924
FOSL1	-0.110622823
HMGA2	-4.157081604
NCOA3	1.237046078
NRIP1	-3.406010032
SMC1A	-1.341430068
LAGE3	3.924284339
AXIN1	0.286068559
CDC45	1.098642528
FZD1	0.996226296
FZD7	-3.85447669
HIST2H2BE	0.279383227
PIP4K2B	-1.506289601
NCK2	-1.226112187
DYRK3	-3.224474192
DUSP11	-6.901275873
RAE1	0.810012639
PIK3R3	-1.584645975
NIPSNAP1	-0.133570604
IKBKAP	0.558810726
HAT1	1.346961141
MAPKAPK5	-3.456809521
BHLHE40	-0.710418016
MKNK1	0.364923954
CASK	0.76555495
AKR7A2	-0.042691901
RUVBL1	2.232732654
PSMG1	0.330572218
BECN1	2.582823455
MBTPS1	2.205446482
EED	0.759852737
CTNNAL1	0.838229761
RNMT	-1.317802668
PEX11A	-0.874501556
CREG1	1.471975684
INPP4B	1.05239895
IQGAP1	-0.619519174
SOCS2	-0.113558337
CFLAR	-3.171298027
CDK5R1	-0.376673631
ST3GAL5	2.297184348
IER3	0.521517858
SQSTM1	-0.63267374
SLC5A6	0.655190945
CPNE3	0.055241138
CCNA1	1.669064045
TIMELESS	-0.603386194
P4HA2	1.457099915
PLOD3	0.465068329
NOL3	-0.588920206
SLC25A14	2.308663249
MPZL1	-0.60441424
MAP7	1.31140846
DNAJA3	-2.208531499
USP14	-1.501051605
MTA1	1.231678128
PDLIM1	-1.501835763
SMC3	-1.060531214
PRPF4	-2.585181534
CCNB2	-2.662779331
CCNE2	-3.705481648
SYNGR3	2.869403481
LPAR2	-0.016334295
ARHGEF2	2.043100536
ZW10	0.180056505
AURKB	2.03233248
VAPB	-1.51227504
NOLC1	-0.81253773
UBE2L6	1.548192143
MAPKAPK2	0.080273628
CYTH1	0.020387679
ITGB1BP1	-2.549006283
BCL7B	3.020570993
COPB2	0.520705909
ADGRG1	0.035433888
TM9SF2	2.093242645
MAP4K4	-0.128198855
HOMER2	-0.322989486
SH3BP5	0.971185386
PIGB	2.803969622
PSMF1	2.629430115
SPTLC2	-0.025950313
TBPL1	-1.798192322
BAG3	-1.403235644
POLR1C	-0.502942953
SPAG7	-1.983300805
FEZ2	-5.438914299
IKBKE	-3.429363966
MTFR1	-2.396982908
HS2ST1	-1.048632026
IPO13	1.782096386
VGLL4	0.095995814
NUP93	0.647597432
UBE3C	0.9652583
EDEM1	-0.074119985
TRAM2	-2.186868638
CEP57	-1.479561478
KIAA0100	1.766801178
HERPUD1	-5.226049662
KIAA0355	0.555785209
USP6NL	-1.135211468
CCP110	0.420888439
MLEC	-0.384834737
TATDN2	-4.884356022
MRPL19	-0.414179176
SCRN1	1.370465517
EFCAB14	2.087444901
KEAP1	-1.490828812
MELK	3.141562521
PLEKHM1	-1.070266604
C2CD5	-1.495706201
KIAA0753	1.725816488
C2CD2L	1.525376141
TOMM70A	5.567436695
KIAA0196	-1.110162139
KLHL21	-2.672781229
ARNT2	-1.270204127
FAM20B	1.844155192
NCAPD2	0.318035528
PAN2	1.632737637
LPGAT1	1.765104592
KIF14	4.621284962
OXSR1	0.853105575
MVP	1.279012084
DMTF1	2.292005301
GNPDA1	0.522886738
HDAC6	-2.403834462
PARP2	1.578168541
MAMLD1	-0.599031031
DNAJB6	-2.51321435
SMC4	1.677520573
ABCC5	2.409678519
ABCB6	0.016405821
DNM1L	0.647677451
TSPAN3	2.084657431
KIF20A	-1.022672273
ARL4C	0.328131974
TRAP1	-1.167535722
G3BP1	-7.235918999
MBNL2	-0.88287738
CEBPZ	-1.565624937
SLC25A13	0.230815873
SORBS3	-1.201233178
RBM6	-6.307667971
TXNDC9	0.141146805
TRIM13	3.164530754
TRIB1	-1.948708296
MFSD10	-0.354353368
SLC35B1	-2.208996356
TIMM17B	-1.95613575
AKAP8	1.08903724
STUB1	0.933494806
NET1	-0.118998289
SMNDC1	-0.732433587
PAK4	-2.362064958
TNIP1	1.077444345
IKZF1	-2.081936538
TMEM5	-1.926692009
HMG20B	0.021447837
MYL9	-1.357690156
LYPLA1	-0.022239819
PPIE	0.401775777
VAV3	0.785358965
LRRC41	0.296184629
CRTAP	0.883564234
VAT1	-2.501853108
STK25	-0.424895599
APPBP2	1.739699662
CHERP	2.126210988
HYOU1	2.111129284
RPP38	2.709672213
SLC35A1	-3.971487522
DRAP1	1.461359501
PAICS	-4.605972528
ST6GALNAC2	1.496647477
STAMBP	-2.650279582
NPRL2	0.446203448
IGF2BP2	-1.919602394
YKT6	-1.708978593
CGRRF1	-2.313756585
RRAGA	-0.082308777
GNB5	0.94873029
EBP	0.725510757
CNPY3	-0.808176182
YME1L1	1.197616726
TCFL5	-0.273111228
KDM5B	-2.225959778
POP4	0.266547933
ARPP19	-2.991606593
ZNF274	-2.610703647
MTHFD2	-3.949617863
WASF3	0.269629911
UTP14A	-0.226286605
FRS2	0.694676355
CLPX	-0.355667323
PGRMC1	-0.220951855
MALT1	-0.721085787
CPSF4	0.287334844
BLCAP	0.933500588
TCERG1	-2.813766003
RNPS1	-0.101838022
TOMM34	0.208676919
PDIA5	1.29761821
MLLT11	1.326007366
EBNA1BP2	-2.484837495
TMED10	0.167561319
ASCC3	-0.634386837
SLC27A3	-1.284588397
KIF2C	-0.919799089
CCDC85B	0.089384265
TLK2	-0.188020334
KDELR2	1.145629048
RAB31	-1.5811795
B4GAT1	1.555857182
PAPD7	2.000404596
UBE2C	-0.160765477
DUSP14	0.457953855
TOPBP1	0.187455028
PRSS23	-2.049725294
PWP1	-1.236391515
PKIG	0.291786313
CORO1A	4.648417234
LSM6	0.123782754
PSIP1	-0.744375646
SLC2A6	-1.112051725
NISCH	-1.004677892
CHEK2	-0.337975334
PRAF2	-2.950601995
POLG2	0.614168346
CHP1	0.8935256
PNKP	-0.604363844
ECD	0.527168199
DDX42	4.865971327
TWF2	2.483555317
CASC3	1.218540981
COG2	-1.565966189
ATF5	-0.500703812
MTF2	2.365788221
PUF60	-1.328591704
RAB11FIP2	-1.531836569
CLSTN1	1.963205546
FOXJ3	-3.931901813
KIAA0907	-1.35815984
EPN2	2.022305191
SACM1L	1.427641928
ATF6	2.940332413
RPIA	1.512357116
RAB21	-1.097152293
SPEN	-4.56941247
FBXO21	-0.680758476
RBM34	-0.194913246
WDTC1	0.547270626
XPO7	-2.393659592
TBC1D9B	1.789546072
RRP1B	-0.937134922
MYCBP2	-2.082618117
CDK19	-5.029083967
GPATCH8	4.198457837
MAST2	2.547506094
DCUN1D4	1.04150492
FCHO1	1.411283046
SNX13	0.690452307
ATP11B	-2.196779013
JMJD6	0.336962283
RRS1	0.017385438
RRP12	-0.580249593
SYNE2	1.300498307
PDS5A	1.653307736
CAMSAP2	-0.228658549
ATMIN	0.884596288
TRIM2	4.23113966
KIAA1033	-0.074070834
USP22	2.360233545
WDR7	1.141592801
JADE2	-2.570121467
ARHGEF12	0.463796943
PPP1R13B	0.224077344
RRP8	-3.372999787
NUDCD3	-2.432195663
SIRT3	0.799133688
SLC35A3	-0.413155526
ICMT	3.136142373
MACF1	1.170600235
SUZ12	-2.790742993
KAT6B	-1.053807676
NNT	-1.150853217
ADAT1	-1.153225705
TMEM50A	-3.10200417
KLHDC2	2.940047622
ACOT9	1.406527519
SSBP2	-0.398210004
NUP62	3.619235873
ARFIP2	0.480502337
LSM5	-0.891556293
PLA2G15	2.422949672
TMEM2	1.428125426
ZNF318	0.495323077
FBXO7	2.313931167
SPDEF	0.01982677
BAMBI	0.716098756
BACE2	-2.07260561
COG4	3.743606448
MPC2	-3.766569614
CLIC4	-0.701574832
C2CD2	3.417349577
TIPARP	-1.033923678
TSKU	-0.639265716
RNF167	-2.971949577
LRP10	2.087494969
ZNF451	-2.804920554
SENP6	0.424761742
RAI14	1.173738834
KIF1BP	0.698872685
TES	1.720536232
PHGDH	3.02622211
MYCBP	1.098980591
CHIC2	2.00881888
TIMM9	-5.98628509
AKAP8L	1.023472846
ATP2C1	-0.03569673
TRAPPC3	0.886893541
ATP5S	-2.541361451
TNFRSF21	-1.03088966
SESN1	2.143689156
HTATSF1	-1.108937323
TMEM97	3.143999934
BZW2	6.290200233
CHMP4A	-1.586659908
GTPBP8	1.720619738
DNAJC15	-2.365042686
PACSIN3	-0.405109346
RBM15B	-1.426655769
HOOK2	-5.003803894
SNX11	-0.123524141
TIMM22	1.155098379
NENF	-2.617170095
UBQLN2	1.94124037
ERO1A	-0.475070894
DNTTIP2	1.114764005
PIK3R4	5.522089958
HDGFRP3	-0.289551772
COPS7A	0.707955658
NSDHL	-6.25086832
HEBP1	-1.071886212
MTERF3	0.850825757
AMDHD2	2.690717697
ISOC1	2.388668478
MRPS16	0.286228031
FIS1	0.386478201
GOLT1B	4.172490478
GLOD4	0.201785982
GMNN	-1.569504976
LAP3	-0.935412526
NOSIP	-0.794544816
DERA	2.859604478
SCCPDH	0.264919519
MRPS2	1.926033795
VPS28	3.680941701
HSD17B11	1.577641189
NUSAP1	1.480482996
SCAND1	-0.465716347
CD320	1.609802365
NGRN	-2.339924455
SNX7	1.593014002
ATP6V1D	-2.975144863
ZNF589	-0.053703047
PRKAG2	-3.43023181
UBE2J1	1.735198557
EVL	-1.230704069
HACD3	1.906457782
UFM1	-0.073848657
LSR	-0.262343861
DHRS7	-1.326075673
CAB39	0.728871375
ARID4B	1.187302381
NUDT9	-3.710811853
CYCS	-3.560289741
TERF2IP	-2.471560836
GFOD1	-0.815374017
KCTD5	0.873902917
TMCO1	0.554647535
DHX29	1.219865605
EXOSC4	-0.92504102
DDIT4	-2.513656795
PAF1	-0.825126529
P4HTM	3.264011562
SLC35F2	-0.242226422
ZNF586	-0.013186857
FBXL12	-0.704336569
TEX10	1.399580717
YTHDF1	0.647950605
TXNL4B	0.625187054
HERC6	0.14330256
PIH1D1	0.36358168
PPP2R3C	-3.484756231
FKBP14	-3.744464636
CDCA4	-3.509658694
PLEKHJ1	-3.493590713
HEATR1	-1.85017401
ANO10	0.435709715
UBR7	-2.726816416
FAIM	-0.671697974
ADI1	1.248837709
ABCF3	4.192913055
ENOSF1	-2.119295061
LRRC16A	-1.632627964
ANKRD10	-1.025924683
STAP2	0.660769254
IARS2	0.796618968
NUP133	4.042713642
CNDP2	0.15960177
FAM63A	1.852325678
KDM3A	-0.485103667
PECR	0.195689499
EAPP	-2.326991916
CISD1	-1.189742234
ZNF395	1.206695259
KLHL9	-1.193545133
NPDC1	1.185839564
TM9SF3	5.668849945
PAK6	1.333128273
DUSP22	0.413420903
ADCK3	-0.081774697
CIAPIN1	1.740665913
PLSCR3	0.303965122
SCYL3	0.657714844
LYRM1	-0.225333571
ZMIZ1	-3.753279567
MCOLN1	0.753395915
THAP11	-2.041258872
ABHD6	0.705645025
TRIB3	1.932989836
POLD4	3.847243309
SQRDL	0.404645264
ENOPH1	0.944077119
PRUNE	0.090883695
SNX6	1.784944475
FASTKD5	-1.627781212
ELAC2	-1.993721962
ABHD4	2.689296007
MCUR1	1.535754144
RBKS	-0.034396768
ATG3	0.403737321
NARFL	1.673743814
ZDHHC6	1.116795719
ACBD3	-0.003118105
CERK	0.51083399
NT5DC2	3.112390995
ACD	1.159510016
INTS3	5.742977142
TRAK2	1.000025809
METRN	0.742264152
ELOVL6	1.350964725
TMEM109	-2.667304635
CCDC86	-1.802398443
TRAPPC6A	0.333365083
CHAC1	-2.298154771
MBOAT7	1.446902275
PRR15L	1.207128972
CRELD2	0.440313116
FSD1	1.378957689
TCTN1	0.483981758
CHMP6	-7.250873804
NPEPL1	0.466721803
FAM57A	3.919338107
NUP85	0.577554435
TCEAL4	1.741327822
DHDDS	-1.075837597
DENND2D	-0.133418791
FBXO11	1.823528618
CCDC92	0.165032417
COASY	0.263805851
WDR61	1.268972553
TSEN2	0.165599011
PRR7	-0.411802173
ITFG1	0.115226045
GDPD5	0.596809268
GRWD1	-1.36635834
ARID5B	-2.444302082
TUBB6	-2.744295985
PSRC1	1.384175658
ADO	-6.610422373
HIST1H2BK	0.233678557
MICALL1	0.381500959
UBE3B	0.398572952
HN1L	-0.396661483
SLC25A46	0.312616214
COG7	-4.910060644
MAPK1IP1L	0.723841637
TBC1D31	4.033438683
H2AFV	0.256409559
RPL39L	-0.149121571
CANT1	0.505558148
WIPF2	-1.476727724
TICAM1	-3.181057811
TXLNA	-2.316564322
SPRED2	0.631729305
EML3	-0.346409872
TMEM110	0.698350728
FAM69A	-0.632475734
