Gene_Id	tert-butylhydroquinone_JURKAT_24 h_1 µM
GRN	0.213570908
NR3C1	0.023557458
CXCL2	-0.403084457
GSTM2	0.439653009
GSTZ1	0.109337986
MSH6	0.11636667
GTF2A2	0.609012663
GTF2E2	-0.273972541
HSD17B10	-0.18766506
HADH	0.108306445
HDAC2	0.326442957
HIF1A	-0.353172898
HK1	-0.098941982
HLA-DMA	0.847144425
HLA-DRA	-0.484312117
HMGCR	0.112477168
HMGCS1	0.3380211
HMOX1	-0.213346779
HOXA5	0.064252988
HOXA10	-0.092743948
HPRT1	0.449909359
HES1	-0.693183661
DNAJB2	-0.180034876
HSPA1A	-0.341751724
HSPA4	-0.08785677
HSPA8	-0.370152771
HSPB1	0.452590644
HSPD1	-0.015619066
DNAJB1	-0.149040446
ICAM1	0.200909063
ICAM3	-0.920873165
ID2	0.040025756
IDE	-0.293273956
IFNAR1	0.27650398
IGF1R	-0.151519358
IGF2R	0.304404914
IGFBP3	-3.099754572
IGHMBP2	-0.159311607
IKBKB	2.428047895
IL1B	-0.444783837
IL4R	0.271223634
IL13RA1	0.619978964
ILK	-0.016326834
INPP1	-0.139285713
INSIG1	-0.33133167
ITGAE	-0.099287733
ITGB5	-0.14686349
JUN	-0.698808253
KCNK1	-0.934869647
KIF5C	-0.559328079
KIT	0.145496279
KTN1	0.321054339
LAMA3	-0.302424192
STMN1	-0.024716109
LBR	-0.082649715
LGALS8	0.565835476
LIG1	-0.147043347
LIPA	-0.26764369
LOXL1	-0.231993198
LRPAP1	0.268901378
LYN	0.202151299
SMAD3	-0.288286597
MAN2B1	0.483784229
MAT2A	-0.391102314
MBNL1	-0.960204482
MCM3	0.029925413
ME2	-0.112337485
MEF2C	0.16638273
MAP3K4	0.573319495
MEST	0.103257358
MIF	-0.238215178
FOXO4	-0.742523491
MMP1	0.126225576
MMP2	1.201570511
MNAT1	-0.007138446
MSRA	-2.964608192
MUC1	0.702488601
MYBL2	-0.332539916
MYC	0.6401577
GADD45B	0.017878488
MYLK	-0.215217948
MYO10	-0.193780631
NCK1	-0.189496204
NFATC3	-0.24020873
NFATC4	-0.153906584
NFE2L2	-0.516117334
NFIL3	0.270850033
NFKB2	-0.374253064
NFKBIA	0.460785747
NFKBIB	-0.23830159
NFKBIE	-1.256107092
NIT1	0.098828427
NMT1	-1.294725657
NOS3	0.781747997
CNOT4	-0.389181852
NOTCH1	-0.008510107
PNP	0.041310161
NPC1	-0.69229573
SLC11A2	0.976511121
NRAS	0.314357579
NUCB2	-0.331795335
NUP88	-0.281353682
NVL	0.170816332
ORC1	-0.602656245
OXA1L	-0.175237983
OXCT1	-0.998797059
PAFAH1B1	1.533784389
PAFAH1B3	0.765117764
SERPINE1	-2.313714027
PAK1	-0.097779289
PCBD1	-0.283833742
PCCB	1.230281591
PCK2	0.058146551
PCM1	-0.381045341
PCMT1	-0.326605707
PCNA	0.359523863
PDGFA	1.033548474
PFKL	0.533966422
PGAM1	0.192354918
PGM1	0.10594099
PHKA1	-0.254729867
PHKB	0.438018173
PHKG2	-0.341387838
PIK3C2B	-2.860801697
PIK3C3	0.051360205
PIK3CA	3.36864996
PIN1	0.019177966
PLA2G4A	-0.185293883
PLCB3	-1.721764445
PLK1	0.332855761
PLP2	0.214525267
PLS1	-0.696331084
PLSCR1	-0.531050384
PMAIP1	-0.327537984
PMM2	2.116788387
POLB	-0.457739741
POLE2	-0.37294358
POLR2I	0.789997756
POLR2K	-0.921689332
PPARD	0.01600571
PPARG	0.182626352
PPIC	0.907582402
PPOX	0.797145188
PPP2R5A	0.617805243
PPP2R5E	0.308946103
PRCP	-0.599988461
PRKACA	-0.832700074
PRKCD	-0.370489955
PRKCH	1.050198555
PRKCQ	0.109918907
MAPK9	-2.740519524
MAPK13	0.129716381
MAP2K5	0.747786939
PRKX	-1.69342947
PROS1	-0.606800139
LGMN	-0.236296952
HTRA1	-0.141168743
PSMB8	-0.204254732
PSMB10	0.398505419
PSMD2	0.635962427
PSMD4	0.194665998
PSMD9	0.145745784
PSMD10	-0.391625941
PSME1	1.057248354
PSME2	-0.18016842
PTGS2	-0.08060497
PTK2	-0.06035009
PTPN1	-0.328159869
PTPN6	0.190460235
PTPN12	0.208072454
PTPRC	-0.31595245
PTPRF	0.028231844
PTPRK	-1.676903963
PXMP2	0.161559641
PXN	0.336293548
PYCR1	0.384828866
PYGL	0.216314927
RAB4A	0.935515106
RAB27A	-0.293177187
RAC2	-0.063178807
RAD9A	-0.173987001
RAD51C	0.571593821
MOK	0.286145717
RALA	0.395417869
RALB	0.425499767
RALGDS	2.788892984
RAP1GAP	0.652080476
RASA1	0.754166186
RB1	0.918552697
KDM5A	0.64807272
RELB	-3.75336647
RFC2	0.532861292
RFC5	0.253825217
RFNG	-0.108362198
RFX5	-0.003006473
RGS2	0.193048969
RHEB	0.146668851
RNH1	-0.607425451
RPA1	-0.134065092
RPA2	0.935536146
RPA3	-0.617180228
MRPL12	0.114032738
RPN1	0.209493786
RPS5	-0.523558438
RPS6	0.002382711
RPS6KA1	0.636737347
RSU1	0.441295356
RTN2	0.061781809
S100A4	0.758222938
S100A13	0.178037286
SATB1	-0.392427981
SCP2	0.046374619
CCL2	-0.173594266
SDHB	0.312822312
SGCB	-0.295485556
SHB	-0.438986331
SHC1	0.646210313
SKIV2L	1.856654644
SKP1	0.349882245
SLC1A4	-0.641970992
SMARCA4	-0.245912299
SMARCC1	-0.291607857
SMARCD2	0.396119744
SNAP25	0.828390479
SNCA	0.180032745
SOX2	-0.125534922
SOX4	-0.341204792
SPAG4	-2.463934422
SPP1	-0.004189655
SPR	0.315158337
SPTAN1	-0.058056038
SRC	-0.361241192
STAT1	-0.76085937
STAT3	-0.077326268
STAT5B	0.694033086
AURKA	1.578241467
STK10	-0.525471807
STX1A	0.219144464
STX4	0.131905735
STXBP1	-1.003249288
STXBP2	-0.295918673
SUPV3L1	0.081587784
SUV39H1	1.564313889
SYK	0.228974208
SYPL1	0.427318335
TARBP1	-0.118709743
TBP	-0.385404319
TBX2	-0.525019765
TBXA2R	0.032429505
TCEA2	0.582196891
VPS72	-0.188527435
TCTA	0.644563258
DYNLT3	-0.929873049
TERT	0.459565639
TESK1	0.618669629
TFAP2A	0.262618959
TFDP1	0.40120542
TGFB3	0.149302572
TGFBR2	0.61794591
TIAM1	0.035286255
TIMP2	0.357032388
TJP1	-0.8341133
TLE1	0.043665733
TLR4	0.220723152
TSPAN6	0.342062324
TSPAN4	-0.40497148
TOP2A	0.289540231
TP53	0.001855236
TP53BP1	-0.462003052
TP53BP2	-0.021011017
TPD52L2	-0.537776828
TPM1	-0.276894778
TSTA3	-0.334561318
TXNRD1	-0.130345464
UBE2A	-0.130930737
UGDH	0.120304629
NR1H2	-0.508107364
USP1	-0.050468944
VDAC1	0.536301255
WFS1	-0.245974511
WRB	0.32689321
XBP1	0.139875799
XPNPEP1	1.023579836
ZFP36	0.212429598
ZNF131	-0.153842092
ZMYM2	-0.77599746
PAX8	-0.198503792
CXCR4	0.404668063
IFRD2	0.096414804
MAPKAPK3	0.198007166
USP7	0.325135261
REEP5	-0.143172309
ST7	-0.284406573
KAT6A	0.097176403
PDHX	0.035944834
FOSL1	-0.429068834
HMGA2	-0.140578926
NCOA3	-0.284079343
NRIP1	-0.086368829
SMC1A	-0.330786139
LAGE3	-0.096722186
AXIN1	-0.329273492
CDC45	0.47763145
FZD1	-0.248443171
FZD7	-0.567840695
HIST2H2BE	-0.144129753
PIP4K2B	0.309326291
NCK2	0.528150797
DYRK3	-0.053326014
DUSP11	-2.474621773
RAE1	-1.939664602
PIK3R3	-0.254185051
NIPSNAP1	-0.4438034
IKBKAP	-0.154459149
HAT1	-1.882371426
MAPKAPK5	-0.786685228
BHLHE40	-0.51661098
MKNK1	-0.602956057
CASK	-0.031317614
AKR7A2	0.557095587
RUVBL1	-0.718204498
PSMG1	-0.592226148
BECN1	-1.295214534
MBTPS1	-0.202127337
EED	0.230119929
CTNNAL1	-0.899221063
RNMT	0.021075267
PEX11A	-0.663430572
CREG1	0.637265086
INPP4B	0.098830886
IQGAP1	-0.152404457
SOCS2	-0.300957948
CFLAR	-0.248812512
CDK5R1	-0.248005182
ST3GAL5	-0.407702625
IER3	-0.08560437
SQSTM1	2.241333246
SLC5A6	-1.317146063
CPNE3	-0.060151666
CCNA1	0.166745126
TIMELESS	0.569818437
P4HA2	0.032845587
PLOD3	-0.126446396
NOL3	-0.366848618
SLC25A14	-0.981453896
MPZL1	-0.253538281
MAP7	-0.801401496
DNAJA3	0.11873664
USP14	-0.112690561
MTA1	-0.471625417
PDLIM1	0.188435346
SMC3	0.103956923
PRPF4	-0.281834811
CCNB2	0.85532856
CCNE2	-0.946963251
SYNGR3	-0.033181347
LPAR2	0.343993247
ARHGEF2	2.753547668
ZW10	-0.297620058
AURKB	0.18491888
VAPB	0.097363912
NOLC1	-1.058259726
UBE2L6	-0.470908672
MAPKAPK2	-0.284512162
CYTH1	-0.165529072
ITGB1BP1	0.674274683
BCL7B	-0.503471673
COPB2	0.410960138
ADGRG1	0.359407365
TM9SF2	0.152753964
MAP4K4	0.377976269
HOMER2	-0.323408425
SH3BP5	-0.62564671
PIGB	0.178004175
PSMF1	-0.173909932
SPTLC2	0.60894084
TBPL1	-0.319382578
BAG3	0.290101707
POLR1C	-0.02159154
SPAG7	1.270819306
FEZ2	0.671116531
IKBKE	0.380045593
MTFR1	-0.094163239
HS2ST1	0.223111838
IPO13	0.471653044
VGLL4	-0.362177789
NUP93	-1.351500511
UBE3C	0.25350827
EDEM1	0.377421737
TRAM2	0.182067424
CEP57	0.377141893
KIAA0100	0.01479628
HERPUD1	-0.229353115
KIAA0355	0.089309745
USP6NL	0.136462033
CCP110	0.316130698
MLEC	-0.354942441
TATDN2	0.677914441
MRPL19	-0.456813812
SCRN1	-0.961650848
EFCAB14	-0.505028486
KEAP1	1.511317492
MELK	0.311179131
PLEKHM1	-0.042151578
C2CD5	-0.081256896
KIAA0753	1.839410305
C2CD2L	0.751008153
TOMM70A	0.182732031
KIAA0196	-0.379638731
KLHL21	0.220731542
ARNT2	-0.452738106
FAM20B	-0.014671575
NCAPD2	1.054430723
PAN2	0.39962703
LPGAT1	0.089910731
KIF14	0.163469374
OXSR1	0.241174653
MVP	0.869272947
DMTF1	-1.335532784
GNPDA1	-1.133692503
HDAC6	0.518921793
PARP2	0.49690187
MAMLD1	0.115442634
DNAJB6	-0.672161818
SMC4	0.115281269
ABCC5	0.488247722
ABCB6	0.986168861
DNM1L	0.216612354
TSPAN3	0.061450027
KIF20A	0.496545613
ARL4C	0.171093166
TRAP1	-0.248810291
G3BP1	0.028201558
MBNL2	-0.07590048
CEBPZ	0.195692062
SLC25A13	-0.778580308
SORBS3	-0.324135959
RBM6	0.80259937
TXNDC9	2.030077457
TRIM13	0.213291749
TRIB1	-0.116399825
MFSD10	-0.926184416
SLC35B1	0.237423822
TIMM17B	1.796179414
AKAP8	0.364022702
STUB1	0.565019667
NET1	0.863636732
SMNDC1	0.229639933
PAK4	0.222948328
TNIP1	0.59504509
IKZF1	-0.688940167
TMEM5	-0.60632813
HMG20B	-0.353878617
MYL9	0.027629003
LYPLA1	-0.474123418
PPIE	-1.099695206
VAV3	0.355030894
LRRC41	-0.358805269
CRTAP	-0.687165201
VAT1	-0.567445993
STK25	0.158674806
APPBP2	-0.110742211
CHERP	-0.221261263
HYOU1	-0.300460935
RPP38	-0.150324851
SLC35A1	-0.050329715
DRAP1	-0.286382467
PAICS	-0.805609286
ST6GALNAC2	0.050585069
STAMBP	-2.775125027
NPRL2	-0.806666613
IGF2BP2	-0.400042415
YKT6	-0.202597052
CGRRF1	0.660919845
RRAGA	0.518586814
GNB5	-0.172191471
EBP	-0.277024508
CNPY3	0.266514599
YME1L1	-0.644540429
TCFL5	-0.095250949
KDM5B	0.419681966
POP4	0.052294381
ARPP19	-0.550845385
ZNF274	0.062752195
MTHFD2	0.220603764
WASF3	0.258079052
UTP14A	-0.119292133
FRS2	0.094564952
CLPX	-0.286966771
PGRMC1	-0.077055044
MALT1	-0.199378029
CPSF4	0.249639124
BLCAP	-0.208311275
TCERG1	-0.297950506
RNPS1	0.129067242
TOMM34	-0.016055837
PDIA5	0.125637472
MLLT11	0.403671324
EBNA1BP2	0.025929382
TMED10	0.296822339
ASCC3	-0.502607822
SLC27A3	0.317372918
KIF2C	0.043247633
CCDC85B	-0.376844227
TLK2	0.207297981
KDELR2	0.749066949
RAB31	-0.050900083
B4GAT1	0.145152032
PAPD7	0.454692304
UBE2C	-0.231927156
DUSP14	2.616995811
TOPBP1	0.056178406
PRSS23	0.401124895
PWP1	-0.411601365
PKIG	0.076755539
CORO1A	-1.184987307
LSM6	0.525351226
PSIP1	0.494550824
SLC2A6	0.088973098
NISCH	-0.092944011
CHEK2	-0.49327597
PRAF2	1.773643017
POLG2	-0.158414274
CHP1	1.92721045
PNKP	0.370093495
ECD	0.262346417
DDX42	0.1015127
TWF2	-0.513066709
CASC3	-0.777543962
COG2	0.744153321
ATF5	0.25705868
MTF2	0.725525081
PUF60	0.241459608
RAB11FIP2	0.027105059
CLSTN1	-0.301748097
FOXJ3	0.25328052
KIAA0907	0.134213537
EPN2	-0.303855181
SACM1L	-0.161911875
ATF6	0.271873683
RPIA	0.333507925
RAB21	1.732220769
SPEN	-0.958106637
FBXO21	0.14085415
RBM34	-0.970545411
WDTC1	-0.621760607
XPO7	0.976877272
TBC1D9B	-0.374401897
RRP1B	0.071453139
MYCBP2	-0.029111192
CDK19	-0.620877385
GPATCH8	-0.431709737
MAST2	-0.142509758
DCUN1D4	0.182375491
FCHO1	0.039107323
SNX13	0.217770562
ATP11B	-0.079426184
JMJD6	-0.891458154
RRS1	0.544009745
RRP12	0.058426067
SYNE2	-0.401585639
PDS5A	-0.285343349
CAMSAP2	-0.043396141
ATMIN	0.288052201
TRIM2	-0.426064938
KIAA1033	1.288651705
USP22	0.163518518
WDR7	1.111611962
JADE2	-0.472526699
ARHGEF12	-0.147338614
PPP1R13B	-2.377149105
RRP8	0.246867925
NUDCD3	0.238832638
SIRT3	-0.441890419
SLC35A3	-0.725815356
ICMT	0.564311922
MACF1	0.841331661
SUZ12	1.185378909
KAT6B	0.12512216
NNT	-0.560648143
ADAT1	1.480169415
TMEM50A	-0.727791429
KLHDC2	0.726416886
ACOT9	0.443386555
SSBP2	0.325486779
NUP62	0.782235622
ARFIP2	-0.245712876
LSM5	0.107323155
PLA2G15	-0.197971195
TMEM2	-0.23441951
ZNF318	0.421242446
FBXO7	0.016326234
SPDEF	0.760235906
BAMBI	0.053921707
BACE2	-0.597388983
COG4	-0.29790616
MPC2	0.325753659
CLIC4	-0.829379737
C2CD2	-0.497110426
TIPARP	1.119500995
TSKU	-0.470515907
RNF167	0.079306334
LRP10	-0.509187102
ZNF451	-0.247793332
SENP6	0.29158783
RAI14	-0.017293561
KIF1BP	0.662436724
TES	-0.299934953
PHGDH	-0.59063518
MYCBP	0.857441366
CHIC2	0.094201155
TIMM9	0.072439186
AKAP8L	-0.129172191
ATP2C1	-0.614466429
TRAPPC3	0.614589572
ATP5S	-1.316157341
TNFRSF21	0.304936171
SESN1	-1.312374353
HTATSF1	-0.674713612
TMEM97	-0.444547534
BZW2	2.680081129
CHMP4A	0.190392971
GTPBP8	0.015404243
DNAJC15	0.53124249
PACSIN3	-0.189381346
RBM15B	-0.534395695
HOOK2	0.486900151
SNX11	0.09431985
TIMM22	0.029610485
NENF	-0.232311726
UBQLN2	-0.065560341
ERO1A	0.017891075
DNTTIP2	0.530226111
PIK3R4	-0.069821551
HDGFRP3	1.599598527
COPS7A	-0.498077542
NSDHL	-0.19929862
HEBP1	-0.169903874
MTERF3	1.320580244
AMDHD2	-0.840094447
ISOC1	0.434933633
MRPS16	-0.000771862
FIS1	-0.301194966
GOLT1B	0.035050742
GLOD4	-0.07152725
GMNN	-0.582050025
LAP3	-2.807713509
NOSIP	-0.542675734
DERA	-0.636569023
SCCPDH	0.508227885
MRPS2	-0.176340908
VPS28	-0.563171566
HSD17B11	0.092858799
NUSAP1	0.236581221
SCAND1	1.928726435
CD320	0.27696389
NGRN	0.241228253
SNX7	-0.450400472
ATP6V1D	-0.408225954
ZNF589	-0.119120896
PRKAG2	-0.047928974
UBE2J1	-1.711792469
EVL	0.826211393
HACD3	0.2974841
UFM1	-0.176078424
LSR	0.916427851
DHRS7	0.503744662
CAB39	-0.12857911
ARID4B	-0.433920056
NUDT9	-0.195940301
CYCS	0.133494198
TERF2IP	0.169035986
GFOD1	-0.875164688
KCTD5	-0.560503721
TMCO1	-0.25595367
DHX29	0.625226915
EXOSC4	-0.3143709
DDIT4	-0.275875807
PAF1	-0.431778312
P4HTM	0.122547418
SLC35F2	0.276852846
ZNF586	0.354158103
FBXL12	-0.252222925
TEX10	0.432932794
YTHDF1	-0.133666918
TXNL4B	0.093511865
HERC6	-0.25215736
PIH1D1	-0.474560559
PPP2R3C	0.572081923
FKBP14	0.12651585
CDCA4	0.235992953
PLEKHJ1	0.550976992
HEATR1	-0.010414959
ANO10	2.523117781
UBR7	-0.231965303
FAIM	-0.260535061
ADI1	0.154605582
ABCF3	-0.35436222
ENOSF1	0.006231908
LRRC16A	-2.107660532
ANKRD10	0.540546715
STAP2	0.640335202
IARS2	0.324605286
NUP133	0.67594105
CNDP2	-0.003261765
FAM63A	3.739244461
KDM3A	0.121505558
PECR	-2.464916468
EAPP	0.444594741
CISD1	-0.375618517
ZNF395	-0.12625061
KLHL9	-0.388640791
NPDC1	0.312727928
TM9SF3	-2.476830244
PAK6	-0.357725233
DUSP22	-0.037035454
ADCK3	0.232726544
CIAPIN1	-0.343172491
PLSCR3	-0.500795305
SCYL3	-0.497349203
LYRM1	0.829749107
ZMIZ1	0.114096366
MCOLN1	0.09884382
THAP11	-0.354053676
ABHD6	-0.242788702
TRIB3	-0.583331108
POLD4	-0.207975969
SQRDL	-3.020328999
ENOPH1	0.114374965
PRUNE	0.346211523
SNX6	0.342972457
FASTKD5	0.417805821
ELAC2	-0.592844963
ABHD4	-0.133615077
MCUR1	0.099673361
RBKS	-0.233046338
ATG3	-0.195189521
NARFL	0.399739981
ZDHHC6	0.40017435
ACBD3	-0.871146441
CERK	0.310122758
NT5DC2	2.831357002
ACD	-0.481741905
INTS3	-0.456503719
TRAK2	-0.661434114
METRN	0.767435431
ELOVL6	0.782873154
TMEM109	-0.332221717
CCDC86	-0.884530187
TRAPPC6A	-0.387470275
CHAC1	0.939427018
MBOAT7	-0.721935153
PRR15L	-0.126633644
CRELD2	0.05849725
FSD1	-0.116195954
TCTN1	-0.062344849
CHMP6	0.635899246
NPEPL1	-0.057078958
FAM57A	0.293392986
NUP85	-0.104342438
TCEAL4	-0.168595701
DHDDS	0.584010363
DENND2D	0.270478517
FBXO11	0.027970918
CCDC92	-0.421747446
COASY	-0.615901351
WDR61	-1.353329062
TSEN2	0.82446909
PRR7	0.08295548
ITFG1	0.821078897
GDPD5	-0.413976073
GRWD1	0.171510905
ARID5B	-0.173267841
TUBB6	-0.135082811
PSRC1	0.870227575
ADO	-0.334056497
HIST1H2BK	-0.475832224
MICALL1	0.148582608
UBE3B	-0.697469831
HN1L	0.496716499
SLC25A46	0.096678257
COG7	-0.816844344
MAPK1IP1L	0.226311848
TBC1D31	-0.458141297
H2AFV	-0.035673611
RPL39L	-0.222228229
CANT1	0.089119069
WIPF2	-0.71032095
TICAM1	-0.324607491
TXLNA	-0.618699849
SPRED2	-0.645350277
EML3	0.064298674
TMEM110	-0.333298087
FAM69A	0.472522795
