Gene_Id	YC-1_HEPG2_24 h_20 µM
GAPDH	9.101572037
GATA2	1.183645487
GATA3	0.940466464
GFPT1	0.054508582
GHR	1.16010952
GLI2	-0.414144814
GLRX	0.722780108
GNA11	4.958842278
GNA15	1.795511842
GNAI1	-2.60549283
GNAI2	0.796667993
GNAS	0.661709428
SFN	-0.58537823
GPC1	0.489779264
GPER1	-2.086177826
GRB7	1.344564676
GRB10	-1.036367416
GRN	1.32229197
NR3C1	-0.651049197
CXCL2	2.684687138
GSTM2	0.756547332
GSTZ1	-3.44787097
MSH6	-2.438012838
GTF2A2	-4.430083752
GTF2E2	-4.107782364
HSD17B10	2.281723499
HADH	-1.787529945
HDAC2	2.236332417
HIF1A	7.890668869
HK1	3.601753235
HLA-DMA	2.866417885
HLA-DRA	-2.797279358
HMGCR	0.021848872
HMGCS1	6.104750633
HMOX1	-6.62320137
HOXA5	-0.103375673
HOXA10	-0.820333481
HPRT1	4.709784508
HES1	1.041103125
DNAJB2	1.306617379
HSPA1A	-2.254223824
HSPA4	-1.992934227
HSPA8	1.591616154
HSPB1	-2.51630044
HSPD1	-1.016667604
DNAJB1	-1.628731728
ICAM1	2.95501709
ICAM3	-2.321868896
ID2	-5.774706841
IDE	0.620577872
IFNAR1	1.429443717
IGF1R	-2.432564735
IGF2R	-4.374313831
IGFBP3	-0.141963422
IGHMBP2	-0.889532268
IKBKB	0.64232409
IL1B	1.823832989
IL4R	-5.154419422
IL13RA1	0.849923134
ILK	0.485127181
INPP1	-1.354363322
INSIG1	-6.452894211
ITGAE	-0.719310641
ITGB5	-2.728300095
JUN	-4.58151865
KCNK1	-0.721909046
KIF5C	-5.987847328
KIT	-7.656601429
KTN1	-3.331548691
LAMA3	0.625668705
STMN1	1.483206034
LBR	2.100436211
LGALS8	4.056928635
LIG1	-1.625128746
LIPA	-1.564601183
LOXL1	0.635989726
LRPAP1	-3.522886038
LYN	-8.662439346
SMAD3	2.386205673
MAN2B1	0.746621728
MAT2A	2.263917446
MBNL1	-3.432795525
MCM3	-2.428050995
ME2	1.652973175
MEF2C	-3.242392063
MAP3K4	-2.962944031
MEST	5.385408401
MIF	0.190124333
FOXO4	-3.392090797
MMP1	0.448953956
MMP2	-2.0913167
MNAT1	0.996143579
MSRA	-6.422044754
MUC1	-3.840391636
MYBL2	-1.098851085
MYC	9.19525528
GADD45B	-5.403903484
MYLK	5.363093376
MYO10	-0.551461697
NCK1	0.623602271
NFATC3	-3.548157215
NFATC4	-1.839059114
NFE2L2	4.475553036
NFIL3	-1.476922274
NFKB2	-2.44778347
NFKBIA	0.407314599
NFKBIB	1.04723835
NFKBIE	-2.656077862
NIT1	-1.480123281
NMT1	0.442297757
NOS3	4.761650085
CNOT4	-4.456262589
NOTCH1	-0.399653524
PNP	4.275012016
NPC1	-4.947780609
SLC11A2	3.764744759
NRAS	-0.032590926
NUCB2	2.476585865
NUP88	-1.356288552
NVL	-0.95267415
ORC1	1.012749076
OXA1L	-2.009114265
OXCT1	0.71872443
PAFAH1B1	-2.302837372
PAFAH1B3	-4.960465431
SERPINE1	0.72532475
PAK1	-2.163569927
PCBD1	-1.439359427
PCCB	0.212138414
PCK2	1.719566107
PCM1	-2.897699833
PCMT1	-0.232193083
PCNA	1.579138875
PDGFA	0.1872942
PFKL	2.386432648
PGAM1	3.223062038
PGM1	8.263238907
PHKA1	0.36053586
PHKB	1.417746663
PHKG2	0.294176847
PIK3C2B	-5.697933674
PIK3C3	-2.881123304
PIK3CA	2.718330383
PIN1	3.266510248
PLA2G4A	-1.010273099
PLCB3	-1.73577106
PLK1	-1.247810721
PLP2	-0.513816714
PLS1	3.009902239
PLSCR1	3.25515604
PMAIP1	-2.173997164
PMM2	3.223818302
POLB	-4.240436554
POLE2	0.524505079
POLR2I	7.054794312
POLR2K	4.139819145
PPARD	2.016083241
PPARG	1.631960034
PPIC	0.512057424
PPOX	7.384805202
PPP2R5A	-1.480689168
PPP2R5E	3.596094608
PRCP	-1.689254403
PRKACA	2.931472778
PRKCD	-0.106784225
PRKCH	-3.080407619
PRKCQ	1.077131748
MAPK9	-1.660626531
MAPK13	1.114048958
MAP2K5	-2.113854408
PRKX	1.553139448
PROS1	-0.929344416
LGMN	0.025255514
HTRA1	-2.915822506
PSMB8	-1.414972305
PSMB10	-2.448922873
PSMD2	-1.102053165
PSMD4	-1.770599961
PSMD9	-2.206240177
PSMD10	-2.962627888
PSME1	-0.52062583
PSME2	4.649435043
PTGS2	0.768464923
PTK2	-0.113663793
PTPN1	-2.542580843
PTPN6	1.806799173
PTPN12	-0.35249263
PTPRC	-2.853173494
PTPRF	3.432471514
PTPRK	-3.859320402
PXMP2	-0.623729348
PXN	-0.925869942
PYCR1	-2.048307657
PYGL	2.012257576
RAB4A	6.013224125
RAB27A	-3.229245901
RAC2	-3.27294302
RAD9A	-2.358907938
RAD51C	0.382473588
MOK	1.758607864
RALA	3.753813267
RALB	-2.772429943
RALGDS	0.173750192
RAP1GAP	0.940748155
RASA1	0.755472422
RB1	2.105645895
KDM5A	0.636175871
RELB	-6.958380699
RFC2	0.77691561
RFC5	-0.710204601
RFNG	-6.164396763
RFX5	-3.705180883
RGS2	-1.47416234
RHEB	-1.549463868
RNH1	0.46934247
RPA1	-4.585176468
RPA2	4.485620022
RPA3	0.551375031
MRPL12	-5.750858307
RPN1	-2.644626141
RPS5	3.195539713
RPS6	-0.146012962
RPS6KA1	1.329717517
RSU1	1.453490615
RTN2	0.335935801
S100A4	7.998703003
S100A13	1.617707133
SATB1	1.929318905
SCP2	-0.099676736
CCL2	0.927244425
SDHB	-0.999239564
SGCB	1.950110793
SHB	-0.937322617
SHC1	1.566784978
SKIV2L	0.639349461
SKP1	1.221162081
SLC1A4	1.471641779
SMARCA4	1.744576216
SMARCC1	-3.746270418
SMARCD2	3.792089462
SNAP25	-1.703725815
SNCA	-0.93785131
SOX2	-0.383580208
SOX4	3.83637476
SPAG4	-0.896210968
SPP1	-2.807097197
SPR	-1.617941022
SPTAN1	-0.63876164
SRC	-0.459541857
STAT1	4.077252865
STAT3	3.309836149
STAT5B	0.471098125
AURKA	-1.457962751
STK10	2.676460981
STX1A	1.19717598
STX4	-3.162441731
STXBP1	-3.089766979
STXBP2	-2.56382513
SUPV3L1	3.956334114
SUV39H1	-9.761529922
SYK	2.107446671
SYPL1	0.577938318
TARBP1	0.451962382
TBP	1.172439814
TBX2	3.989229679
TBXA2R	5.814659595
TCEA2	-7.448855877
VPS72	0.463344574
TCTA	0.432010293
DYNLT3	-1.568246126
TERT	-7.246541023
TESK1	5.349086761
TFAP2A	-2.405548811
TFDP1	-3.346621513
TGFB3	-0.24216859
TGFBR2	-7.912837505
TIAM1	-1.398211479
TIMP2	-2.414973497
TJP1	5.771823883
TLE1	-5.382483482
TLR4	-2.827400208
TSPAN6	1.51168704
TSPAN4	-2.855939627
TOP2A	0.452749521
TP53	3.295077085
TP53BP1	-4.656997681
TP53BP2	2.252988815
TPD52L2	-1.64831233
TPM1	0.546836972
TSTA3	-4.194633007
TXNRD1	5.498429775
UBE2A	2.519833565
UGDH	-1.218946815
NR1H2	-3.324503183
USP1	-0.070721924
VDAC1	-0.194976747
WFS1	-4.567052364
WRB	4.101176262
XBP1	1.55140245
XPNPEP1	0.148458838
ZFP36	-1.949938297
ZNF131	1.771573544
ZMYM2	1.589871883
PAX8	0.200841844
CXCR4	0.624648154
IFRD2	1.614945173
MAPKAPK3	3.712984085
USP7	0.078667954
REEP5	-0.278253317
ST7	0.265019894
KAT6A	-0.37067154
PDHX	-2.926831245
FOSL1	0.41640982
HMGA2	-0.983776689
NCOA3	-2.886155128
NRIP1	-1.796904564
SMC1A	1.443388224
LAGE3	0.223060027
AXIN1	-2.554354906
CDC45	-2.168359518
FZD1	1.36953783
FZD7	1.316149831
HIST2H2BE	3.034436226
PIP4K2B	-1.066862822
NCK2	-6.132902622
DYRK3	-7.531591415
DUSP11	-4.182557583
RAE1	0.023533329
PIK3R3	-0.365374237
NIPSNAP1	1.779699326
IKBKAP	-2.190066338
HAT1	-1.535394788
MAPKAPK5	2.86525774
BHLHE40	1.387987137
MKNK1	-0.406151205
CASK	2.555935383
AKR7A2	1.13153863
RUVBL1	6.653097153
PSMG1	0.849382162
BECN1	2.850731373
MBTPS1	-4.61308527
EED	-3.852370024
CTNNAL1	0.523454905
RNMT	1.698176742
PEX11A	3.14626193
CREG1	-0.232059225
INPP4B	-3.298065901
IQGAP1	-0.484718561
SOCS2	1.23848331
CFLAR	-0.042682409
CDK5R1	-3.393141747
ST3GAL5	1.388128519
IER3	-7.488921642
SQSTM1	1.899883986
SLC5A6	-1.318261862
CPNE3	-2.051130295
CCNA1	3.001456261
TIMELESS	-3.524138927
P4HA2	2.773544788
PLOD3	2.728356838
NOL3	2.782094955
SLC25A14	-3.511632442
MPZL1	-3.542269707
MAP7	8.195406914
DNAJA3	-0.528399825
USP14	-2.870412111
MTA1	10.00000095
PDLIM1	1.41069603
SMC3	2.930058479
PRPF4	1.363016129
CCNB2	-4.528318405
CCNE2	2.25919199
SYNGR3	2.293521643
LPAR2	2.288060665
ARHGEF2	0.8293221
ZW10	2.84744525
AURKB	0.377398908
VAPB	-1.470520139
NOLC1	-5.109259605
UBE2L6	-0.339787126
MAPKAPK2	0.483864337
CYTH1	1.326909423
ITGB1BP1	-2.600588322
BCL7B	2.377666473
COPB2	-0.704541266
ADGRG1	0.233943641
TM9SF2	3.350312948
MAP4K4	-0.842874706
HOMER2	-7.928398132
SH3BP5	-1.457998753
PIGB	0.674438655
PSMF1	5.341059208
SPTLC2	0.851817071
TBPL1	1.537221193
BAG3	-2.414771557
POLR1C	-1.612460494
SPAG7	-1.333421707
FEZ2	-0.165476263
IKBKE	-2.394692898
MTFR1	-5.102809906
HS2ST1	0.73729372
IPO13	1.317764521
VGLL4	-3.801114798
NUP93	-0.131781206
UBE3C	1.549764752
EDEM1	1.571243882
TRAM2	0.339374304
CEP57	-0.394884646
KIAA0100	-1.63794601
HERPUD1	1.268692255
KIAA0355	0.210858256
USP6NL	3.315137863
CCP110	-3.270030499
MLEC	-3.095383406
TATDN2	0.009412304
MRPL19	-0.488755703
SCRN1	0.606211126
EFCAB14	-2.322630167
KEAP1	-0.061277196
MELK	-0.145323247
PLEKHM1	0.410945535
C2CD5	0.054803744
KIAA0753	6.661748886
C2CD2L	2.338440418
TOMM70A	-3.607575417
KIAA0196	0.733577788
KLHL21	0.732783496
ARNT2	-1.805158615
FAM20B	7.328939915
NCAPD2	-0.349625289
PAN2	3.320398569
LPGAT1	3.981312275
KIF14	1.513547421
OXSR1	-4.230210304
MVP	0.73699075
DMTF1	-1.838351727
GNPDA1	0.720784783
HDAC6	0.641304553
PARP2	-4.310303688
MAMLD1	0.375962317
DNAJB6	1.981194258
SMC4	1.988874197
ABCC5	2.303002834
ABCB6	-0.186096996
DNM1L	2.415045261
TSPAN3	-0.249430358
KIF20A	-0.585774064
ARL4C	-1.877065539
TRAP1	3.627205133
G3BP1	2.67276597
MBNL2	-0.033147387
CEBPZ	0.452809483
SLC25A13	0.190786153
SORBS3	0.944930792
RBM6	2.370439768
TXNDC9	-1.837562442
TRIM13	1.671467423
TRIB1	-0.802974224
MFSD10	2.589608669
SLC35B1	0.253474474
TIMM17B	-2.418125629
AKAP8	7.091361523
STUB1	2.489803791
NET1	2.92150116
SMNDC1	2.585542679
PAK4	-1.49683249
TNIP1	1.282270432
IKZF1	0.481490076
TMEM5	-0.296778917
HMG20B	-0.25627771
MYL9	-2.499689817
LYPLA1	-2.608342648
PPIE	-0.540459752
VAV3	-0.587635756
LRRC41	3.626353741
CRTAP	-0.267889202
VAT1	-1.534924269
STK25	1.057674408
APPBP2	4.576658726
CHERP	-0.345732808
HYOU1	0.019416869
RPP38	2.379771471
SLC35A1	-0.687073231
DRAP1	-2.038191319
PAICS	-4.228848457
ST6GALNAC2	-1.058941245
STAMBP	-0.845382512
NPRL2	5.377217293
IGF2BP2	-0.022240467
YKT6	-0.165411025
CGRRF1	-0.098153435
RRAGA	1.497016311
GNB5	2.45029068
EBP	1.873875499
CNPY3	-0.403241307
YME1L1	-3.91644907
TCFL5	0.331211805
KDM5B	1.037948728
POP4	-0.850820243
ARPP19	-0.559791923
ZNF274	-0.482773513
MTHFD2	-5.810978413
WASF3	0.974851489
UTP14A	-2.819953203
FRS2	0.000464449
CLPX	-3.332850456
PGRMC1	-2.558477402
MALT1	-0.361714303
CPSF4	0.963573039
BLCAP	0.50940609
TCERG1	2.051015854
RNPS1	0.249692723
TOMM34	-2.986119032
PDIA5	4.908761024
MLLT11	2.087310791
EBNA1BP2	2.837784767
TMED10	-2.90538168
ASCC3	-1.444990754
SLC27A3	-0.828977346
KIF2C	-6.828305244
CCDC85B	-2.744088173
TLK2	-4.533995628
KDELR2	6.196291924
RAB31	-1.226673603
B4GAT1	2.980176449
PAPD7	1.838915825
UBE2C	2.123904705
DUSP14	-3.799425125
TOPBP1	0.849774837
PRSS23	1.022671342
PWP1	-0.811381936
PKIG	-0.200089842
CORO1A	0.628525496
LSM6	-2.060208797
PSIP1	-3.703290462
SLC2A6	0.30642584
NISCH	-6.493525505
CHEK2	-2.980698109
PRAF2	-3.121266365
POLG2	0.24705562
CHP1	1.034432173
PNKP	3.204165459
ECD	-0.643539965
DDX42	-1.453133106
TWF2	7.657606125
CASC3	0.085374311
COG2	-0.462762237
ATF5	-1.784882188
MTF2	1.257553816
PUF60	1.2079283
RAB11FIP2	-1.741401434
CLSTN1	-0.159536541
FOXJ3	-2.071489811
KIAA0907	-2.953735828
EPN2	-0.943313897
SACM1L	-1.96828115
ATF6	-3.876466036
RPIA	1.964009523
RAB21	0.222518981
SPEN	-0.556800067
FBXO21	-2.322548389
RBM34	1.351247668
WDTC1	3.759845734
XPO7	-0.655366659
TBC1D9B	6.200874329
RRP1B	-0.650133371
MYCBP2	-0.994326711
CDK19	-1.639119625
GPATCH8	0.69127667
MAST2	6.783219337
DCUN1D4	5.572706223
FCHO1	2.825492859
SNX13	-0.795607686
ATP11B	3.983338833
JMJD6	3.284235954
RRS1	1.875936031
RRP12	2.687751293
SYNE2	2.176317453
PDS5A	6.260981083
CAMSAP2	-0.864492416
ATMIN	6.764831066
TRIM2	-3.586819172
KIAA1033	0.876959562
USP22	4.334672928
WDR7	-2.075708866
JADE2	-8.076184273
ARHGEF12	0.084923163
PPP1R13B	-1.009494185
RRP8	-1.295095444
NUDCD3	-3.256570816
SIRT3	2.684798241
SLC35A3	-4.255463123
ICMT	-0.081318878
MACF1	-0.139001012
SUZ12	0.305164278
KAT6B	-1.487760544
NNT	1.053545833
ADAT1	-0.202096075
TMEM50A	0.201237425
KLHDC2	-2.336730242
ACOT9	1.98608315
SSBP2	-1.967692375
NUP62	0.243049756
ARFIP2	-0.260061115
LSM5	-1.600708246
PLA2G15	-5.744351864
TMEM2	0.131137654
ZNF318	2.682845354
FBXO7	-0.026201189
SPDEF	-2.212347984
BAMBI	0.906064689
BACE2	-4.207704067
COG4	5.813448906
MPC2	-1.285809755
CLIC4	4.456017971
C2CD2	-6.287025452
TIPARP	2.867010832
TSKU	0.579158068
RNF167	-4.542333603
LRP10	0.973559141
ZNF451	-0.467907667
SENP6	4.481620312
RAI14	4.017083168
KIF1BP	2.52233696
TES	5.85690546
PHGDH	1.112815738
MYCBP	5.52009058
CHIC2	3.679802656
TIMM9	-3.095840454
AKAP8L	5.068583965
ATP2C1	-6.945785522
TRAPPC3	-1.021273732
ATP5S	-4.30956316
TNFRSF21	4.957597733
SESN1	-3.517787933
HTATSF1	0.434675783
TMEM97	4.628693104
BZW2	-1.895280361
CHMP4A	1.263777018
GTPBP8	0.804663002
DNAJC15	-0.153068513
PACSIN3	-2.958745003
RBM15B	0.960389555
HOOK2	-1.83010602
SNX11	1.031925559
TIMM22	-1.690343857
NENF	-3.150655985
UBQLN2	-1.639071703
ERO1A	-1.509348989
DNTTIP2	-0.039999321
PIK3R4	-3.44661212
HDGFRP3	-9.623842239
COPS7A	0.872655571
NSDHL	0.035097979
HEBP1	-1.049405336
MTERF3	1.290402412
AMDHD2	-2.585283995
ISOC1	-1.063269734
MRPS16	6.676821232
FIS1	2.871934414
GOLT1B	4.839853287
GLOD4	0.452667058
GMNN	0.014540419
LAP3	0.475729436
NOSIP	-2.097821712
DERA	-1.283540249
SCCPDH	-0.571178436
MRPS2	3.413817883
VPS28	-4.798798084
HSD17B11	5.887392521
NUSAP1	1.856097341
SCAND1	2.67516613
CD320	0.375585079
NGRN	0.917255998
SNX7	1.238878489
ATP6V1D	3.554285526
ZNF589	3.692267418
PRKAG2	-1.170677304
UBE2J1	-4.473326683
EVL	-2.733693361
HACD3	6.301784515
UFM1	0.409772456
LSR	-0.341463745
DHRS7	-1.143400669
CAB39	1.026934266
ARID4B	-6.461087227
NUDT9	0.702546656
CYCS	-0.284342915
TERF2IP	-5.471328735
GFOD1	1.385327697
KCTD5	-1.00977397
TMCO1	0.078484677
DHX29	-1.43043685
EXOSC4	-1.426360369
DDIT4	-0.900294185
PAF1	-1.537149906
P4HTM	0.374317169
SLC35F2	-0.568076134
ZNF586	3.529272318
FBXL12	1.428933382
TEX10	0.931805015
YTHDF1	4.696504116
TXNL4B	-1.858748436
HERC6	4.07768631
PIH1D1	1.186425924
PPP2R3C	0.868528962
FKBP14	-0.369450331
CDCA4	0.061127257
PLEKHJ1	-1.35969913
HEATR1	-3.356226921
ANO10	3.04569602
UBR7	-1.287079096
FAIM	-0.45626983
ADI1	2.482940674
ABCF3	0.306914181
ENOSF1	0.921161771
LRRC16A	-1.219268799
ANKRD10	-1.270383835
STAP2	3.96396327
IARS2	1.059057474
NUP133	-2.647957325
CNDP2	-0.9694677
FAM63A	-0.244587123
KDM3A	0.045556974
PECR	2.55955267
EAPP	2.704324722
CISD1	-0.255000472
ZNF395	-1.77263999
KLHL9	1.229567766
NPDC1	1.332084537
TM9SF3	-1.381838799
PAK6	-3.288570642
DUSP22	0.462281227
ADCK3	-0.303067207
CIAPIN1	8.91076088
PLSCR3	1.795560956
SCYL3	-0.354202658
LYRM1	5.111528873
ZMIZ1	-0.699435294
MCOLN1	-3.716310501
THAP11	1.103644967
ABHD6	1.430457115
TRIB3	-0.984713972
POLD4	-6.91077137
SQRDL	-0.973134279
ENOPH1	-1.329923153
PRUNE	-4.021818161
SNX6	3.550339937
FASTKD5	-2.28038168
ELAC2	0.537412167
ABHD4	-6.098425388
MCUR1	2.572584629
RBKS	-5.770748138
ATG3	1.242384911
NARFL	6.793526173
ZDHHC6	1.591825485
ACBD3	0.025324479
CERK	1.686259031
NT5DC2	-5.241057396
ACD	0.061379001
INTS3	1.842167377
TRAK2	4.048703671
METRN	1.977654815
ELOVL6	4.045780659
TMEM109	3.974225521
CCDC86	0.143964559
TRAPPC6A	-2.2984097
CHAC1	0.079779267
MBOAT7	0.993292332
PRR15L	-3.119544983
CRELD2	4.069890499
FSD1	-3.525117397
TCTN1	-2.841455698
CHMP6	-7.758232594
NPEPL1	0.013309639
FAM57A	-4.606440544
NUP85	0.719397008
TCEAL4	-3.072952271
DHDDS	-6.633964539
DENND2D	-3.289649248
FBXO11	-5.175010204
CCDC92	-0.069185033
COASY	-3.050670624
WDR61	-0.526116729
TSEN2	-3.691476345
PRR7	-2.283440828
ITFG1	1.499726415
GDPD5	1.421427011
GRWD1	-4.503120422
ARID5B	-0.090808079
TUBB6	-5.900110245
PSRC1	2.477642536
ADO	-7.543534756
HIST1H2BK	3.633623123
MICALL1	1.685625315
UBE3B	-1.341678619
HN1L	2.130331278
SLC25A46	3.00932312
COG7	-0.576023996
MAPK1IP1L	2.468961954
TBC1D31	-0.139119208
H2AFV	0.468243748
RPL39L	-1.807884216
CANT1	-3.725297451
WIPF2	-2.175209761
TICAM1	-0.922107697
TXLNA	0.210215062
SPRED2	-1.723077774
EML3	-0.197385281
TMEM110	-0.179495782
FAM69A	1.869736314
