Gene_Id	geldanamycin_HEPG2_24 h_0.04 µM
NOLC1	-0.842479318
UBE2L6	1.023351073
MAPKAPK2	-0.295863705
CYTH1	-0.571455061
ITGB1BP1	-2.428892255
BCL7B	2.287068725
COPB2	0.682431534
ADGRG1	-0.793607444
TM9SF2	2.383604944
MAP4K4	-0.57147786
HOMER2	-0.837777644
SH3BP5	0.246743858
PIGB	2.617566288
PSMF1	1.644389451
SPTLC2	0.854700327
TBPL1	-1.016831458
BAG3	-1.607370973
POLR1C	-0.050946411
SPAG7	-1.768841445
FEZ2	-3.438691616
IKBKE	-3.277362108
MTFR1	-1.568989962
HS2ST1	-0.901535541
IPO13	2.535456538
VGLL4	0.971487172
NUP93	2.1353935
UBE3C	1.348765492
EDEM1	-1.359673142
TRAM2	-0.0494048
CEP57	-0.64471063
KIAA0100	0.469008058
HERPUD1	-6.025080442
KIAA0355	-0.723655611
USP6NL	-0.609011918
CCP110	-0.004723951
MLEC	-0.130398009
TATDN2	-4.638063908
MRPL19	-1.001743793
SCRN1	1.501998723
EFCAB14	2.832344294
KEAP1	-2.96452117
MELK	1.575776398
PLEKHM1	-1.321573257
C2CD5	-1.235645294
KIAA0753	1.787291586
C2CD2L	2.119529843
TOMM70A	3.18219018
KIAA0196	-0.844674021
KLHL21	-2.330826879
ARNT2	-1.597767174
FAM20B	2.690734506
NCAPD2	-0.469083831
PAN2	0.355921686
LPGAT1	1.844588995
KIF14	2.958435893
OXSR1	2.395780087
MVP	0.126230922
DMTF1	1.908049941
GNPDA1	1.021189541
HDAC6	-2.753245473
PARP2	2.562698722
MAMLD1	-0.876388296
DNAJB6	-3.912317038
SMC4	1.625147581
ABCC5	1.844774604
ABCB6	-0.595074493
DNM1L	-0.701874256
TSPAN3	1.330307662
KIF20A	-2.993459791
ARL4C	-0.79503864
TRAP1	-1.25070554
G3BP1	-7.935546637
MBNL2	-0.671309531
CEBPZ	-2.507637024
SLC25A13	-1.398398936
SORBS3	-1.499703109
RBM6	-2.92192018
TXNDC9	2.069902182
TRIM13	2.819572449
TRIB1	-2.037077725
MFSD10	-1.115493208
SLC35B1	-1.414989293
TIMM17B	-2.249262094
AKAP8	0.935423911
STUB1	0.373890951
NET1	1.228478298
SMNDC1	-0.771207303
PAK4	-2.031390667
TNIP1	1.423281431
IKZF1	-3.596000552
TMEM5	-2.025728583
HMG20B	-0.565258831
MYL9	-2.279468298
LYPLA1	-0.590948939
PPIE	-0.113648936
VAV3	0.798948407
LRRC41	1.238366902
CRTAP	-0.177337263
VAT1	-3.071860671
STK25	-0.72817798
APPBP2	1.20334816
CHERP	1.659496725
HYOU1	1.81675297
RPP38	4.065180063
SLC35A1	-5.119979382
DRAP1	1.146530509
PAICS	-2.783246636
ST6GALNAC2	0.006630331
STAMBP	-3.589522958
NPRL2	0.448428974
IGF2BP2	0.715358675
YKT6	-0.213311493
CGRRF1	-2.853445888
RRAGA	0.228716195
GNB5	0.160131052
EBP	1.598698139
CNPY3	-0.392499432
YME1L1	1.973344684
TCFL5	-1.782331109
KDM5B	-2.252170086
POP4	0.321439758
ARPP19	-2.116705239
ZNF274	-2.968442678
MTHFD2	-5.092207909
WASF3	-0.153706193
UTP14A	-0.155802337
FRS2	0.389811754
CLPX	-0.764087185
PGRMC1	0.184651814
MALT1	-0.94860366
CPSF4	0.261974216
BLCAP	2.212213516
TCERG1	-4.572868705
RNPS1	0.526250023
TOMM34	0.743667126
PDIA5	1.520031214
MLLT11	2.112714589
EBNA1BP2	-0.096151173
TMED10	-0.901269555
ASCC3	-1.086803496
SLC27A3	-4.000581145
KIF2C	-2.830298901
CCDC85B	0.092130452
TLK2	-0.176831614
KDELR2	1.180211723
RAB31	-1.446305215
B4GAT1	0.569276452
PAPD7	4.145593643
UBE2C	2.011997283
DUSP14	1.040304042
TOPBP1	0.367689162
PRSS23	-1.892445028
PWP1	-2.272911429
PKIG	0.762913778
CORO1A	5.109620094
LSM6	-0.930138588
PSIP1	1.161680192
SLC2A6	0.732030571
NISCH	-0.671646535
CHEK2	-0.26370579
PRAF2	-4.420271516
POLG2	-0.037301242
CHP1	0.488209188
PNKP	-1.582901061
ECD	0.336125199
DDX42	4.473095894
TWF2	2.188313842
CASC3	2.364627719
COG2	-1.005366266
ATF5	0.283087566
MTF2	1.978263259
PUF60	-1.050146371
RAB11FIP2	0.387651622
CLSTN1	2.023375511
FOXJ3	-4.449363708
KIAA0907	0.155862242
EPN2	1.381037772
SACM1L	0.795433309
ATF6	3.140452504
RPIA	1.545249134
RAB21	-1.583206534
SPEN	-3.665268302
FBXO21	-1.085421175
RBM34	0.204054892
WDTC1	1.590096593
XPO7	-3.647121668
TBC1D9B	2.023211479
RRP1B	2.205260038
MYCBP2	-1.876530826
CDK19	-6.655597925
GPATCH8	4.405248165
MAST2	2.03729099
DCUN1D4	1.64232558
FCHO1	1.783410907
SNX13	0.61353308
ATP11B	-1.10786128
JMJD6	-0.095023692
RRS1	0.176518053
RRP12	-1.514052808
SYNE2	0.530017659
PDS5A	2.102624595
CAMSAP2	0.02251929
ATMIN	2.157343984
TRIM2	4.469705224
KIAA1033	-0.391235687
USP22	2.07892108
WDR7	1.595254898
JADE2	-2.693181634
ARHGEF12	0.841696113
PPP1R13B	0.083251625
RRP8	-3.403185964
NUDCD3	-2.223677337
SIRT3	-0.633950055
SLC35A3	-0.561525375
ICMT	3.674536943
MACF1	2.253992677
SUZ12	-2.345174432
KAT6B	-2.701961696
NNT	-0.997034103
ADAT1	0.050931334
TMEM50A	-3.045794368
KLHDC2	2.414296687
ACOT9	1.712009847
SSBP2	-0.016149879
NUP62	4.992352724
ARFIP2	0.849500746
LSM5	-1.516967326
PLA2G15	3.004216552
TMEM2	0.404084563
ZNF318	0.964014113
FBXO7	-0.983856924
SPDEF	0.14703542
BAMBI	1.065287948
BACE2	-2.84002769
COG4	1.251675725
MPC2	-4.39580822
CLIC4	-0.758091405
C2CD2	4.49097085
TIPARP	-2.122400939
TSKU	-0.058426812
RNF167	-1.373218596
LRP10	1.29703629
ZNF451	-2.175660431
SENP6	1.020927429
RAI14	0.933234476
KIF1BP	0.686524898
TES	2.341420412
PHGDH	3.065911293
MYCBP	1.990147829
CHIC2	0.555473194
TIMM9	-8.354128122
AKAP8L	-0.112495422
ATP2C1	0.32919997
TRAPPC3	0.431428954
ATP5S	-2.832833886
TNFRSF21	-1.338289231
SESN1	1.521253884
HTATSF1	-0.6850923
TMEM97	1.293831125
BZW2	6.804970741
CHMP4A	-0.317302287
GTPBP8	0.668919057
DNAJC15	-1.577654123
PACSIN3	-0.679141536
RBM15B	-1.396873415
HOOK2	-3.539897084
SNX11	-1.367332399
TIMM22	1.351913512
NENF	-2.605257511
UBQLN2	1.483314365
ERO1A	-0.060146585
DNTTIP2	1.490577459
PIK3R4	5.569132566
HDGFRP3	0.266148075
COPS7A	0.258423805
NSDHL	-5.497328281
HEBP1	-0.944550365
MTERF3	0.266276941
AMDHD2	2.644369304
ISOC1	2.240945637
MRPS16	1.331771642
FIS1	1.071543273
GOLT1B	4.935326338
GLOD4	1.184233189
GMNN	-0.383863881
LAP3	-2.016608402
NOSIP	-0.79485669
DERA	3.629416704
SCCPDH	-1.015439868
MRPS2	1.54709971
VPS28	2.754767299
HSD17B11	0.760541841
NUSAP1	2.011600137
SCAND1	0.270786881
CD320	2.350755334
NGRN	-1.076445311
SNX7	0.608444989
ATP6V1D	-3.814066172
ZNF589	0.576501191
PRKAG2	-4.488940239
UBE2J1	2.350657463
EVL	-1.162577808
HACD3	1.862038434
UFM1	0.320869654
LSR	0.377879709
DHRS7	-0.805874974
CAB39	1.288173556
ARID4B	0.183071926
NUDT9	-3.004182816
CYCS	-3.489271045
TERF2IP	-3.589455009
GFOD1	-0.784799546
KCTD5	0.809803188
TMCO1	0.064762466
DHX29	2.003473282
EXOSC4	-1.733419538
DDIT4	-1.980132341
PAF1	-0.838123411
P4HTM	1.43469736
SLC35F2	0.047189504
ZNF586	0.217557937
FBXL12	1.939123482
TEX10	2.061526001
YTHDF1	2.231532633
TXNL4B	0.339251563
HERC6	1.48022294
PIH1D1	1.317467488
PPP2R3C	-4.067024946
FKBP14	-4.664602757
CDCA4	-5.272456408
PLEKHJ1	-3.009125829
HEATR1	-2.094422162
ANO10	1.986499548
UBR7	-0.481754243
FAIM	-0.165420592
ADI1	1.320539549
ABCF3	4.64164257
ENOSF1	-1.575317562
LRRC16A	-2.719913244
ANKRD10	-1.949823499
STAP2	3.724134862
IARS2	2.072873071
NUP133	2.842823386
CNDP2	-0.047029063
FAM63A	1.634598464
KDM3A	-1.131656796
PECR	-1.542076036
EAPP	-1.416966185
CISD1	-0.756864071
ZNF395	-0.76819621
KLHL9	1.394050211
NPDC1	0.765098125
TM9SF3	4.048281372
PAK6	1.694376349
DUSP22	0.469639331
ADCK3	-0.084475759
CIAPIN1	1.990068316
PLSCR3	-0.236061752
SCYL3	0.817018926
LYRM1	1.361566097
ZMIZ1	-3.97212708
MCOLN1	0.326350961
THAP11	-3.097977042
ABHD6	1.679769635
TRIB3	1.222848058
POLD4	3.940968156
SQRDL	-1.657250762
ENOPH1	1.342945039
PRUNE	0.490557596
SNX6	1.211490341
FASTKD5	-3.141741872
ELAC2	-2.050749779
ABHD4	2.093645334
MCUR1	1.169401586
RBKS	-0.202425793
ATG3	1.121993363
NARFL	1.915576339
ZDHHC6	1.779162288
ACBD3	-0.526213408
CERK	0.322245821
NT5DC2	2.689959407
ACD	0.371946459
INTS3	5.790343761
TRAK2	2.259601712
METRN	3.049803019
ELOVL6	1.309538394
TMEM109	-3.225568056
CCDC86	-2.833279133
TRAPPC6A	-1.0911659
CHAC1	-2.532154679
MBOAT7	0.898589626
PRR15L	0.561848365
CRELD2	1.096660793
FSD1	2.185544133
TCTN1	-0.739935935
CHMP6	-6.254034996
NPEPL1	1.67713058
FAM57A	3.283897281
NUP85	1.293820977
TCEAL4	3.140133798
DHDDS	-0.442246333
DENND2D	0.886806726
FBXO11	1.780695438
CCDC92	-0.875036657
COASY	-0.511787862
WDR61	1.496667504
TSEN2	-0.201814659
PRR7	-0.3440236
ITFG1	0.588450521
GDPD5	0.559554294
GRWD1	-1.422483981
ARID5B	-3.007356286
TUBB6	-1.829247534
PSRC1	1.744774044
ADO	-5.667203188
HIST1H2BK	0.793047696
MICALL1	0.130617738
UBE3B	0.341837853
HN1L	0.648387372
SLC25A46	-0.51737535
COG7	-4.741253138
MAPK1IP1L	1.368504286
TBC1D31	5.717547894
H2AFV	1.491422474
RPL39L	-0.80628705
CANT1	-0.804893121
WIPF2	-1.935709894
TICAM1	-4.643832684
TXLNA	-3.041964591
SPRED2	1.57683748
EML3	-0.52363418
TMEM110	-0.222465575
FAM69A	1.08593832
