"","Gene set","Overlap","pValue","pAdj"
"1","#DNA","FOXM1, SFN, YY1","0.999215693653202",1
"2","#ERS","","1",1
"3","#HTS","CSNK2A1, CSNK2B","0.98888411272688",1
"4","#HYP","EGR1, JUN, NFKB1, RBPJ, RELA, TP53","0.683623054312831",1
"5","#MTL","","1",1
"6","#OXD","MYB, SMAD3","0.979741431442005",1
