rid,CPC004_HEPG2_6H:BRD-K55468218-001-16-2:10,CPC016_HEPG2_6H:BRD-K55468218-001-16-2:10,CVD001_HEPG2_6H:BRD-K55468218-001-16-2:10
10007,0.224226236343,-0.174465507269,-3.41555833817
1001,-0.108408138156,-0.398969829082,-0.711983084679
10013,0.177987039089,1.59262013435,-0.914361715317
10038,0.376075208187,0.769336283207,-0.553933978081
10046,-2.35303258896,1.60904252529,-0.669830322266
10049,-0.943398118019,-1.3063505888,0.181907236576
10051,0.832976460457,0.0447930917144,0.443209558725
10057,-0.156952351332,-0.0798260718584,0.0592628121376
10058,0.73306953907,1.15893912315,-0.460499167442
10059,-0.232011780143,-1.01231348515,0.954962730408
10099,1.52921688557,0.953867733479,-2.33112716675
10112,0.417291283607,-0.618759691715,-1.76562356949
10123,-0.012449990958,-1.1043715477,-0.0642687827349
10131,0.63869613409,0.957855939865,-0.535145938396
10146,1.46352410316,0.378538548946,1.05858981609
10150,-1.18392646313,1.38278853893,1.88459336758
10153,0.0611019916832,1.8518204689,2.62676215172
10165,2.98386669159,0.571045398712,0.355104535818
1017,-0.191136747599,-1.36740982533,-1.71972489357
10174,-0.706562519073,-1.40923130512,0.14563652873
10180,0.698952317238,0.185308933258,-0.450181186199
1019,0.30229818821,0.151864975691,-1.12977433205
10190,-0.825039625168,1.28912949562,1.25977873802
102,0.660837233067,0.0381716564298,-1.08260977268
10206,-0.457202106714,-1.08806312084,-1.01372218132
1021,0.37928545475,0.558188676834,-0.7151735425
1022,0.0611083433032,-0.51174902916,1.69951879978
10221,0.029059143737,-1.21996283531,2.2294178009
10227,5.06756925583,0.748332262039,0.744249999523
10237,1.53011739254,2.53544282913,4.23680114746
10245,0.37504902482,-0.0372303426266,0.795754551888
1026,-0.711898863316,0.78189688921,0.687664210796
1027,0.753437042236,0.27802503109,1.39340293407
10270,-0.519027531147,0.315421432257,0.183471262455
10273,0.00230989092961,0.0617544278502,-2.22156953812
10276,-0.0592182576656,-0.571657776833,-0.262048721313
10285,-0.752136826515,0.908980607986,2.3017206192
1029,0.0252104178071,2.0107588768,0.0556740313768
10298,-1.35537111759,0.0894488692284,-2.15375423431
10318,-0.137163355947,1.27273535728,0.0915306806564
10320,-0.196902692318,-3.81486344337,-0.389185905457
10329,0.801331698895,0.782334983349,-0.273113369942
10362,0.758173406124,1.07306563854,-1.74606084824
10398,0.682061433792,0.122761555016,-1.52971994877
10434,0.906316041946,0.291002124548,0.941096365452
10450,3.75019407272,0.976784706116,0.677516400814
10451,-1.31389474869,-1.14860379696,-0.430712997913
10489,0.155130892992,0.00161427585408,-0.612167596817
10491,2.75877737999,0.191870689392,-0.793304562569
10493,0.597080290318,0.700133323669,-0.925165653229
10494,0.729959964752,0.714298903942,-1.75393152237
1050,0.33197376132,1.11036992073,-1.96429288387
10513,0.449513584375,-0.063873231411,-0.307553291321
1052,0.0960304439068,-0.7249122262,0.306616187096
10523,0.767259418964,1.23467087746,-0.907817602158
10525,0.616672754288,1.81197273731,5.04939222336
10557,0.571516633034,0.822657227516,1.75519919395
10559,-0.186410546303,-1.09091985226,-1.50159358978
10589,1.2734951973,0.988265097141,-1.82706868649
10606,0.641544878483,1.03193700314,0.183425724506
10610,-0.343950629234,-0.970719099045,-1.01874041557
10617,0.752473473549,1.47443258762,0.666167616844
1062,0.455478966236,0.266342848539,-1.05788946152
10641,-3.15175700188,-1.02298474312,-0.783765435219
10644,0.663590013981,0.806636571884,0.862479031086
10652,0.956413984299,2.33122301102,1.33259737492
10668,1.19856417179,0.231914281845,2.20925617218
10670,0.329830229282,0.903944790363,-0.288661926985
