Gene_Id,geldanamycin_HEPG2_24 h_10 µM,thapsigargin_HEPG2_6 h_10 µM,YC-1_HEPG2_24 h_20 µM,radicicol_HEPG2_24 h_10.0 um,YC-1_HEPG2_24 h_5 µM,geldanamycin_HEPG2_24 h_0.12 um,spiperone_HEPG2_24 h_10 µM,benzo(a)pyrene_VCAP_24 h_10 µM,tert-butylhydroquinone_JURKAT_6 h_1 µM,radicicol_HEPG2_24 h_0.12 um,spiperone_HEPG2_6 h_10 µM,VU-0418946-1_HEPG2_6 h_10 µM,tert-butylhydroquinone_JURKAT_24 h_500 nM,radicicol_HEPG2_24 h_1.11 um,geldanamycin_HEPG2_24 h_1.11 um,geldanamycin_HEPG2_24 h_1.11 µM,temozolomide_HEPG2_6 h_10 µM,radicicol_HEPG2_24 h_3.33 um,tert-butylhydroquinone_JURKAT_6 h_100 nM,tert-butylhydroquinone_JURKAT_6 h_500 nM,radicicol_HEPG2_24 h_0.04 um,geldanamycin_HEPG2_6 h_10 µM,brefeldin-a_HEPG2_6 h_10 µM,spiperone_HEPG2_24 h_3 µM,tert-butylhydroquinone_JURKAT_24 h_100 nM,tert-butylhydroquinone_JURKAT_6 h_10 µM,geldanamycin_HEPG2_24 h_0.37 µM,brefeldin-a_HEPG2_6 h_100 nM,tert-butylhydroquinone_JURKAT_24 h_10 µM,radicicol_HEPG2_6 h_10 µM,geldanamycin_HEPG2_24 h_3.33 µM,geldanamycin_HEPG2_24 h_0.12 µM,benzo(a)pyrene_VCAP_6 h_10 µM,radicicol_HEPG2_24 h_0.37 um,geldanamycin_HEPG2_24 h_3.33 um,quercetin_HEPG2_6 h_10 µM,tert-butylhydroquinone_JURKAT_24 h_3 µM,tert-butylhydroquinone_JURKAT_24 h_1 µM,geldanamycin_HEPG2_24 h_0.37 um,mitomycin-c_HCC515_6 h_10 µM,tert-butylhydroquinone_JURKAT_6 h_3 µM,mitomycin-c_HCC515_24 h_10 µM,YC-1_HEPG2_6 h_20 µM,geldanamycin_HEPG2_24 h_0.04 µM,geldanamycin_HEPG2_24 h_0.04 um,geldanamycin_HEPG2_24 h_10.0 um,spiperone_HEPG2_6 h_3 µM,YC-1_HEPG2_6 h_5 µM,YC-1_HEPG2_6 h_10 µM
4208,1.499465677,-1.343533278,-3.242392063,1.932224035,-3.138617516,4.964646339,-1.517656207,1.447112441,1.065631628,9.780895233,0.009096131,-0.642346978,0.250025243,0.440636098,-0.191807568,2.796687961,0.111320466,6.428102016,-0.958460212,0.187507965,3.063338041,-1.183501996,-0.494674981,-0.09883669,0.689890981,0.281336874,0.265545316,-0.736067533,0.212998077,-1.362400055,-0.00672406,1.848888189,0.268541485,2.050937414,-0.023523189,-1.154127717,0.514110565,0.16638273,2.261674404,-1.133262575,0.470161989,-5.996067047,1.213288069,0.126786798,9.602256775,4.979609489,-1.167627454,-0.228293389,0.173187017
4216,-2.011997987,-1.340744495,-2.962944031,0.294790506,-2.787901878,0.17556946,-0.154001862,0.494552076,1.724058032,0.2454561,0.288873697,-0.094222762,0.688937828,-0.012642235,0.245799333,-0.530570418,-0.108997211,0.616667032,1.244629622,0.43938861,-0.58632195,0.284728919,0.116993457,0.313077897,-0.204029739,-0.143763155,-3.356251717,-1.423236609,-0.084112167,-0.261900008,-2.049342304,-0.419215634,0.424983293,0.029892575,0.534847558,-0.404460013,0.936839938,0.573319495,0.574516475,-0.063343406,1.139502853,-3.409258842,-2.054520607,-1.841444492,-0.634716988,0.729017735,0.653348505,-2.668969631,-0.5083009
4232,2.506072331,1.254776001,5.385408401,0.756182492,5.387469769,-0.429898381,0.669083238,0.152752042,-0.450782359,-0.485462457,-0.686385104,1.000048518,0.162695345,0.291777372,0.284486592,1.869460881,-0.368604541,0.503352404,1.073597789,0.633724466,-0.027877536,-0.212262944,-0.42844671,-0.010283738,-0.024429047,-0.460743099,2.143555999,-0.188237175,-0.662827075,0.513700008,1.895270109,1.957850814,0.268355936,0.379457176,0.666283607,0.378501654,0.316655278,0.103257358,-0.114904284,-0.113296285,0.640623331,3.838282824,-0.673993707,2.843553066,-0.963166416,-0.68125838,-1.084168077,-0.836053312,0.165529177
4282,-1.121832403,7.411026955,0.190124333,-1.680964589,0.798043966,0.571453273,1.830324888,-0.692284882,-3.16080451,-0.125976965,1.049421596,1.334565997,-0.22248134,-0.773647189,-1.146760583,-1.060645938,-0.112350017,-1.014411688,0.068828374,0.411438376,0.394895911,-0.524861871,0.095938623,-0.132965997,0.418993831,0.088362038,-0.80925712,3.16057229,0.08169172,-2.774249792,-0.515107442,-0.36447458,0.239727378,-0.468114942,-1.570289612,-1.179717898,-0.047357857,-0.238215178,0.401257634,4.690803051,-1.128495634,7.23008728,2.388238907,-0.899127841,0.705744386,0.562243819,0.31017673,2.150096416,0.07800781
4303,-2.497617595,-0.161618292,-3.392090797,-1.333120942,-1.808784723,-0.112981208,-2.059476137,-0.152482778,-1.272226572,-0.585605919,0.281579972,-0.803466916,-0.2560848,-1.885349512,-0.058291223,-3.013004303,-0.467578411,-0.767379463,-0.086132355,-0.566006392,-0.427431643,-0.309004926,0.475100279,0.10452655,0.609092832,-0.587752163,-1.886567473,-0.407190859,-0.011988178,-0.451550007,-1.167785287,-2.401041746,0.634720087,-0.539614856,-0.105631471,0.575320959,-0.544368058,-0.742523491,-2.514988899,-0.904629111,-1.810737044,-6.938785553,-0.992779732,-3.206826091,0.412900805,-0.21002762,0.516228616,-0.720189393,-0.609438419
4312,-1.592663569,-1.007215738,0.448953956,-1.073035002,-1.128106117,-0.17186974,-0.812617242,0.157022148,-0.219895884,0.01859488,-0.483672298,-0.148890942,-0.152756415,-0.689345479,-0.57917273,-0.613495618,0.248705715,-0.176307365,1.319194674,-0.081081912,-0.083425969,-0.362681968,0.005513325,-0.688016176,0.221630991,-0.701523185,-0.242215008,2.102655888,-0.30654195,-0.399849951,-0.4264891,-0.273928188,0.419301569,3.305741787,-0.345680654,-0.059604108,0.819038585,0.126225576,-0.940765738,-0.518789798,0.162810512,4.79117775,-0.71736145,-0.46009326,-1.250850081,0.599821985,-0.546219528,-0.978221416,-0.058944359
4313,2.211543336,-0.200438783,-2.0913167,1.269296408,-2.526873112,0.202077419,0.546990573,-1.124109983,0.566245377,-0.20719929,0.163931588,0.129666552,0.162448172,1.214206219,0.508575261,2.061595738,-0.580030441,1.279114246,0.037894342,1.782735825,0.790194273,1.091943126,0.793563545,1.833309054,-0.886603773,-0.113211796,2.465746641,1.979554415,0.474260896,-1.984950066,1.384269178,1.739856422,-0.407514781,0.032335639,2.285438061,-1.163736582,1.238028463,1.201570511,-1.317401409,0.019216388,0.6261089,-0.702993035,-0.798731267,0.572055489,0.159918547,-0.232202172,1.264396667,-0.709737182,-0.541538358
4331,-1.745667731,-2.594431162,0.996143579,-1.407871246,-0.338246912,-0.43492654,-2.773076057,0.272163332,-0.376548767,0.238800779,-0.931108909,-2.903337479,0.172742277,0.083077386,-0.373562872,-1.624517262,0.933148146,-0.936126351,-0.693590045,-0.833534867,0.158748165,-1.216745042,-1.358208418,0.435506761,0.109753847,0.405404121,-1.673063397,-1.690310717,-0.116292097,-2.675849915,-1.229721829,-2.090550303,0.625512123,-0.236260355,-0.169861585,0.543934584,0.148031384,-0.007138446,0.883661628,0.188153088,-0.538216949,-0.400101274,1.229366064,-1.860250115,1.063155174,0.51361829,-0.381815314,0.917080224,1.914166093
4482,-3.697973209,-1.187075615,-6.422044754,-1.277831316,-1.253589511,-0.301509678,-2.272746563,-0.232618392,-0.999008417,1.106650829,-1.479213073,0.35132277,-0.12931028,-0.982225835,-0.489327312,-2.082042813,0.258580089,-2.185138702,-0.786662042,-0.542644024,0.08737728,-0.078954974,-0.437024355,0.099536099,0.334451973,-0.165680617,-2.196577013,-1.628562212,0.016390264,1.117449999,-2.324715018,-2.131047487,0.535064578,0.332944274,-1.802367687,-0.512002468,-1.312841713,-2.964608192,0.065407611,-0.897707269,-0.595028356,-8.414686203,-3.161079407,-3.264280438,0.909056485,0.590850472,-0.805652082,-3.973483086,-1.920871496
4582,-1.62093689,-0.964824677,-3.840391636,-0.729613245,-2.71488905,-0.118258767,-1.459227324,-0.503538549,-1.044756413,0.398282647,0.742710957,0.594758511,0.408211693,-0.313568175,-1.524999022,-2.801285625,1.36843729,-1.301228523,-0.637745619,-1.406208009,0.630790114,-1.558897855,-0.672699332,0.376562893,0.714054286,-0.468115687,-1.28370133,-0.402163237,0.019396029,-0.376900017,-1.269077152,-0.909320772,0.299268484,0.742730141,-1.613482714,-1.929715872,-0.491216421,0.702488601,0.116906486,-0.224308088,-0.549194761,-2.396459341,-2.11807704,-1.163211733,-0.580275834,0.065247148,-0.135019273,-2.721178293,-1.301945448
4605,1.495286589,0.975027978,-1.098851085,3.704481602,-1.750389218,-0.893221974,1.447284341,-0.344094574,-0.152727425,-0.305806756,0.168695809,0.971970201,0.414613612,0.737499356,1.517598391,1.093348235,0.548587978,0.821129203,1.378715754,1.10382396,0.112898141,1.186930963,1.309776783,1.046388268,0.918786645,0.144892156,0.747541785,0.412468612,-0.23179391,0.111799985,2.569051087,0.870404869,-0.047432154,-0.21975489,2.6073277,-0.45242697,-0.915404484,-0.332539916,-0.960597456,-0.411947265,0.526998281,-2.803344965,-2.296112537,0.280402105,-0.714081645,-0.498741865,-0.024636336,-3.077726364,1.572277188
4609,1.065843457,2.671229839,9.19525528,2.386784792,6.681821823,-1.008574367,4.23832655,-0.384409368,-0.243190885,4.487836361,0.364156543,1.83017242,-0.201073021,0.21922332,0.185209721,1.930199444,-0.387166828,0.298016846,0.505477369,0.248194247,0.291348487,0.406407311,-0.280251771,-0.442230612,0.265006304,0.710167229,1.490520909,1.097569942,0.000122301,-0.126300007,0.624051683,0.350374252,-0.261550218,0.529473901,1.352357388,0.458944738,1.250813365,0.6401577,-0.946053922,1.294810243,0.297878489,3.682439327,1.286442161,1.280897528,-0.385205865,-0.55493319,1.066699028,3.428359509,1.722015142
4616,-0.330226773,-1.864533424,-5.403903484,-2.061303377,-4.621620178,-0.282254577,-1.584962606,-0.222581282,0.649894238,-0.265580505,-0.595283795,-0.626787782,-0.13226673,-0.527466118,0.302852929,-0.232377708,0.690508723,-0.113977924,-0.14462328,0.098762907,-0.317081869,0.362399174,-0.090374425,0.081635401,0.573680401,0.32136187,-0.179531433,-0.88782382,0.252597034,-1.083299994,-0.243595839,0.36380893,-0.239592254,-1.06934011,0.27306962,1.367151618,-0.769854844,0.017878488,0.217238128,0.098064035,-0.22292199,-2.394380569,-2.167514086,-0.243646175,0.184514076,0.776546001,-0.990427017,-1.787106991,-2.753434181
4638,-0.240952755,0.671624124,5.363093376,0.282506734,5.374842167,-0.238888785,0.841039002,0.383176357,-0.369691849,-0.473885566,-0.897847191,0.230232105,0.210664123,-0.771909833,-0.178256243,-0.666737147,1.319217563,-0.773760319,1.052730083,0.818372667,0.006371647,-0.152459059,-0.947646976,0.514641404,-0.505937397,0.412282437,0.329363719,-0.058486745,0.63637799,0.801900029,0.456412591,0.466031715,-0.316457391,0.324648142,-0.680826843,0.624007344,-0.237074897,-0.215217948,0.534629405,0.010162324,0.661358677,0.895899534,0.900617242,4.321726859,-1.356781244,-1.134636402,-1.06938684,1.819018364,0.081987374
4651,-0.90738365,-0.248985767,-0.551461697,-3.005362272,-0.385968208,-0.037435412,-0.87877667,0.146366522,0.62240994,1.186352611,0.333482567,-0.405756593,-0.12630187,-0.714862466,-1.99639976,-0.812775731,0.691280365,-0.67516011,-0.483860672,-0.759818062,0.11611712,0.059564036,-0.5482862,-0.373835593,-0.451581687,-0.252103567,-1.082624495,0.416873008,0.284693003,-0.299199969,-0.778453484,-0.71985139,-0.034482986,-0.418932557,-1.952147961,-1.275574684,1.145358518,-0.193780631,0.502748013,0.444418013,-0.200856281,2.383445024,0.422261357,-1.08781746,0.952964544,0.596060336,0.055455655,0.14035368,-0.215401679
4690,1.632982808,-1.421230793,0.623602271,-0.75990051,-0.520426095,-0.596096396,0.640363693,0.407056093,-0.657372355,1.093509912,-0.284910796,-0.826385856,-0.016364133,1.791972756,0.876979411,1.040180653,-0.218388647,1.163886309,-0.194906428,-0.974965811,0.252796084,-0.129141221,-0.21699129,0.039566632,-0.016857993,0.226509109,0.917484581,0.029706955,0.321519703,-0.930549979,0.994932801,1.059915572,-0.250407875,0.016066104,0.813255131,-0.532590985,-0.77708286,-0.189496204,-0.892337084,-0.015157849,-0.751188196,-2.060828686,-1.029044509,0.854508191,1.017520905,-0.508499861,-0.265747011,-0.339097738,-0.324992657
4775,-0.710560668,0.51361686,-3.548157215,-4.224619389,-3.060776234,-0.927907288,-3.058179617,-0.001742922,-0.055566184,-1.186097622,0.460182424,-0.442663938,1.553177357,-0.442820042,-0.380593747,-0.130037412,0.070914596,-1.91442132,1.359953761,0.783619776,-0.695233583,-0.832774067,1.806458712,-0.055646241,-0.42368862,0.234256357,-0.077250006,0.844026089,-0.513446987,-2.707049847,-1.250775661,-0.876210943,-0.779995441,-1.171221018,-1.327108145,-1.920073748,0.088729993,-0.24020873,0.018800905,-0.937918365,0.15957655,-0.889437735,-0.092100434,0.146649402,-0.317553163,-0.88724798,-0.154731244,0.471600771,-0.454826683
4776,0.663992359,0.605492234,-1.839059114,-0.954855204,-0.274654418,0.553198218,1.740837812,0.149935782,6.229119778,1.368574739,1.310478724,0.076736361,-0.288350567,0.600959599,-0.099284589,0.201324672,1.041634321,0.323019892,1.219017386,1.741514921,0.345147014,-0.02126427,1.086725473,-0.221867293,-0.888274312,0.863807023,-0.010815561,-0.413798153,0.801521361,-3.196749926,0.125820339,0.785081208,-0.676055491,0.156325638,1.063458443,-0.447114944,0.449664256,-0.153906584,-0.027701203,0.197887965,3.887516856,1.045922279,-0.214717031,-0.142009169,0.968664885,0.831670165,1.75682652,-0.005354784,0.884884953
4780,0.2500753,0.994113684,4.475553036,-0.157719418,4.673531532,-0.463928789,1.120090842,0.145281971,-0.893980861,-0.157728001,-0.746229065,-0.006679446,-0.109767139,-0.385943651,0.478631854,2.119077742,-0.109554701,1.877981544,-0.805643201,-0.054300755,-0.004936129,0.441701784,-0.980152547,-0.219736308,-0.93961966,-1.38316679,0.321947388,-0.190954119,-0.828590035,0.441300005,0.553134024,1.814202011,-0.119839035,0.343087614,1.995796084,1.5243752,-0.764127433,-0.516117334,0.501885355,-0.391982019,-0.492697999,1.390829086,0.555123925,2.345901132,-1.013781905,2.118669987,-0.492628783,0.371647179,0.643820345
4783,-2.307046115,-1.68011117,-1.476922274,-0.962223291,-1.520127892,0.32203269,-2.401792526,-0.307467431,-0.039537877,0.69893378,0.1971519,-1.342514277,0.382228896,-0.19921799,-1.204964042,-3.020460248,0.670594811,-0.737909913,-1.019472599,-0.809117213,-0.221500129,-1.063624841,0.368049592,0.678966343,0.398180962,0.388327241,-3.186005235,-1.238121033,-0.410077572,-1.768000007,-2.077076674,-1.647010326,0.133197159,-0.484505147,-0.76649642,-0.289396882,-0.652268678,0.270850033,0.122848697,0.364640877,-0.572992504,-2.991608143,-2.065329075,-3.448448896,0.629131198,1.033766389,-0.757505119,-1.660236716,-0.596257806
4791,-4.388450065,1.700055122,-2.44778347,-0.436873198,-1.136809587,0.060272768,1.424320817,-0.301929981,-0.444634557,-0.791481435,1.669779173,-0.659866214,-0.692123502,-2.946864843,-3.512011528,-4.335458517,0.137603939,-2.981465101,-0.921238005,-0.774845205,-0.673623323,1.302026201,3.223263025,0.447109967,-0.181749076,-0.164195329,-4.740054607,2.321211815,-0.094120473,3.105949879,-3.966993928,-4.309443712,0.547465444,-2.186542034,-3.099955082,-0.871944368,-0.397218905,-0.374253064,-0.224476904,0.149706364,-1.714061618,3.806282997,-0.584274113,-4.847805977,0.404261976,0.159982234,1.715467453,-0.675079048,0.451801509
4792,-2.06607777,-1.320267081,0.407314599,-3.17647624,-0.335825026,0.933165669,-1.610122681,0.216872633,0.730911493,-0.81937474,-0.177048945,-1.134525299,0.336623773,-1.453223467,-2.280206203,-3.087742329,0.15817669,-2.794352055,-2.905963182,-1.271668851,-0.011284704,-1.58804332,-0.46087575,0.605609536,0.244913667,0.57672447,-2.006877661,-0.07859017,-1.895177722,-2.455849886,-2.583207071,-2.41081959,0.617226243,-1.210347295,-1.832192183,-0.076867357,0.158631399,0.460785747,-0.391526759,-0.00798656,0.009347603,0.031340241,0.189217731,-2.435509205,0.703813553,0.581611454,-0.472503334,1.088201165,-0.226153433
4793,1.865283279,-2.408265114,1.04723835,1.137536049,0.281465918,-0.676398754,1.043257236,0.970918655,-0.070209146,1.584708452,0.411999716,0.550398767,-0.070226535,2.534605026,2.089083433,1.705199957,-0.550533533,2.501588345,-1.735164285,-0.366670826,-0.138135597,-0.301187154,-0.934095144,0.228247136,-0.147966996,-0.073218286,1.384593934,-1.393357039,0.70180285,-1.131000042,1.639259756,1.34938091,0.383584082,1.096146941,2.957554102,0.086894639,0.040514957,-0.23830159,-0.959599376,-0.477918111,-0.345517367,-1.288105011,0.834997654,0.791164517,0.125552803,0.439273328,-1.082779884,0.643353522,-0.812707067
4794,-0.224288422,-0.014985517,-2.656077862,-0.092430755,-0.029786229,-0.094035164,1.012502432,0.433838129,-1.083982587,1.04447782,0.925197292,-0.136111468,0.07473281,-0.288887113,-2.674784422,1.127535909,-0.564679205,-2.465880871,1.734294534,0.471524701,0.100362167,-0.291145391,0.064676017,0.147895142,0.427716821,-0.24849692,1.301308334,-1.130304813,0.556971371,0.689149976,0.873210073,0.981009811,0.349348843,-0.026271164,-2.346673965,0.130325705,0.639900416,-1.256107092,-0.532449365,-0.998329937,0.383936264,-4.566446304,-1.124523163,0.722982079,0.741907239,0.027240738,0.973743737,-1.7275455,-1.103754997
4817,-0.715512901,-1.180520177,-1.480123281,-3.095482826,-1.332889438,-0.300446898,-1.308773041,-1.313272476,0.368437946,-1.144741297,-1.505031794,-1.239041686,0.025443792,-0.360927045,-0.335976899,0.243501961,0.34642309,-0.831232429,0.559294939,0.339504853,0.305764616,0.016907345,-0.755044043,0.163817346,-0.002631813,0.16956234,-1.160366595,-0.263629258,0.437429488,-0.981850028,-0.229026586,-0.542698979,-0.891853333,-0.520661473,-0.40820688,0.304380327,-0.457844563,0.098828427,0.407196134,0.868943289,1.289890684,0.673975766,-0.734459996,-1.040487275,-1.256934881,-0.242604926,-0.597262025,-0.311438203,0.052742243
4836,1.944389757,-0.476591051,0.442297757,0.533043623,0.362800956,-0.160796836,0.640407443,0.478769779,-1.254070878,-4.794733047,1.247464115,1.372028112,-0.0424833,-1.80994606,2.257949114,0.837810323,-2.170706272,3.033242226,-1.966496825,-1.047732055,-0.119948469,-0.162467953,-2.273843527,-0.203992829,-0.383414656,0.045279033,1.50375101,0.11027284,-1.466634989,-5.220300198,1.866947711,1.149442434,-0.052767903,1.964454651,2.879579306,1.454846144,-0.39458634,-1.294725657,-0.314911366,-0.124940358,-0.273915887,0.38164413,0.629497349,1.666355491,-0.189861536,-4.202509403,-0.337710202,-3.362912655,-1.670666814
4846,1.554065964,0.812600017,4.761650085,0.691776454,3.700552225,-0.501010358,0.640637517,-0.655154765,-0.126462385,-0.708454907,-0.982135624,1.007962346,0.091539048,-0.176557004,0.853420496,2.124796331,-0.748012722,0.396605372,1.419138312,1.124364316,-0.061889768,0.156585239,-0.34785378,-0.419681013,-0.018756766,-0.860085726,1.954322517,0.531772017,-0.438475937,0.404050022,2.126596093,1.616445482,-0.587944746,0.217013672,1.147192001,1.329388738,0.127712458,0.781747997,0.647573948,-0.174415343,-0.0799914,2.597726583,0.964612842,2.334140658,-1.529320598,-0.937372684,-0.683927774,1.370518208,0.672421634
4850,-2.013089528,-1.392240524,-4.456262589,-2.54254961,-3.103903294,0.376303136,0.879172206,0.865734518,-0.439390123,1.272459984,0.274731126,0.780666053,0.40644452,0.329227269,-0.995952606,-0.870860204,0.629219294,-1.879799128,-0.00085695,-0.180121616,0.382117718,-0.422105472,-0.006221149,0.1948421,0.32455653,-0.685197353,-2.023206472,-1.237791896,0.372767776,-0.249699995,-1.02272743,-0.805665553,-0.592396736,1.166545391,-1.065073729,-0.054340355,-0.213176608,-0.389181852,-1.097854137,-0.198487148,-0.18867119,0.959360719,-0.440021843,-2.197302997,0.874494851,0.071020156,0.238269418,-2.256582737,-2.022069693
4851,-2.075047716,-1.424343586,-0.399653524,-3.880124092,-1.170031548,0.025355689,-3.22348237,0.645030856,0.954822421,-2.413584471,0.326435148,-1.848594189,-0.416104168,-3.060826063,-3.60509944,-1.046139836,0.331423819,0.707800686,0.091825992,0.319889687,-1.117612481,-0.429252518,1.62146616,0.296344966,-0.354467392,-0.314437091,-1.388360597,0.189364374,0.213099107,-1.174000025,-2.411936522,-2.38555479,0.762363136,-3.580840349,-2.840410709,-0.868189096,1.527129561,-0.008510107,-1.080209494,0.369953364,0.762380302,0.906228423,1.143599749,-2.932129025,-0.041217353,-0.173386604,-0.580874562,0.395340204,0.384233117
4860,-1.55385821,-2.502326012,4.275012016,-0.921040833,1.552521467,0.221679509,-3.201021433,1.881980658,1.163115382,-0.689373612,0.672490375,-1.221902847,0.730482601,-0.473663598,-1.016244888,-1.405863583,0.438472211,-0.731984437,-0.515526175,-0.581625331,-0.652080774,-0.009528838,0.211892501,2.376679897,0.082682505,0.982514977,-1.977742672,-0.770779967,0.196493551,-0.661850035,-0.979070008,-1.352565438,0.188733682,-1.497936606,-0.33528167,-0.030518217,1.139540017,0.041310161,-0.785874128,-0.205702811,0.075129986,4.991054535,1.135671735,-3.436380506,0.504929423,0.626068234,1.148994446,1.999847651,1.837451458
4864,1.62902974,2.269813538,-4.947780609,1.922861814,-1.584513903,0.513906538,1.54169178,-0.296430498,-0.498835504,0.102319151,1.180157722,2.625564098,-0.736987457,1.753406405,1.746757984,1.825981736,-0.610565424,1.253244281,-0.548802257,-0.639701277,0.9129951,2.486911131,0.008225173,-0.286079854,0.434821904,-0.375632286,2.342744231,-1.018413424,-0.173462018,2.482300043,2.051246762,1.984068751,-0.208239511,0.463875145,2.737874985,-1.434096217,-0.193702243,-0.69229573,-0.477801532,-0.197080418,-0.324879959,-4.156305313,-0.205947265,1.653997302,0.748657167,0.640334845,1.050233245,-0.214435935,-0.313635468
4891,-0.677558366,-1.862253904,3.764744759,-0.821789622,2.529758453,-0.038408451,1.311678886,1.370239973,1.198942423,-1.291192293,0.225865055,-1.063521981,0.049819954,-1.342720747,0.790087879,-0.11764133,0.61083132,0.012426723,-0.609979987,-0.398193143,-1.235297203,-0.008984994,-0.833130956,0.479123861,-0.425140321,-0.098110966,-1.17681092,-1.602150202,0.290506423,-0.854499996,-1.152026147,-0.589105442,0.073738277,-0.58042568,-0.472863257,-0.401230991,-0.001144826,0.976511121,2.268309116,-0.804823309,0.805649251,4.651854515,0.296420455,-0.980264187,-0.242436841,-0.203462958,-1.023455143,0.371507406,-0.412849665
4893,1.103914295,-0.614012361,-0.032590926,2.717984438,-1.269457102,-0.440881014,0.268953443,0.24245593,-1.3460145,0.547271073,0.643441998,0.435069919,0.697083965,2.29693985,1.694906354,0.177529857,0.25968951,2.402431726,-0.878350019,-0.574576706,-0.240756199,-0.281722214,0.930505037,0.440988362,-0.000794053,-0.51836884,0.174691156,-0.716812551,-0.157273158,-2.168050051,-0.914425634,0.301857259,-0.241974056,0.719434619,2.87802434,-0.305725873,0.203913152,0.314357579,-1.548045635,0.062774971,-0.257950444,3.23002696,0.189264476,0.119936198,0.2428983,0.580865145,1.158563018,0.481083512,0.391178817
4925,0.741423633,1.106386423,2.476585865,0.309951335,3.335080385,-0.405013829,-0.008478463,1.514094591,-0.469791293,-1.231206656,-0.773383964,0.145256355,-0.243824109,-0.656708896,0.749895751,1.129623607,-0.766931534,-0.034384273,0.739951968,0.903449744,0.102039486,-0.148893864,-1.068217278,0.399924159,1.152108788,-0.325557381,1.370982349,-0.220544353,-0.753903508,0.523849964,1.018266767,1.495327502,1.151992559,0.157451347,-0.167797282,0.846655369,0.028999515,-0.331795335,0.846101046,-1.099135369,-0.063569993,-2.367696524,-0.040011495,0.595665827,-1.034186244,-0.970623016,-0.493580192,0.543278515,0.523775578
4927,-2.655273633,1.410309315,-1.356288552,1.78447628,-0.452950209,-0.390604973,2.304720879,0.452163726,0.170779616,-0.234826937,-0.067700713,-2.751973867,0.157577999,-1.25773418,-1.525822401,-2.919504642,0.216266245,-2.430325747,-0.36015901,0.433602395,-0.353051245,-0.713937882,-0.184886605,-0.265834749,1.006679654,0.186040998,-3.085363865,-0.530988216,0.246802688,-0.266049981,-1.502083302,-2.740627825,-0.528294384,-1.188485026,-1.885779381,0.591986716,0.282946482,-0.281353682,-0.065894917,1.580118895,0.546695754,-0.553892791,3.832064629,-3.189633727,0.52317661,-0.007293141,1.077745557,2.387660027,1.808601022
4931,-4.668605575,0.081304371,-0.95267415,-8.034146309,-1.904376268,0.437397957,-3.22637701,-0.369700521,-0.141389638,-2.757404804,0.484693734,-0.324413538,0.323653698,-6.824933052,-7.161108017,-3.968115807,0.159143478,-6.357837677,-0.361863881,-0.25539045,-0.953615963,-1.519793897,-0.219587654,0.153118283,0.394343913,-0.487613112,-3.181059837,-0.695892572,-0.346575528,-1.431450009,-3.686665654,-3.416944981,0.087646998,-4.324061871,-6.154528618,-2.396080971,0.039637513,0.170816332,-0.396271199,-0.184644787,-0.325762056,1.900183201,1.103601217,-2.408046067,-0.092001602,0.163093716,-0.082761593,1.952369452,1.429451466
4998,0.578946635,2.873713017,1.012749076,-0.991027117,0.069590956,-0.434739619,-0.205890968,2.503943682,0.711437881,4.892679691,2.578997174,-0.501700878,-1.252779484,-1.161939383,3.267272711,-0.667982072,-0.549773335,2.984314203,-0.434944957,-0.395480344,-0.318490028,0.06699119,-0.598498762,0.258678943,-2.819598436,-0.350441277,-0.136901513,0.001067966,-0.798431277,0.263800025,0.410392344,0.266744882,-0.294497252,-0.446593821,-0.167188257,-0.128599346,-0.303205118,-0.602656245,-0.650339246,2.778443318,0.726670548,-2.089228868,0.321153879,1.146649271,-0.291043818,0.850642323,0.319005936,2.437004089,3.282709599
5018,-1.765498754,-0.996612847,-2.009114265,-2.966846466,-0.312615514,-0.514948249,-1.555719376,-0.205031633,-0.375430673,-1.832687378,0.057126728,-1.459724307,-0.814017594,-2.672211885,-2.875195503,-1.435690463,0.212062657,-3.702589035,-0.547113895,-0.405496344,-0.625993252,-0.717309467,1.18336463,-0.749777615,0.475613445,0.550372779,-1.883857489,-0.411112934,0.254690289,-0.220550001,-0.918596849,-1.375147879,0.389369905,-2.654356241,-3.66312623,-0.757450104,-0.091574132,-0.175237983,0.045170955,-0.574311346,-0.031585041,0.309883893,0.748352528,-1.515968859,0.167137325,-0.413043082,-1.063253045,0.208749294,0.368155211
5019,1.493130887,-0.548783541,0.71872443,0.801478744,-0.059274137,0.328757435,0.361114442,-1.231334567,-0.894642055,-0.402626187,-0.561502734,-0.567992806,0.116989132,1.568980336,2.229794741,1.039057314,-0.606521845,2.079680204,-0.697443843,-0.791045964,-0.704660535,0.055390857,-0.15024206,0.284894407,0.601870716,-0.135485575,1.61123991,-0.631724954,-0.539891899,-1.656599998,1.441966712,1.229523659,-0.570828021,0.573738813,2.527816772,-0.924489081,-0.438144132,-0.998797059,0.789673984,-3.255055085,-0.720666558,0.748820126,0.366354883,1.361849785,-0.276637137,0.108350396,-0.187361002,0.394744009,-0.121282756
