Gene_Id,geldanamycin_HEPG2_24 h_10 µM,thapsigargin_HEPG2_6 h_10 µM,YC-1_HEPG2_24 h_20 µM,radicicol_HEPG2_24 h_10.0 um,YC-1_HEPG2_24 h_5 µM,geldanamycin_HEPG2_24 h_0.12 um,spiperone_HEPG2_24 h_10 µM,benzo(a)pyrene_VCAP_24 h_10 µM,tert-butylhydroquinone_JURKAT_6 h_1 µM,radicicol_HEPG2_24 h_0.12 um,spiperone_HEPG2_6 h_10 µM,VU-0418946-1_HEPG2_6 h_10 µM,tert-butylhydroquinone_JURKAT_24 h_500 nM,radicicol_HEPG2_24 h_1.11 um,geldanamycin_HEPG2_24 h_1.11 um,geldanamycin_HEPG2_24 h_1.11 µM,temozolomide_HEPG2_6 h_10 µM,radicicol_HEPG2_24 h_3.33 um,tert-butylhydroquinone_JURKAT_6 h_100 nM,tert-butylhydroquinone_JURKAT_6 h_500 nM,radicicol_HEPG2_24 h_0.04 um,geldanamycin_HEPG2_6 h_10 µM,brefeldin-a_HEPG2_6 h_10 µM,spiperone_HEPG2_24 h_3 µM,tert-butylhydroquinone_JURKAT_24 h_100 nM,tert-butylhydroquinone_JURKAT_6 h_10 µM,geldanamycin_HEPG2_24 h_0.37 µM,brefeldin-a_HEPG2_6 h_100 nM,tert-butylhydroquinone_JURKAT_24 h_10 µM,radicicol_HEPG2_6 h_10 µM,geldanamycin_HEPG2_24 h_3.33 µM,geldanamycin_HEPG2_24 h_0.12 µM,benzo(a)pyrene_VCAP_6 h_10 µM,radicicol_HEPG2_24 h_0.37 um,geldanamycin_HEPG2_24 h_3.33 um,quercetin_HEPG2_6 h_10 µM,tert-butylhydroquinone_JURKAT_24 h_3 µM,tert-butylhydroquinone_JURKAT_24 h_1 µM,geldanamycin_HEPG2_24 h_0.37 um,mitomycin-c_HCC515_6 h_10 µM,tert-butylhydroquinone_JURKAT_6 h_3 µM,mitomycin-c_HCC515_24 h_10 µM,YC-1_HEPG2_6 h_20 µM,geldanamycin_HEPG2_24 h_0.04 µM,geldanamycin_HEPG2_24 h_0.04 um,geldanamycin_HEPG2_24 h_10.0 um,spiperone_HEPG2_6 h_3 µM,YC-1_HEPG2_6 h_5 µM,YC-1_HEPG2_6 h_10 µM
16,-6.247405344,-4.179234505,0.548281252,-0.948771536,1.221316814,-0.130266294,-5.00798893,-0.227628738,-1.094370723,-1.955004692,-1.075150105,-3.923604965,1.742585778,-2.771965981,-4.904618263,-7.127407551,0.390659034,-3.516811848,-0.98260957,-0.631512672,-0.39877212,-1.430549755,-2.32796979,0.379736871,0.257906497,0.000807017,-5.905428648,-2.367211819,-0.636949956,-1.533400059,-5.522890091,-4.984831095,0.991696,-1.653384924,-5.626964092,-0.733883142,-0.071497843,0.081370175,-0.29139033,0.511564165,0.15834555,5.891402721,-0.407902777,-4.714972973,-0.794702291,-0.226080358,-0.41917187,-0.819384098,-1.311089277
23,1.708628366,-0.500050187,4.323843002,1.171567917,3.070583344,-0.430045485,2.402371407,-0.438335091,1.135596991,-0.488232702,-0.407677589,0.01381284,-0.223352864,0.203258425,0.646894693,0.197151667,7.010721207,0.306265533,-0.151273519,0.703736529,0.286803961,1.760622741,-1.019841552,0.041428596,-0.091556385,0.16109468,1.456021309,-0.61222899,0.224075139,1.566300035,1.059888102,0.680151075,0.03389287,0.64385891,0.525769651,-0.009345584,0.371480063,1.153851986,0.770226598,-0.254439503,0.391047172,-1.686227441,0.074483395,0.471678324,0.217460439,4.661653996,1.018828988,0.485990822,4.82884264
25,-4.217492174,-1.196878672,-0.322080255,-2.876885653,-0.645371675,0.178962708,0.728515744,0.204514205,-0.486746728,-1.158557057,0.360852526,-0.265684009,-0.16241445,-2.251532555,-2.316646099,-4.194290161,0.253162026,-3.107696295,-0.639563084,-0.841359317,1.868720651,-0.541694609,0.729579926,-0.837763071,0.008359618,-0.132945135,-4.446094751,1.230576873,-0.261096418,-0.149650007,-4.850607514,-5.32652545,0.282211542,-2.495645046,-2.465312719,-0.798104882,0.695004076,0.26245296,-0.314982206,-0.159838334,-0.347007468,0.500633657,-0.210871935,-4.144354343,-0.190876961,0.999143004,-0.701791048,0.166771442,0.550140023
30,0.57048364,0.227760136,-8.413793564,0.517976046,-4.795349121,0.19161886,-0.21107313,-1.261458635,-1.691612005,0.385291904,0.228926274,-2.391288042,0.100147592,0.194828689,-0.073237807,-0.023066755,1.140812635,-1.056304336,-0.931998372,-1.350255787,0.253675252,-1.973716905,-2.950892448,1.080040336,-2.978457928,0.11062374,0.149666376,-0.097904071,0.846190572,1.559000015,0.084798768,-0.456780583,0.157318562,0.712394774,0.067467585,-2.612932205,-0.024473861,0.493095845,-0.498619735,1.272655766,-0.634544551,2.817400455,-0.652083099,-0.646315992,1.30874908,0.602590442,-0.060051739,-0.329016834,-1.365187287
39,-0.089315302,0.164377928,1.073929787,-0.799064815,-0.033341408,-0.641954064,0.083359599,0.473472029,0.09640801,-0.017182345,-0.341735956,1.246601343,-0.464065291,0.100863755,0.202908158,0.387239486,-1.839463949,1.079459548,1.196811557,-0.486774027,0.580081284,0.412815377,-0.487518251,0.496611118,1.227491379,-0.452458322,0.501400396,1.001258254,0.14227736,0.383549988,-0.236268923,0.024923079,-0.672091186,-0.000660628,0.534103692,0.703403234,0.151529849,2.837969542,-0.02869169,-0.472263724,1.322262704,3.878400326,0.329854906,-0.352757752,-0.623522282,0.176482677,0.764954567,0.434492439,0.214984328
47,1.73993752,1.497882485,2.502478123,-1.232915401,0.616474926,-0.354518086,-0.281574458,0.108017974,-0.011785075,1.208520532,-0.723200943,1.133809686,0.195242666,1.082542181,1.058430314,0.922057599,0.976217508,-0.311038136,-0.08575885,-0.738722533,0.61139226,-0.229563269,-0.440641969,0.092529073,0.510344505,-1.517525673,1.485408753,0.95501709,-0.114320904,1.112050056,0.89988327,1.587556511,-0.312396675,1.707865,1.344077945,1.185400486,-0.806068867,-1.439588189,-0.621998072,1.409482062,-0.307139367,-1.326109648,0.521405935,2.457811952,-1.648315191,-0.004247427,-0.653003454,-0.033659279,0.393157601
102,-4.011981824,0.097124957,-2.822896004,-0.93963635,-2.892561436,0.518922091,-2.215717793,0.044038273,-0.142169327,-1.358083367,0.415503916,-0.684662342,0.452962004,-2.008494854,-2.744577885,-4.680294752,0.122361317,-3.209867954,-0.814868808,-0.578892455,-0.240173027,0.162713586,-0.003372803,0.30622828,0.23924388,-0.594910562,-4.04624927,-0.529276788,-0.374033153,-0.787899971,-3.292185426,-3.905217767,-0.222348303,-1.484200597,-1.788871765,-0.617212296,0.613037407,-0.236512333,-0.817311764,0.003514603,-0.620135255,-1.805840254,-0.851457298,-3.760603666,0.273863852,0.605142713,0.546408415,-0.183471575,-0.120310977
128,-1.244258733,-0.486645341,-1.34519887,1.372571468,-2.302744865,-0.791096509,-0.186977908,2.03692174,0.531755149,0.772331655,-0.059812291,-0.654123247,0.370868325,4.28179121,-0.222956151,0.592560649,-0.228015825,3.437443018,-0.04473142,0.100752667,2.666177273,1.092770326,3.775252819,0.998832464,0.550923526,0.587453067,-0.008399069,3.647685528,0.823079467,1.363749981,-0.222638234,-0.859346747,0.272086054,1.588708878,0.36570859,0.046392247,-0.099722281,-0.766827881,-1.269641638,1.362575412,1.717735142,-2.049809694,-0.000356168,-0.397268027,9.838504791,-0.252470613,-0.069462776,-0.753722072,3.494422436
142,-4.15817743,-2.054375648,1.910150051,0.326566905,1.445993781,-0.531175017,-2.643372297,0.688426197,1.001615763,-2.447384834,0.514784646,-0.171709061,0.466360077,-1.68554163,-3.874251366,-4.623137474,0.164389223,-0.060684808,-0.749863505,-0.026166596,-1.05756402,-0.326789719,1.719952464,0.097232707,0.523547232,0.784319997,-4.672178984,0.106102511,1.371026516,0.441200018,-3.861536384,-4.115720749,0.568745017,-2.431490421,-3.386116982,0.574063003,0.866215378,0.557843566,-0.9451859,-0.224769324,0.665660441,3.640312195,1.653833508,-5.650848389,-0.573073089,-0.21236518,-0.035333768,1.109192371,1.344334364
154,2.823695412,-1.012356758,-3.127782583,3.661305428,0.091337904,0.033300262,0.78319639,-1.101295233,0.06281919,0.756369174,-0.148138599,1.940782905,-0.230770409,3.144483328,3.083283663,2.030278265,0.529296756,2.802004337,-2.7574265,0.948983341,0.756966114,-0.772358402,-0.65151751,-6.762876511,-0.461334527,-0.000377476,2.880795956,0.069340616,-1.685899854,0.225500017,2.531415105,2.423831224,-1.477622986,1.715247631,-5.140927792,-1.214814782,0.014466181,0.644930303,0.240780145,0.639123023,0.332948506,-0.751066923,0.07365936,3.252944231,0.407922447,-0.300184429,-2.730712175,-2.863678217,0.58713454
178,0.938789103,-1.440482855,0.876667738,0.329999089,0.769016266,-0.132118493,-0.306314647,0.104834206,-0.403245687,0.466163427,0.094167292,-1.964305878,0.823459446,0.700072527,0.582344532,1.477102041,0.5154109,0.890632808,-0.600931883,-0.862289339,-0.497417569,-0.582499687,0.402069628,0.263107151,0.009441599,-0.215707526,1.344020545,-0.735164165,0.552901387,-0.925249994,1.771402657,0.871308327,0.54090023,-0.536642015,1.045420289,-0.589430213,0.271699131,0.366516829,-0.659178436,-0.296028793,-0.657955185,-1.220947504,-0.03114292,0.856855813,0.650880516,1.138433456,0.209883437,-0.948581338,0.136967018
207,0.234487636,-1.620635629,-2.387299061,-0.869427621,-1.526949406,0.505640149,-5.669201851,-0.549023092,-1.13886404,-0.195575967,-0.659531229,-3.188071013,0.363882959,-0.708589017,0.507092059,0.101972282,0.395067245,-0.611408472,-0.917155683,0.138543829,0.013077483,0.874983523,-3.465758085,0.426129341,-0.538249731,-0.822826028,0.116687313,-0.473528653,-0.577831447,-0.997749984,-0.219254773,-0.313645095,0.560395896,-0.375424445,-0.029086813,-5.364051819,-1.117704481,-0.221198931,0.685911536,-1.58960849,-0.727825642,-4.920485497,-1.512309194,0.001169816,-2.1386168,0.6689291,-0.478691757,-1.275320768,-4.341589451
211,1.970124319,0.884240866,7.758538246,0.703570426,5.691641808,-0.52829963,0.139725357,0.029418737,-0.719109058,-0.946228445,-0.436498895,0.414669931,-0.013724633,-0.303765833,0.414045811,2.034127474,-1.055433035,0.207693949,0.590956151,1.093768656,0.065259799,0.099989603,-0.533311963,-0.196474522,-0.433924258,-0.404380471,2.014302969,0.341204345,2.558832884,0.706399977,2.651824355,2.019620955,-0.267544717,0.304217249,0.362101555,0.799463868,-0.441688389,0.280055553,0.356057942,-0.537330121,0.144988805,-4.333967209,0.865971088,3.002226293,-1.429637432,-0.752388716,-0.753886461,1.795323372,0.631688297
226,-2.840963377,-1.608181238,0.43747744,-5.442090988,-0.885198712,-0.105345227,-2.120331287,0.15342024,-0.586494207,-1.756946325,0.386806651,-1.395674109,-0.946330477,-2.316319466,-3.412168026,-4.116620064,-0.9908427,-3.100090265,-1.634667516,-1.333861113,-0.008502036,-1.265978656,-0.116228759,-0.980360448,0.284064263,-0.117204085,-2.891878366,-0.894314051,-0.997528851,-0.260949999,-2.762928843,-3.161640525,0.231830031,-2.560486078,-2.652241707,-0.776983678,-0.150307357,-0.070282906,0.031601988,-0.739271536,0.225595653,-0.773925543,-0.151133001,-2.7459234,-0.140161693,1.037922263,-1.204999805,-3.310303688,1.535370111
230,0.377870904,0.162467092,-3.244063377,0.355283409,-0.88532263,0.36211127,-3.600294828,0.298275352,1.250855803,-2.114424229,0.930446036,-0.007088527,-0.792411983,-0.322840273,-1.067623138,-0.553097859,0.353645563,0.135610014,-0.672568738,-0.354131743,-0.005467609,0.448367043,-0.542411029,-0.781925917,0.288453102,0.545144618,-0.943664998,-0.719956458,-0.846369624,-1.120200038,-0.721826091,-0.756084383,0.205360308,-0.592301369,-0.116400659,-0.698859692,-0.83852138,0.123019174,-0.979478002,-0.947382614,0.496100396,-4.553500652,-0.647924542,-1.563643456,0.828297138,-0.562545121,-1.984259009,-1.281578064,-0.073630705
291,-0.550404986,1.93010509,-0.850231886,-0.841114759,-0.069484144,-0.705370784,3.035564423,0.290297836,-0.751267552,0.701281905,0.744306793,2.98033309,0.291166648,0.455119133,-0.152402133,-0.558108777,0.750187814,-0.897368073,0.359735638,-0.326720476,-0.438698053,1.55189529,0.841148973,0.634607196,0.045884311,0.055008121,-0.999079496,1.39359498,2.439178944,3.98484993,-0.866993248,-0.688874066,-0.908154845,-0.548512697,-0.04099521,1.15982008,0.414783463,-0.066348411,-0.240349576,-1.036314771,0.126043379,-3.012010098,0.024301857,-1.317906559,-0.41985625,0.337636918,0.397119939,0.022863962,0.272018015
310,0.778522278,2.109380722,1.462802649,1.219562411,2.18167305,0.154780358,2.023781061,0.486841738,0.53917551,-0.073395625,1.540664388,1.69674468,1.491279013,-0.260846108,-0.96174705,0.726292163,-0.450236797,-1.085392594,0.326587439,-0.882478476,0.111325167,0.721692296,1.991014719,1.583152771,0.044334933,0.603803098,0.795093089,-0.281124294,0.586625636,1.4654001,0.896753222,0.155696146,-0.287313342,-0.625655234,-0.1298417,0.702824831,0.916326553,0.079210259,-0.332273543,0.996457621,0.734804869,0.836555123,2.162567139,1.06972611,0.68229264,0.093433365,-0.40768379,0.74894619,1.648933411
323,-0.193357479,-1.085206509,-5.35576725,-2.472557783,-6.713829994,0.202341944,0.109093748,-1.105728865,3.568992138,-1.547228694,1.252095731,-1.146631598,0.065290302,-0.331405729,-0.792852163,0.495087326,-0.185614794,-1.202518582,0.450944662,0.32641492,-1.00763309,0.756880974,0.460630834,0.130883306,0.092150837,1.02113986,-0.273874745,0.429659486,-0.476360708,0.815750003,0.295967251,0.493022516,0.554797113,-0.743264735,0.469262362,-0.687240958,0.684916863,-0.330092043,-0.58920908,-1.891549632,1.319616228,-5.423507214,-4.68772459,-0.607022524,-0.061801791,0.361443162,-2.714669228,-4.371525288,-2.736171484
329,-1.650854729,-0.382649243,0.142356902,-2.381472588,0.140782252,0.802908838,-1.305581331,-1.099450588,0.087463103,-1.94358778,-1.113480555,-0.935894132,0.316265376,-2.750682831,-1.032905936,-0.933693871,0.366963446,-3.119793892,0.614266932,1.062096357,-0.041084964,-0.461163192,-1.065402269,0.300870478,0.500406682,-0.272108227,0.491738617,-1.364278078,0.318466783,-0.635249972,-0.092190154,-1.139993936,-1.045554638,-1.48032546,-1.416612625,0.598701537,-1.621052563,-0.855760396,1.058593512,0.364792168,-0.125922408,1.855226398,0.163025975,-0.071242988,-0.499394923,0.076572269,-1.198058963,0.606853902,-0.60561651
332,0.797398369,-3.263119698,-0.968144774,-0.148215592,-2.034760714,-0.193649083,-1.206587195,0.550856173,1.431497097,0.323711336,-0.699526564,0.336306334,-0.159611285,2.43476367,1.104504347,1.970751524,0.725329638,1.968665481,-0.566049099,-1.287704766,-0.300985366,-0.568988424,0.405309677,0.646236718,-2.529160023,0.277895093,1.467559218,-0.038270731,0.058902685,-2.30885005,1.163206413,0.353298128,4.586850166,0.933769345,1.931402683,-0.759212732,-0.454438925,0.318802685,-0.250569522,0.216824174,0.373738796,1.838860869,1.17970109,2.269198179,0.768178046,0.531632543,0.34814316,1.149556041,-1.073215604
348,1.168364386,-0.821329057,-1.741687894,2.949558973,-1.264690995,-0.291173637,2.178336859,-1.171281934,-0.298270434,-0.554608464,0.14394589,-0.096013039,0.545135409,1.608366847,1.380813956,1.182444811,0.217917353,2.227761984,1.632905006,0.667781174,-1.046119452,-0.496700529,0.447605014,0.131597459,0.196930826,0.141307488,0.555388004,-0.125359982,1.031949639,-0.913850009,1.077906579,0.696386904,-0.489763767,0.663815975,1.351521969,-1.054926276,0.053002689,-0.315181792,0.91109097,0.268793225,0.362777323,-3.452504635,-1.424516797,0.543281823,-0.462547004,0.146787375,-0.143392384,-2.372536659,-0.633646131
351,-4.86677638,-2.335909367,-0.526919365,-6.206111908,0.64451766,0.695314705,-2.770142794,0.218334705,1.162539721,-2.20113349,-0.206539797,-1.142185569,0.203612298,-3.524237394,-4.580934048,-6.253696442,0.355856419,-4.30254221,-1.000773072,-0.704256609,-0.37800917,-0.078119286,0.907911897,0.071365044,0.914190531,0.797749758,-5.931792974,0.723464727,-0.668806374,-0.58829999,-4.742172956,-5.484098673,-1.34511435,-3.418976069,-4.55224514,-1.022740483,-2.179009296,0.44106853,-0.373509824,-0.572727084,0.313040763,-1.021818995,-0.244691998,-6.300297737,0.698073983,-0.653977573,-1.254367828,0.049420744,0.613519788
355,-1.622254171,-0.067575753,-1.613319635,-2.732211828,-0.880102575,0.596863031,0.899865389,-0.289550602,-0.20423077,-0.512555718,0.623290526,-0.7805475,-0.230736926,-1.187736511,-1.673579931,-1.663992047,0.530461907,-2.441846848,2.296532869,0.797918506,0.144207448,-0.129476188,-4.497539997,0.742013574,-0.287667692,-0.440919101,-1.586428463,4.525956631,-0.008276403,-1.030849934,-1.671014786,-1.429552019,-0.869402289,-1.34553647,-4.574492455,0.456708699,-0.246090472,-0.649071097,0.237771735,0.586018205,0.514918312,0.036706667,0.210912034,-1.93537575,1.504805326,-5.447380543,1.045012355,0.521429181,-3.156423807
387,1.210118559,-1.26865387,-4.00613451,-0.873096228,-3.471590996,-0.023653995,-0.425614119,0.637928009,-0.19018884,0.283349186,-0.122733321,1.130717993,-0.488051701,1.491755009,1.510003686,1.130191147,0.061786119,0.965506077,-0.740042806,-0.54579781,-0.533960938,0.591698102,0.106596589,-0.571942031,0.077890158,-0.609030783,1.430755138,-1.010574341,0.13564083,-0.358350009,0.591325983,2.639534414,-0.025464512,-0.236074373,2.210557938,-1.092491388,0.856534988,-0.510582209,-0.484258443,-1.05850175,-0.839385599,-6.565628052,-2.399015903,1.448396564,0.333461344,1.132519841,0.123567075,-3.148928165,-2.125172377
392,0.478536513,1.346788645,3.458992481,0.382298261,3.377729893,0.054703869,1.431482434,-0.203273281,0.184347585,-1.07312119,-0.868648481,0.503750443,-0.115700118,-0.522191405,0.453752339,0.187011331,-0.282262117,-0.217663199,1.373180032,1.190959513,-0.222448468,-0.108659965,-1.028731823,-0.534565806,-0.421798527,-0.368752837,1.920038328,-0.69400394,0.0809699,0.44235,0.240348816,0.437113956,-0.359784156,-0.091751546,-0.051394708,0.707970202,0.26385802,1.266854286,1.334251165,0.392536506,-0.152644187,1.333146095,-0.090058871,0.881586432,-1.087142468,-0.672788203,-0.353945136,1.435830355,0.276352525
427,-0.415050772,-0.992527246,-2.997049332,0.459370881,-2.544742107,0.14881058,-1.04992485,-0.969034076,0.320017934,0.602219522,0.100123892,0.503179073,-0.407104939,0.591506362,0.854371071,-0.98217383,0.225477338,1.376460075,-1.621825576,-1.260752201,0.022995442,0.500969493,0.39274931,-0.458455026,0.164494872,0.55351007,-0.515899673,-0.411679119,0.020357385,-0.834249973,-0.616119504,-0.83723411,1.631827593,-0.867207646,0.429560542,-1.3510077,0.251869842,-0.100903109,0.197696418,0.05513303,-0.552452177,-1.556517839,-2.166065216,-0.918453544,0.403571159,0.525103927,-0.299942523,-2.808598042,-1.5489043
466,2.878620493,2.231422186,-6.369996071,2.126046896,-2.881241322,-0.43119368,1.1134727,-1.553554296,0.464981377,0.501131952,0.365128422,1.273649693,-0.10186277,2.07597971,2.918941021,2.76703155,0.171501637,2.433095455,-0.012569591,0.599440254,0.289078742,1.356672945,2.251651049,-0.307799071,0.23987937,0.029944465,2.992546797,1.711854458,0.479602635,0.729299963,2.229582608,2.220673025,-0.105027363,1.170192003,2.963613987,-0.479204327,-0.22470659,-0.151108012,0.511524081,0.21978268,-0.34256795,-0.476985991,-0.333312899,3.088035226,0.994814396,-0.521667838,0.282786936,-0.246129811,-1.489675522
481,-4.323948521,1.440698028,-0.806096375,-0.334995151,0.084071629,-0.566060901,2.419568777,1.119371295,-0.760076225,0.545110106,0.258263119,5.186945915,-0.008809336,-1.381608248,-2.295325041,-4.65995574,-0.09308029,-3.018398762,0.844536126,0.864521503,0.858208358,-0.834354414,0.970466733,-0.489382684,0.478871554,-0.544797301,-2.931371093,0.495096982,-0.592923164,0.753800035,-3.191436291,-4.219003677,0.714266658,0.050816409,-3.49322629,2.704090118,0.00136447,0.347411722,0.257000774,0.761815518,0.198365539,2.009415627,0.709748507,-3.204494596,-0.399127245,-0.005709082,0.44488433,0.392839551,0.997182846
501,0.085766287,-1.278159738,1.916481972,0.327463239,1.79954505,0.889239728,-0.512910485,1.250444174,-0.08409521,-0.227376968,2.08839331,0.87163657,0.036426693,0.486416072,0.184312984,-0.224553138,-0.49110496,1.895766616,-0.482953072,-0.968147457,-0.042205356,0.448841999,-1.184024096,0.372532576,0.186194152,-0.130641237,-0.014605619,-0.610147238,0.197116971,0.493650019,-0.196963906,-0.528294146,0.574271798,0.775175691,0.031609274,0.560663223,-0.296639238,0.086627066,-0.330214709,-1.474510729,0.057873011,1.492848277,1.351256132,-0.017040811,1.730604172,0.952882409,1.574288607,-0.51114732,-0.927547336
533,-2.522913624,2.479540825,-0.010878175,-0.064341441,-0.905355215,0.29894951,5.010742188,-0.593610287,-0.30183804,-0.519192815,2.761030256,-2.016946554,0.27797211,-1.256331921,-2.313362122,-3.016093969,-0.086275049,-0.960267782,-1.065149307,-1.240703732,-0.706495106,3.615771679,3.417700052,0.281421006,-0.091630921,-0.013450548,-2.382056475,2.731437206,-0.031410754,1.117150068,-1.581626773,-3.173332453,-0.110372312,-1.254505992,-1.13594842,-0.387139708,-1.178981304,-0.263133466,-0.232266158,0.207736045,-0.470717698,0.302668929,1.093181252,-3.454029083,0.519691169,1.36623764,2.516528845,0.540249467,0.206947386
572,-0.651250651,-0.117898151,1.071827173,-3.760422468,-0.426859856,0.300228775,-0.597552001,1.05053854,0.285406321,-1.608074546,0.354108157,-0.531220675,-0.048451185,-2.111138821,-2.114104271,-0.411259746,0.062226743,-1.722256541,-2.051217079,-0.995624214,-0.371195376,-0.292436874,0.616448581,-0.963937521,0.054486245,0.101106018,-0.502724335,0.892301917,-0.339105248,0.122299999,-0.276044548,-0.897748083,0.044749126,-1.945907593,-2.072412968,1.841038942,-0.699568063,-0.04900644,-0.558791399,0.071468979,-2.546333335,0.726678729,-0.390402853,-0.626455769,0.424823105,-0.00480628,0.465447038,-0.402857304,1.729498625
581,2.078553215,0.208763719,4.114002228,2.759196758,4.415279865,-0.265325665,0.51061058,-0.735532522,-0.15505597,1.543011546,0.288207674,3.431729794,-0.145249844,3.029318094,1.256816983,1.741524398,-0.261595339,2.520730019,2.395368576,1.13714397,0.733545005,0.237974986,0.048953801,0.00960407,0.659261823,-0.20505923,2.199844003,-0.222553074,-0.494733632,2.754050016,1.456707597,1.765289068,-0.225954875,1.155594349,2.83579421,1.708105445,0.420588255,-0.232979491,-1.983649969,1.36024341,1.589971185,3.409184456,0.97946924,1.588392973,0.966828108,-0.837566674,0.513661146,0.735595465,3.808609962
595,-0.890036672,-0.152970016,0.723911881,-1.535118937,0.581233978,0.412301779,-2.735790491,0.092469335,-0.525545359,-1.400671124,0.778233115,-3.719099522,-0.092277646,-1.618008733,-1.859163523,-1.208693892,-0.06624873,-3.184496403,-0.688285112,-0.716390029,-0.262671798,-0.818966513,-1.09945786,0.289341778,-0.399060816,-0.61482501,-0.967132866,0.327681899,-0.938303888,-2.476449966,-1.670709312,-1.312494934,-0.502054632,-4.504916191,-1.406987667,0.17661567,0.198530391,0.104339078,-0.006325912,0.970338002,-0.595896706,0.10427475,1.061384916,-1.772273481,0.644551754,-0.498137712,0.480457217,1.366535544,1.789094687
596,0.322225724,-0.215061933,0.908511996,8.44233036,0.136973113,-0.813971639,0.326794624,-0.637192369,0.08560729,3.49836421,0.014571871,0.979299068,0.340050399,1.763967991,2.55203557,-1.843809724,-0.251162708,3.139847755,-0.412953168,-0.235285852,-0.018133983,1.025940897,2.389966726,-0.505632758,-0.08968854,1.118636608,-2.280979037,0.966238439,0.486920238,2.52944994,-2.146916151,-2.006282985,0.511811435,0.770079136,2.436888218,0.587170601,-0.308469474,0.18468231,1.400416493,0.409294575,0.399523117,0.30073151,0.985617638,-1.423051774,1.344264269,0.205603808,0.386088312,2.929795265,3.571454287
622,-4.603285975,-4.446444511,-0.051740523,-3.441980839,0.001525559,-0.202143177,-2.189496517,0.48751986,-0.948412776,-1.168796182,-0.678457917,-5.345607758,-0.589993864,-2.864562511,-4.289463043,-6.134430885,0.01160761,-2.735952377,-0.002923863,-1.76357311,-0.832448065,-1.61966445,-0.808210731,0.526164055,0.001039721,-0.92341435,-5.185345173,-1.382830858,-2.32178998,-1.637400031,-5.105972052,-4.891085625,0.645997107,-2.104167223,-4.655038357,-2.956611156,-1.47483331,-2.693305731,0.087312207,-1.447539985,-0.606130507,-1.017772436,0.166794688,-5.811675072,0.118155792,1.738118887,-0.655020118,-0.242838517,-0.982397079
637,1.746276966,-0.141390607,-1.846140862,0.624497652,-2.985566854,-0.338517368,-3.332817554,1.171658039,1.260463715,0.928517997,-0.314651745,0.940342188,0.361996338,1.023003697,-0.472135127,1.242323071,-1.53266263,0.400514126,-1.394855618,-0.173027843,-0.265893042,0.203568895,0.437116861,0.384846121,-0.170694098,0.681150317,1.406171739,-1.100027084,0.082855657,-1.344499946,1.66253221,1.656872272,0.588472843,0.368723094,1.321174622,0.344603032,-0.060439616,-0.002969787,-1.665470243,1.045114756,0.127814814,2.275714159,1.638344288,0.806788713,0.484353691,-0.211211622,0.089786656,1.350599051,1.509295583
642,2.307733776,0.997546196,-0.816428065,1.902839303,-0.602506042,0.275270313,0.400383502,-0.89075464,0.922509015,1.121502638,0.833356652,2.07749629,0.241524087,2.159959078,2.200764894,1.680187166,-0.39358741,1.331361294,-0.287141919,-0.196655974,0.922608614,0.655686019,0.176526904,0.091098249,-0.884678245,0.928418994,2.173780322,0.105125919,-2.578072786,-0.962050021,2.566159129,2.13978225,-1.035263181,1.753115177,3.644654751,0.225479126,0.776150763,-0.070474952,-1.236667395,0.535133779,0.672256052,1.021315098,-0.818899512,1.546451747,0.318122327,-1.024687529,0.973529458,-0.028910682,-0.08721444
644,1.671113783,-0.33192271,2.015784025,-0.228203669,-0.935639024,-0.325597763,0.930814385,-0.020462269,0.562223732,-0.05178833,0.776144808,1.008713126,0.509338796,-0.436245948,0.48439157,2.249753475,2.712307692,-0.442892373,0.116254322,1.443444431,-0.168029144,0.57316366,-0.366673261,0.423238933,0.305830181,-0.345035911,1.843817115,1.665911436,-0.409820586,-0.338149995,1.446821928,1.304746836,-0.653200269,0.217864752,0.682795405,-0.213539794,0.237149104,-0.415124893,1.229009151,0.557921141,0.502442792,0.646018028,0.048268825,0.980891168,-0.746612012,-0.033937514,0.159220234,0.542541623,1.282541513
652,2.824305639,-1.29150176,-1.209627271,1.653474808,-1.474545479,0.179433569,-0.877737045,-0.621264696,-0.734191954,0.801351964,-1.068313715,0.58300662,-0.00296489,2.492851496,2.610359669,1.772126138,0.49205482,3.120585442,-1.076432943,-1.185348988,-0.152588993,0.084681925,-0.47954312,-0.018092424,-0.89956522,0.455171108,1.813592136,-0.19562161,-0.579880536,-1.758200049,1.446410924,1.667831063,0.173698276,1.677323341,3.430376291,-2.500705481,-0.245928898,-0.653042972,0.763770282,-1.157495826,-0.002937257,-2.904966593,-2.431324005,1.5122419,-0.128901362,0.71124661,-0.451532006,-2.976354122,-1.137179375
664,1.312618831,0.630741239,-0.743552804,3.286679983,-1.966573715,-0.119359039,0.899065614,0.138241529,-0.119059145,1.35982573,0.461512107,-0.159790918,-0.754928559,2.993765354,2.73516345,2.936793327,-1.194539666,3.565467834,-1.535848856,-2.783345535,-0.232013121,0.268092633,-0.597003937,1.108341217,0.410050005,-0.607486665,3.074631572,-0.196437016,-2.071129322,-1.929549932,2.283954382,2.601507783,0.030905813,3.003193855,3.043080568,0.29006663,-0.857821971,-1.505098343,-0.201203108,-0.345928624,0.215457975,-0.071846157,0.47912991,2.225446582,0.077601865,-0.042799801,-0.699374378,2.452696323,-0.348395437
