source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,dip_url,sources,references,nsources,nrefs
P05019,P08069,IGF1,IGF1R,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10920;http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=187156,Baccin2019;CA1;CellPhoneDB;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;HPMR;HPMR_LRdb;HPRD;HPRD_LRdb;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;SignaLink3;Sparser_ProtMapper;UniProt_LRdb;Wang;iTALK,Baccin2019:1852007;Baccin2019:2877871;CA1:8408032;DIP:11287679;DIP:21645859;HPMR:2877871;HPRD:1852007;IntAct:21645859;IntAct:8452530;LRdb:185;LRdb:2877871;ProtMapper:19258508;ProtMapper:23675206;SIGNOR:17306385;SIGNOR:19029956;SIGNOR:21798082;SPIKE:1852007;SignaLink3:12067807;SignaLink3:1852007;SignaLink3:21071413;SignaLink3:23331499,27,21
P13500,P50281,CCL2,MMP14,1,1,0,1,1,0,,SPIKE,SPIKE:15516694,1,1
P50281,P08253,MMP14,MMP2,1,1,0,1,1,0,,ACSN;HPRD;SPIKE;Wang,ACSN:23691193;ACSN:24376839;HPRD:14583471;HPRD:8663332;SPIKE:11857380,4,5
P78527,P00519,PRKDC,ABL1,1,1,0,1,1,0,,HPRD;KEA;NetworKIN_KEA;PhosphoPoint;SPIKE,HPRD:9312071;KEA:17570479;SPIKE:18157161;SPIKE:9109492,5,4
P04198,P33993,MYCN,MCM7,1,1,0,1,1,0,,SPIKE,SPIKE:17826980,1,1
P04198,Q9UJA3,MYCN,MCM8,1,1,0,1,1,0,,SPIKE,SPIKE:17826980,1,1
Q6PL18,P03372,ATAD2,ESR1,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=88034,BioGRID;DIP;HPRD;IntAct;Lit-BM-17;SPIKE,BioGRID:17998543;DIP:17998543;HPRD:17998543;IntAct:17998543;IntAct:25640309;Lit-BM-17:17998543;Lit-BM-17:25640309;SPIKE:17998543,6,8
Q6PL18,Q01094,ATAD2,E2F1,1,1,0,1,1,0,,SPIKE,SPIKE:17998543,1,1
Q96RU2,Q9HAW4,USP28,CLSPN,1,1,1,1,1,1,,HPRD;SPIKE,HPRD:16901786;SPIKE:16901786;SPIKE:19680264,2,3
O60260,P24864,PRKN,CCNE1,1,1,1,1,0,1,,SPIKE,SPIKE:12628165;SPIKE:15194120;SPIKE:20418918,1,3
P12004,Q9UNA4,PCNA,POLI,1,1,0,1,1,0,,BioGRID;HPRD;Lit-BM-17;SPIKE,BioGRID:11724965;BioGRID:18931444;HPRD:16763556;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:18931444;Lit-BM-17:23248005;Lit-BM-17:26903512;SPIKE:16357261,4,9
P12004,Q9Y253,PCNA,POLH,1,1,0,1,1,0,,BioGRID;HPRD;Lit-BM-17;SPIKE,BioGRID:15149598;BioGRID:21855803;BioGRID:24474685;BioGRID:26988343;HPRD:11585903;HPRD:16763556;Lit-BM-17:11585903;Lit-BM-17:15149598;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:20129057;Lit-BM-17:20159558;Lit-BM-17:21791603;Lit-BM-17:21855803;Lit-BM-17:23042605;Lit-BM-17:23345618;Lit-BM-17:23388460;Lit-BM-17:23761444;Lit-BM-17:24474685;Lit-BM-17:25766642;Lit-BM-17:26988343;Lit-BM-17:27770570;SPIKE:16357261,4,23
Q6PL18,P01106,ATAD2,MYC,1,1,0,1,1,0,,SPIKE,SPIKE:19843847,1,1
Q6PL18,P10275,ATAD2,AR,1,1,0,1,1,0,,SPIKE,SPIKE:19318566,1,1
Q93009,Q00987,USP7,MDM2,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=185397,BioGRID;DIP;ELM;HPRD;IntAct;LMPID;Lit-BM-17;SIGNOR;SPIKE;Wang,BioGRID:28406480;DIP:16402859;DIP:16474402;DIP:22056774;ELM:20713061;HPRD:15916963;HPRD:16474402;HPRD:16845383;HPRD:17936559;IntAct:15916963;IntAct:16402859;IntAct:16474402;IntAct:17936559;IntAct:22056774;LMPID:16402859;LMPID:16474402;LMPID:20713061;Lit-BM-17:15916963;Lit-BM-17:16402859;Lit-BM-17:16474402;Lit-BM-17:16845383;Lit-BM-17:16943424;Lit-BM-17:17380154;Lit-BM-17:17936559;Lit-BM-17:18566590;Lit-BM-17:20713061;Lit-BM-17:20816748;Lit-BM-17:24462112;Lit-BM-17:26238070;Lit-BM-17:26460617;Lit-BM-17:27452404;Lit-BM-17:28196907;SIGNOR:16082221;SPIKE:15916963,10,34
Q93009,O15151,USP7,MDM4,1,1,0,1,1,0,,ELM;HPRD;IntAct;LMPID;Lit-BM-17;SIGNOR;SPIKE,ELM:20713061;HPRD:15916963;IntAct:15916963;LMPID:20713061;Lit-BM-17:15916963;Lit-BM-17:18566590;Lit-BM-17:20713061;SIGNOR:16082221;SPIKE:15916963,7,9
Q04206,P60484,RELA,PTEN,1,0,1,1,0,1,,SPIKE,SPIKE:14729949,1,1
Q16254,P28749,E2F4,RBL1,1,0,1,1,0,1,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40056,ACSN;CancerCellMap;DIP;HPRD;Lit-BM-17;NetPath;Wang,ACSN:10766737;ACSN:16135806;CancerCellMap:12150994;CancerCellMap:7958925;CancerCellMap:8643455;CancerCellMap:9144196;DIP:9724731;HPRD:11573202;HPRD:12150994;HPRD:8643455;Lit-BM-17:12150994;Lit-BM-17:16360038;Lit-BM-17:17671431;Lit-BM-17:7958924;Lit-BM-17:7958925;Lit-BM-17:8657117;Lit-BM-17:9501179;Lit-BM-17:9724731;Lit-BM-17:9858615;NetPath:12150994;NetPath:7958925;NetPath:8643455,7,22
Q08999,Q15329,RBL2,E2F5,1,1,0,1,1,0,,CancerCellMap;HPRD;Lit-BM-17;NetPath;SPIKE;Wang,CancerCellMap:7760804;HPRD:11756542;Lit-BM-17:16600870;Lit-BM-17:17531812;Lit-BM-17:7760804;NetPath:7760804;SPIKE:15838517,6,7
Q08999,Q16254,RBL2,E2F4,1,1,0,1,1,0,,CancerCellMap;HPRD;IntAct;Lit-BM-17;NetPath;SPIKE;Wang,CancerCellMap:8657117;CancerCellMap:9144196;HPRD:11573202;HPRD:17159899;IntAct:17531812;IntAct:20133863;Lit-BM-17:12006580;Lit-BM-17:16600870;Lit-BM-17:17159899;Lit-BM-17:17531812;Lit-BM-17:17671431;Lit-BM-17:22002537;Lit-BM-17:23108140;Lit-BM-17:9121766;Lit-BM-17:9858615;NetPath:8657117;NetPath:9858615;SPIKE:15838517,7,18
Q14676,Q12888,MDC1,TP53BP1,1,1,1,1,1,1,,ACSN;BioGRID;HPRD;SPIKE;Wang,ACSN:18087291;BioGRID:17925396;HPRD:12607005;SPIKE:16009723,5,4
O76064,Q16777,RNF8,HIST2H2AC,1,1,0,1,1,0,,ACSN;SPIKE,ACSN:19203579;SPIKE:18001824,2,2
Q14676,O76064,MDC1,RNF8,1,1,0,1,1,0,,BioGRID;HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE;Wang,BioGRID:18001825;HPRD:18001825;IntAct:18001824;IntAct:18001825;Lit-BM-17:18001824;Lit-BM-17:18001825;Lit-BM-17:18006705;Lit-BM-17:24240613;Lit-BM-17:25512560;SIGNOR:18678647;SPIKE:18001824;SPIKE:18006705;SPIKE:18082599,7,13
O60260,P49792,PRKN,RANBP2,1,0,1,1,0,1,,HPRD;IntAct;Lit-BM-17;SIGNOR;SPIKE,HPRD:16332688;IntAct:16332688;Lit-BM-17:16332688;SIGNOR:16332688;SPIKE:20418918,5,5
Q96SD1,Q13426,DCLRE1C,XRCC4,1,1,0,1,1,0,,SPIKE;Wang,SPIKE:16857680,2,1
O60260,P35222,PRKN,CTNNB1,1,1,0,1,1,0,,SPIKE,SPIKE:20418918,1,1
O60260,P05412,PRKN,JUN,1,0,1,1,0,1,,SPIKE;Wang,SPIKE:20418918,2,1
O60260,Q99700,PRKN,ATXN2,1,0,1,1,0,1,,SPIKE,SPIKE:20418918,1,1
Q9Y5Z0,P05067,BACE2,APP,1,1,0,1,1,0,,HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;SPIKE;Wang;iPTMnet;phosphoELM_MIMP,HPRD-phos:10936190;HPRD-phos:15178331;HPRD-phos:8764598;HPRD:10605825;HPRD:10931940;HPRD:10936190;HPRD:15178331;HPRD:8764598;KEA:10936190;KEA:15178331;KEA:8764598;SPIKE:20418918;iPTMnet:10936190;iPTMnet:15178331;iPTMnet:8764598,12,15
P56817,P05067,BACE1,APP,1,1,0,1,1,0,,HPRD;IntAct;SPIKE;Wang,HPRD:10531052;IntAct:10677483;IntAct:12901838;IntAct:22801501;IntAct:30538620;SPIKE:20418918,4,6
Q13426,Q96T60,XRCC4,PNKP,1,1,0,1,1,0,,DOMINO;HPRD;HuRI;IntAct;LMPID;Lit-BM-17;SPIKE,DOMINO:15385968;HPRD:15385968;IntAct:15385968;IntAct:17353931;IntAct:21637298;LMPID:15385968;Lit-BM-17:15385968;Lit-BM-17:17353931;Lit-BM-17:21637298;Lit-BM-17:26186194;SPIKE:12032095,7,11
Q12888,P56524,TP53BP1,HDAC4,1,1,0,1,1,0,,SPIKE,SPIKE:16945145,1,1
O14672,P05067,ADAM10,APP,1,1,0,1,1,0,,SPIKE,SPIKE:12535668,1,1
Q9BXM7,Q12931,PINK1,TRAP1,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=58801,DIP;IntAct;SPIKE;Wang,DIP:17579517;IntAct:17579517;SPIKE:17579517,4,3
P23468,P40763,PTPRD,STAT3,1,0,1,1,0,1,,DEPOD;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE,DEPOD:19478061;ProtMapper:19478061;SIGNOR:19478061;SPIKE:20418918,5,4
P18887,Q96T60,XRCC1,PNKP,1,1,0,1,1,0,,HPRD;IntAct;LMPID;Lit-BM-17;SPIKE,HPRD:11163244;IntAct:17353931;IntAct:19155274;IntAct:21637298;LMPID:15367657;Lit-BM-17:11163244;Lit-BM-17:15367657;Lit-BM-17:15385968;Lit-BM-17:17353931;Lit-BM-17:19155274;Lit-BM-17:21637298;Lit-BM-17:26496610;SPIKE:11163244,5,13
P30086,P04049,PEBP1,RAF1,1,1,1,1,1,0,,AlzPathway;CancerCellMap;HPRD;InnateDB;IntAct;Lit-BM-17;NetPath;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE;SignaLink3,AlzPathway:17706925;CancerCellMap:10757792;HPRD:17097642;InnateDB:11585904;IntAct:17097642;IntAct:21831839;Lit-BM-17:10757792;Lit-BM-17:14654844;Lit-BM-17:17097642;Lit-BM-17:21831839;NetPath:10757792;ProtMapper:23416466;SIGNOR:10490027;SPIKE:10490027;SPIKE:10757792;SignaLink3:10490027;SignaLink3:10757792;SignaLink3:17097642;SignaLink3:23331499,12,19
Q96RU2,Q969H0,USP28,FBXW7,1,0,1,1,0,1,,SPIKE;Wang,SPIKE:20399964,2,1
P24941,P01106,CDK2,MYC,1,1,0,1,1,0,,KEA;NetworKIN_KEA;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SPIKE;Sparser_ProtMapper;dbPTM,KEA:17570479;ProtMapper:20445224;ProtMapper:22348395;ProtMapper:27653698;ProtMapper:29896817;SPIKE:19966300;dbPTM:15103331;dbPTM:17081983;dbPTM:17558397;dbPTM:18669648;dbPTM:19966300;dbPTM:20713526;dbPTM:8386367,8,13
O60381,P01106,HBP1,MYC,1,0,1,1,0,1,,Lit-BM-17;SPIKE,Lit-BM-17:20008325;SPIKE:20008325,2,2
P62913,Q9Y4A5,RPL11,TRRAP,1,0,1,1,0,1,,SPIKE,SPIKE:20194507,1,1
Q9Y4A5,P01106,TRRAP,MYC,1,1,0,1,1,0,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=56680,BioGRID;DIP;HPRD;IntAct;PhosphoPoint;SPIKE;Wang,BioGRID:11511539;DIP:12660246;DIP:9708738;HPRD:9708738;IntAct:17353931;IntAct:9708738;SPIKE:12660246;SPIKE:17145710;SPIKE:20194507,7,9
P01106,Q9Y219,MYC,JAG2,1,1,0,1,1,0,,SPIKE,SPIKE:20133585,1,1
Q969H0,P01106,FBXW7,MYC,1,1,1,1,0,1,,BioGRID;HPRD;IntAct;LMPID;SIGNOR;SPIKE;Wang,BioGRID:15150404;BioGRID:15498494;BioGRID:20970423;HPRD:16023596;HPRD:17157259;IntAct:17157259;LMPID:15103331;LMPID:15992821;SIGNOR:15103331;SIGNOR:20852628;SPIKE:16023596;SPIKE:17145710;SPIKE:20399964,7,13
Q13153,P49023,PAK1,PXN,1,1,0,1,1,0,,Adhesome;CA1;HPRD;PhosphoPoint;PhosphoSite;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet,Adhesome:10330411;Adhesome:11096073;Adhesome:14580336;CA1:11096073;HPRD:10330411;PhosphoSite:16717130;PhosphoSite:18986306;ProtMapper:16717130;ProtMapper:23317503;ProtMapper:25472536;ProtMapper:26598620;ProtMapper:27542844;ProtMapper:28214467;SIGNOR:16717130;SPIKE:16717130;SPIKE:17440071;iPTMnet:16717130,15,17
P42574,P78527,CASP3,PRKDC,1,1,1,1,1,0,,CA1;ELM;HPRD;SPIKE;Wang,CA1:8798786;ELM:8670824;HPRD:8804412;SPIKE:12867423;SPIKE:8804412,5,5
P42574,P06396,CASP3,GSN,1,1,1,1,0,1,,CA1;HPRD;SIGNOR;SPIKE;Wang,CA1:9323209;HPRD:9323209;HPRD:9671712;SIGNOR:9323209;SIGNOR:9671712;SPIKE:9323209;SPIKE:9930654,5,7
Q96Q15,Q92900,SMG1,UPF1,1,1,0,1,1,0,,HPRD;HPRD_MIMP;InnateDB;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,HPRD:11331269;HPRD:11544179;HPRD:18423202;InnateDB:19417104;PhosphoSite:11544179;PhosphoSite:21965535;PhosphoSite:23275559;PhosphoSite:23826386;PhosphoSite:24115769;PhosphoSite:25775514;ProtMapper:21965535;ProtMapper:23356578;ProtMapper:25013172;ProtMapper:25535763;ProtMapper:29768215;SIGNOR:23356578;SPIKE:15175154;iPTMnet:23356578,19,18
Q13315,Q96RU2,ATM,USP28,1,1,0,1,1,0,,HPRD_MIMP;MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SPIKE;phosphoELM_MIMP,PhosphoSite:16901786;SPIKE:16901786,9,2
P45985,P45983,MAP2K4,MAPK8,1,1,0,1,1,0,,ACSN;ELM;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;SignaLink3;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,ACSN:11274345;ACSN:12624093;ACSN:12738796;ACSN:18855897;ACSN:21614932;ELM:12788955;ELM:23047924;ELM:26370088;HPRD-phos:16153436;HPRD-phos:18669648;HPRD:11062067;HPRD:9661668;HPRD:9808624;InnateDB:10713157;InnateDB:12788955;InnateDB:13130464;InnateDB:15998799;KEA:11062067;KEA:15755722;KEA:15911620;KEA:16153436;KEA:17192257;KEA:7839144;KEA:9312068;KEA:95141073;PhosphoSite:23416355;ProtMapper:10385525;ProtMapper:10499589;ProtMapper:10521444;ProtMapper:10748139;ProtMapper:10791986;ProtMapper:10958661;ProtMapper:10962008;ProtMapper:11062067;ProtMapper:11099046;ProtMapper:11389443;ProtMapper:11489946;ProtMapper:11847100;ProtMapper:12133933;ProtMapper:12354380;ProtMapper:12709432;ProtMapper:12917261;ProtMapper:14523011;ProtMapper:15068801;ProtMapper:16076903;ProtMapper:16282370;ProtMapper:16440308;ProtMapper:17143273;ProtMapper:7600581;ProtMapper:7600582;ProtMapper:7652575;ProtMapper:7992057;ProtMapper:8702918;ProtMapper:8805275;ProtMapper:8910292;ProtMapper:9108083;ProtMapper:9305638;ProtMapper:9448004;ProtMapper:9487126;ProtMapper:9724739;ProtMapper:9733714;ProtMapper:9860979;ProtMapper:9891069;SIGNOR:11062067;SIGNOR:21561061;SIGNOR:8974401;SIGNOR:9724739;SPIKE:15302099;SignaLink3:11062067;SignaLink3:11242034;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9207092;SignaLink3:9661668;SignaLink3:9808624;dbPTM:17192257;dbPTM:18083107;dbPTM:18669648;dbPTM:19369195;dbPTM:19534553;dbPTM:19690332;iPTMnet:11062067;iPTMnet:15911620;iPTMnet:16153436;iPTMnet:18669648;iPTMnet:7839144;iPTMnet:9724739;phosphoELM:15911620;phosphoELM:7839144,29,90
O75385,O75143,ULK1,ATG13,1,1,0,1,1,0,,ARN;AlzPathway;InnateDB;IntAct;Lit-BM-17;PhosphoSite;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SPIKE,ARN:19211835;ARN:19225151;ARN:19287211;ARN:20562859;AlzPathway:15197469;InnateDB:19211835;InnateDB:19225151;InnateDB:19287211;InnateDB:20562859;IntAct:20562859;IntAct:25686248;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:21460630;Lit-BM-17:23392225;Lit-BM-17:23524951;Lit-BM-17:25126726;Lit-BM-17:25686248;Lit-BM-17:26018823;PhosphoSite:21855797;PhosphoSite:26138443;PhosphoSite:26687599;PhosphoSite:27259258;PhosphoSite:27387056;PhosphoSite:27390127;PhosphoSite:27932573;SIGNOR:19211835;SPIKE:18936157,10,28
O75385,Q8TDY2,ULK1,RB1CC1,1,1,0,1,1,0,,ARN;InnateDB;IntAct;Lit-BM-17;SIGNOR;SPIKE,ARN:19211835;ARN:19225151;ARN:20562859;InnateDB:19211835;InnateDB:19225151;InnateDB:20562859;IntAct:20562859;Lit-BM-17:20562859;Lit-BM-17:23392225;Lit-BM-17:25686248;SIGNOR:19597335;SPIKE:19225151,6,12
P42345,O75143,MTOR,ATG13,1,0,1,1,0,1,,ACSN;ARN;InnateDB;ProtMapper;REACH_ProtMapper;SIGNOR;SPIKE,ACSN:11274345;ACSN:12150925;ACSN:12408816;ACSN:15755954;ACSN:17680028;ACSN:18000759;ACSN:19151919;ACSN:19225151;ACSN:19446321;ACSN:19568798;ACSN:19706736;ACSN:19864431;ACSN:21157483;ARN:19225151;InnateDB:19211835;InnateDB:19225151;ProtMapper:26801615;SIGNOR:19211837;SPIKE:19211835;SPIKE:19225151;SPIKE:19258318,7,21
Q9Y371,Q9P2Y5,SH3GLB1,UVRAG,1,1,0,1,1,0,,DOMINO;InnateDB;IntAct;SPIKE,DOMINO:17891140;InnateDB:17891140;IntAct:17891140;SPIKE:18032918;SPIKE:21068542,4,5
O75143,Q8TDY2,ATG13,RB1CC1,1,1,0,1,1,0,,InnateDB;IntAct;Lit-BM-17;SIGNOR;SPIKE,InnateDB:19225151;IntAct:20562859;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:23392225;SIGNOR:19225151;SPIKE:19211835;SPIKE:19225151,5,8
P42345,Q8IYT8,MTOR,ULK2,1,0,1,1,0,1,,ACSN;ARN;InnateDB;SIGNOR;SPIKE;Wang,ACSN:11274345;ACSN:12150925;ACSN:12408816;ACSN:15755954;ACSN:17680028;ACSN:18000759;ACSN:19151919;ACSN:19225151;ACSN:19446321;ACSN:19568798;ACSN:19706736;ACSN:19864431;ACSN:21157483;ARN:19225151;InnateDB:19225151;SIGNOR:19211836;SPIKE:19225151,6,17
Q14457,Q99570,BECN1,PIK3R4,1,1,0,1,1,0,,InnateDB;Lit-BM-17;SPIKE,InnateDB:18843052;InnateDB:19050071;InnateDB:19270696;Lit-BM-17:19050071;Lit-BM-17:19270696;Lit-BM-17:20562859;Lit-BM-17:20711182;Lit-BM-17:25490155;Lit-BM-17:26496610;SPIKE:18957027,3,10
Q13009,P63000,TIAM1,RAC1,1,1,0,1,1,0,,ACSN;Adhesome;BioGRID;CA1;HPRD;Lit-BM-17;SIGNOR;SPIKE;Wang,ACSN:11955434;ACSN:12829230;ACSN:15611338;ACSN:15967165;Adhesome:10212259;Adhesome:10592173;Adhesome:11130063;Adhesome:11595749;Adhesome:7753201;Adhesome:8910315;BioGRID:11130063;CA1:10212259;HPRD:11130063;HPRD:11595749;Lit-BM-17:11130063;Lit-BM-17:11595749;SIGNOR:12393875;SIGNOR:32203420;SPIKE:11130063,9,19
P42345,Q8N122,MTOR,RPTOR,1,1,0,1,1,0,,BioGRID;HPRD;HPRD_MIMP;InnateDB;IntAct;Lit-BM-17;MIMP;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP,BioGRID:16847060;BioGRID:25007995;HPRD:12150925;HPRD:12150926;HPRD:15066126;HPRD:16354680;HPRD:1683716516603397;InnateDB:12150925;InnateDB:12150926;InnateDB:12718876;InnateDB:15066126;InnateDB:15268862;InnateDB:15467718;InnateDB:15809305;InnateDB:16603397;InnateDB:16847060;InnateDB:16919458;InnateDB:16962653;InnateDB:17043309;InnateDB:17277771;InnateDB:17386266;InnateDB:17461779;InnateDB:17599906;InnateDB:17604271;InnateDB:18030348;InnateDB:18519641;InnateDB:18570873;InnateDB:18614546;InnateDB:18676370;InnateDB:19114562;InnateDB:19145465;IntAct:12150926;IntAct:12408816;IntAct:18955708;IntAct:19619545;IntAct:19875983;IntAct:21614075;IntAct:22424946;IntAct:23953116;IntAct:24375676;IntAct:25446900;IntAct:26348909;IntAct:27043084;Lit-BM-17:12150925;Lit-BM-17:12150926;Lit-BM-17:12408816;Lit-BM-17:12665511;Lit-BM-17:12719976;Lit-BM-17:12747827;Lit-BM-17:15066126;Lit-BM-17:15268862;Lit-BM-17:15459249;Lit-BM-17:15467718;Lit-BM-17:16183647;Lit-BM-17:16354680;Lit-BM-17:16603397;Lit-BM-17:16631613;Lit-BM-17:16798736;Lit-BM-17:16837165;Lit-BM-17:16847060;Lit-BM-17:16919458;Lit-BM-17:16962653;Lit-BM-17:17043309;Lit-BM-17:17277771;Lit-BM-17:17386266;Lit-BM-17:17461779;Lit-BM-17:17565979;Lit-BM-17:18030348;Lit-BM-17:18505677;Lit-BM-17:18519641;Lit-BM-17:18570873;Lit-BM-17:18722121;Lit-BM-17:18955708;Lit-BM-17:19114562;Lit-BM-17:19145465;Lit-BM-17:19446321;Lit-BM-17:19619545;Lit-BM-17:19875983;Lit-BM-17:20169205;Lit-BM-17:20381137;Lit-BM-17:20427287;Lit-BM-17:21045808;Lit-BM-17:21071439;Lit-BM-17:21177249;Lit-BM-17:21321085;Lit-BM-17:22258093;Lit-BM-17:22356909;Lit-BM-17:22424946;Lit-BM-17:22493283;Lit-BM-17:22544753;Lit-BM-17:23297343;Lit-BM-17:23872070;Lit-BM-17:23911927;Lit-BM-17:23953116;Lit-BM-17:24036451;Lit-BM-17:24337580;Lit-BM-17:24375676;Lit-BM-17:24403073;Lit-BM-17:24516643;Lit-BM-17:25007995;Lit-BM-17:25332233;Lit-BM-17:25446900;ProtMapper:19346248;ProtMapper:19864431;ProtMapper:21179025;ProtMapper:21981278;ProtMapper:22570334;ProtMapper:24972320;ProtMapper:25361081;ProtMapper:27043084;SIGNOR:19346248;SIGNOR:19864431;SPIKE:19346248;SPIKE:19864431;iPTMnet:19346248;iPTMnet:19864431,21,116
P31749,Q96B36,AKT1,AKT1S1,1,0,1,1,0,1,,ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP,ACSN:10722653;ACSN:10949026;ACSN:11274345;ACSN:11715018;ACSN:11756412;ACSN:11923280;ACSN:12408816;ACSN:15169778;ACSN:15808505;ACSN:16697215;ACSN:17052453;ACSN:17277771;ACSN:17461779;ACSN:17517883;ACSN:17680028;ACSN:18000759;ACSN:18372248;ACSN:18570873;ACSN:18636226;ACSN:19143635;ACSN:19151919;ACSN:19568798;ACSN:19720745;ACSN:20138985;ACSN:20214616;ACSN:20398329;ACSN:20832730;ACSN:21157483;ACSN:9812896;HPRD-phos:12524439;HPRD-phos:14973226;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:12524439;HPRD:14973226;InnateDB:12524439;KEA:12524439;KEA:14973226;KEA:17081983;KEA:18372248;KEA:18669648;PhosphoSite:12524439;ProtMapper:11352916;ProtMapper:12524439;ProtMapper:12820960;ProtMapper:12869586;ProtMapper:17277771;ProtMapper:17329361;ProtMapper:17386266;ProtMapper:17510057;ProtMapper:19446321;ProtMapper:23415227;SIGNOR:12524439;SPIKE:17386266;dbPTM:12524439;dbPTM:17081983;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;iPTMnet:12524439,24,62
P53355,Q96RR4,DAPK1,CAMKK2,1,0,1,1,0,1,,HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SPIKE;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP,KEA:15209507;KEA:18691976;PhosphoSite:15209507;ProtMapper:15209507;SIGNOR:15209507;SPIKE:15209507;iPTMnet:15209507;phosphoELM:15209507,17,8
P53355,Q16659,DAPK1,MAPK6,1,0,1,1,0,1,,SPIKE,SPIKE:15616583,1,1
Q9P2Y5,Q99570,UVRAG,PIK3R4,1,1,0,1,1,0,,SPIKE,SPIKE:18957027,1,1
Q8IYT8,O75143,ULK2,ATG13,1,1,0,1,1,0,,ARN;InnateDB;SIGNOR;SPIKE,ARN:19225151;ARN:20562859;InnateDB:19225151;SIGNOR:19225151;SPIKE:18936157,4,5
