,24h_10uM,6h_10uM,6h_3uM,24h_3uM,6h_10uM_1,6h_10uM_2,6h_10uM_3
843,-5.12620067596,0.6607810000000001,-0.345439225435,0.0411561354995,-0.848297417164,-0.771560490131,0.16797396540600001
847,5.01820755005,2.05458,3.34653949738,1.67801475525,-0.7366131544110001,-0.9478528499600001,-1.46607351303
868,0.0892920792103,0.923141,0.9919183850290001,0.688401699066,0.29569205641699997,2.44613599777,1.12525475025
873,0.544974207878,-0.874411,-0.210805460811,-0.400797665119,0.188589856029,-0.8745318055149999,-1.10319113731
874,0.848675608635,0.529564,-0.301611572504,-0.302791595459,0.472138941288,0.039571799337900004,-0.056417144835
890,-0.596209704876,0.73723,-0.5261955857280001,0.0449251234531,-0.972323715687,0.288627266884,-0.794159770012
891,1.8118815422099999,-0.77428,-0.588240265846,0.22573393583299997,-0.0582352653146,-1.90053737164,-2.63938093185
896,0.864538371563,1.0787200000000001,-0.119621962309,-0.37735798955,1.5598701238600001,-1.74007236958,-1.8474192619299998
899,-1.83106434345,0.0686423,0.538484036922,0.637030124664,-0.0831891819835,0.68374556303,-0.763882875443
902,-0.387901425362,-1.67524,-0.440275281668,-0.40623000264200004,-0.534901559353,-0.664764523506,1.30374062061
949,1.5700558424000002,0.77061,0.0581375062466,0.012969478964799998,-0.47354143858000003,0.6710504293439999,-2.46527051926
958,0.570402503014,1.68373,1.16761851311,-0.947256028652,-1.16384506226,-1.48929846287,-0.236156582832
960,1.33484280109,0.937375,0.9710890650749999,1.1645851135299998,-1.8437407016799998,-1.22648978233,0.513516843319
965,0.162858679891,0.48138100000000006,-0.00704409182072,-0.524947404861,0.0204393863678,0.6877995729449999,-0.12064287066500001
976,1.39423370361,0.394056,-0.044107761234,0.229201570153,1.58332753181,1.3906106948899999,-0.37842828035400006
983,-0.666746199131,0.797172,-0.111079603434,0.531003475189,-0.0911884307861,-0.8789494037630001,-0.514488935471
991,-1.44206559658,0.0758523,-1.47287583351,-0.814035654068,0.212485253811,1.1770488023799999,-0.60028731823
993,-1.83059692383,0.145792,-0.24936290085299997,1.0794689655299998,0.423293232918,0.452896565199,-0.846387326717
994,2.3418493270900003,1.26159,1.22857260704,-0.19074919819800001,-0.300577223301,0.40987345576300005,-1.8311513662299999
998,-1.03162169456,-0.131753,-0.221429914236,2.5827600956,-0.718072235584,-0.369251221418,-0.206286728382
1001,0.217001020908,0.50272,0.20771090686299998,-0.728882789612,-0.108408138156,-0.398969829082,-0.711983084679
1017,0.501802742481,-0.48261000000000004,0.011994600296,-0.0699214786291,-0.191136747599,-1.36740982533,-1.71972489357
1019,-1.71510207653,0.384871,-0.8776580095290001,0.582796692848,0.30229818821,0.151864975691,-1.12977433205
1021,2.36728143692,0.768117,0.371975064278,-0.24839703738699997,0.37928545475000003,0.558188676834,-0.7151735425
1022,1.1240227222399999,2.19421,1.6101717948899998,-0.35552126169200005,0.061108343303199995,-0.51174902916,1.6995187997799999
1026,-0.472749352455,0.09945930000000001,0.748075604439,0.161534830928,-0.7118988633159999,0.78189688921,0.687664210796
1027,1.55258369446,-0.155755,1.14236140251,1.6131799221,0.753437042236,0.27802503109,1.39340293407
1029,0.07131370157000001,-0.616625,-0.520990431309,-0.219592124224,0.0252104178071,2.0107588768,0.05567403137680001
1050,1.09392738342,0.25957199999999997,-0.0509929656982,-0.153520062566,0.33197376132,1.11036992073,-1.96429288387
1052,-1.25878918171,0.0107718,-0.641355335712,0.220581710339,0.0960304439068,-0.7249122262000001,0.306616187096
1062,-1.3223003148999999,0.145406,-0.017192199826200003,-0.313033401966,0.455478966236,0.26634284853900003,-1.05788946152
1070,-0.41597294807400004,-0.4419,0.131612479687,0.24606923759,0.8016025424,0.46524286270099996,-1.7259631156900002
1111,-4.26655244827,-0.748316,-0.7553155422210001,-0.135129094124,-1.03686487675,-1.14136207104,-1.8595933914200002
1123,-1.06812179089,-0.573995,-0.991317927837,-0.28759944438900004,-0.6650568246840001,-0.5031206011770001,-0.525004923344
1153,-0.337511181831,0.9944200000000001,-0.44220578670500005,0.12099134922,0.569593369961,0.80943441391,1.0659464597700001
1212,0.837591588497,-0.00243516,-0.164935797453,-0.289518922567,-0.672110915184,0.536302804947,0.476569473743
1213,-1.306442976,1.20851,-0.850072741508,0.676533699036,-0.572016596794,0.771851480007,-0.526455581188
1277,0.66029715538,0.326393,-0.723765492439,-0.313957870007,-0.418179303408,0.902835845947,-0.607471346855
1282,2.2713253498099997,1.42716,2.32132411003,0.158809304237,-0.569635808468,-0.960065662861,-0.401151418686
1385,1.5416915416699999,0.265,1.34025335312,0.492981433868,-0.28512901067699997,-0.250440329313,-0.07508289813999999
1398,2.78244662285,1.2734299999999998,0.18269488215399998,0.23491512239,0.293044954538,1.37147545815,1.42314124107
1399,-0.379463225603,-0.13883199999999998,-1.3473677635199999,0.14112085104,-0.749657511711,-1.4624941349,0.659271895885
1429,-2.36103153229,0.224546,-0.0756757333875,0.259128212929,-0.123922243714,0.0316072106361,-1.6053068637799999
1445,-5.18474912643,-0.167129,-0.044159203767800005,0.205340534449,0.8079000115389999,0.10223956406099999,-0.913585305214
1452,1.1663547754299999,-3.2215700000000003,-1.5339907407799998,0.330520033836,-0.218175172806,0.6457263231279999,0.6803235411640001
1454,-0.114750429988,1.5321200000000001,0.169562876225,0.275451719761,0.17769625783,0.580679535866,0.710415244102
1459,2.47197961807,-0.731657,0.314084768295,-0.476275146008,-0.22396495938299998,-0.499546051025,1.2790746688799999
1465,-4.70456695557,-0.7273229999999999,0.08659472316500001,0.292156845331,2.9097337722799996,-0.34732678532600003,-0.994438350201
1500,-1.07927668095,-0.639069,-0.931122303009,-0.333124995232,-1.08641111851,-1.209436059,-2.37714648247
1509,-2.48716926575,-0.38904099999999997,-0.618333935738,0.642340064049,-0.18024964630600002,0.797767698765,-2.35447120667
1514,2.24810743332,1.09738,0.664468705654,0.00899581611156,0.147694706917,0.634785234928,1.25541400909
1534,-1.50474858284,-0.522594,0.026735812425599997,-0.216898202896,-0.637268424034,0.7465694546699999,1.43304765224
1605,0.5735262632370001,0.22191599999999997,0.21521154046100002,-0.647386550903,0.815582871437,0.808246552944,-3.6338720321699993
1616,-2.2544751167299997,-1.24796,-0.767550945282,0.24766626954100002,-0.0182537436485,0.8817679286,-0.631381571293
1633,-2.43622660637,0.882022,-1.23252391815,-3.72317290306,0.329928994179,0.974553465843,0.616005957127
1635,1.4729926586200002,0.813275,0.215486079454,0.045073129236699996,0.36783850193000006,-0.059452354908,-1.3926565647100002
1643,0.375442504883,-1.06485,-0.6864939928049999,-0.356338739395,0.219816043973,-0.620967030525,-3.30320739746
1647,-1.19534695148,-0.102873,0.523868083954,0.586884737015,-0.51903128624,-0.668699145317,2.1250140667
1662,-0.9810987710950001,-0.12803699999999998,-0.578123986721,-0.261849433184,-0.131449192762,0.566688239574,1.95538985729
1666,0.24972939491300003,-0.486362,0.614298045635,0.511535465717,0.319673955441,0.0767802298069,-0.89602124691
1676,-2.30568051338,-0.633659,-1.778028965,-0.299934774637,-0.5215905904770001,-0.874373018742,-3.37657690048
1677,-2.28779888153,0.26495599999999997,-1.07433378696,0.45579445362099996,-1.45939040184,-0.298734337091,-1.52532601357
1738,0.805372357368,-0.560602,-0.004884093999859999,0.280622780323,0.478233605623,0.693272948265,-1.0254116058299998
1759,1.8246538639099996,0.643922,0.7677109837530001,-0.404729962349,-0.65214908123,-0.183444082737,-1.49414932728
1786,-1.61426532269,-0.273892,-0.280123740435,-0.462247282267,-1.6722807884200002,-1.86426091194,-2.26102423668
1788,-0.041041508317,-0.07062280000000001,-0.0362361818552,-0.183196559548,-2.54927444458,-1.30129516125,-2.1104798316999998
1802,0.512900829315,0.722391,0.240970164537,-0.30599540472,0.67608320713,0.787811160088,0.9677845835690001
1829,0.599880635738,1.16038,0.9657104611399999,0.25704240799,-2.94789361954,-1.1669919490799998,0.323498487473
1831,0.860077619553,0.36980999999999997,0.255173176527,0.311091095209,-0.722380578518,0.253685414791,6.67600440979
1845,-0.43066298961599997,0.433979,-0.150868937373,-1.6133264303200001,0.279412180185,0.7047119736669999,-0.816252052784
1846,1.35620880127,0.780988,0.0118204653263,-0.166412264109,0.489969938993,0.408605396748,-0.0912502408028
1848,0.332005560398,0.723,0.762887835503,-1.4341914653799999,-0.601650476456,1.00426089764,1.1286640167200002
1861,-0.591909766197,0.127681,0.42599633336099996,-0.172502726316,-0.637024998665,-0.544841527939,-1.9592589139900003
1870,0.6610595583919999,0.07572419999999999,-0.823444724083,0.285443872213,-0.7209205031389999,-0.702299177647,-0.728700041771
1891,0.5193749070170001,0.837016,-1.27443015575,0.141952291131,0.939666628838,-0.852815628052,-2.66841721535
1906,-0.266060173512,0.172619,-0.738713741302,-0.296466559172,0.0819500088692,-1.2295790910700002,-0.599601626396
1950,-2.4019868373900004,0.47024799999999994,0.0341593027115,-0.118150293827,-0.702950775623,-0.941869080067,0.18600328266600002
1956,-0.30214393138900003,-0.722167,-0.848232090473,-0.13542971015,0.011386334896100001,0.7729304432870001,2.72152900696
1958,-0.23853924870499998,-0.22742800000000002,-0.470894038677,-0.288599431515,-0.6859037280079999,0.8599997162819999,3.12768864632
1978,0.318119704723,1.0274,0.8593834638600001,-0.45236110687299996,1.24927973747,2.3192303180700002,1.5956101417500002
1981,-0.925507068634,-0.8120609999999999,-3.55542969704,0.430977880955,-1.42736852169,-0.89025837183,-0.8346921205519999
1983,-1.80300951004,0.876899,0.260708957911,0.163502424955,-0.169838637114,0.6242768764500001,2.92389154434
1994,-0.587500035763,-0.340648,0.664306163788,0.7744123339650001,-0.407988220453,1.3538060188299998,-0.212081700563
2017,-2.3095083236700003,0.134702,-0.374776929617,-1.27315735817,-0.335649192333,0.631712675095,-0.461054265499
2037,-0.338803499937,0.368767,0.39692148566200003,-1.0099008083299998,1.01824879646,0.11794276535499999,0.5673861503600001
2042,-0.563255131245,0.473775,0.33413079381,-6.7731461525,-0.7430696487430001,1.9757313728299999,2.72324371338
2048,0.702685832977,-0.06005599999999999,0.271805137396,-0.782198250294,0.5886102914810001,-0.662119328976,-0.021010536700499998
2058,0.8670068383220001,0.595484,0.688581109047,-0.23284766078000002,0.843061506748,1.9562915563599999,1.6929135322600002
2063,-1.18700528145,0.695459,-0.5231862664220001,-0.756960272789,0.15930557251,-0.5566233992580001,-1.28057122231
2064,1.0502732992200001,0.0224737,0.509821474552,-0.312508016825,0.326897531748,0.459983736277,-4.726424217219999
2065,0.12214607000399999,-1.39814,-3.41499066353,0.08779025077819999,-0.336996197701,1.51909518242,-5.19132757187
2109,-2.28093504906,-0.141949,-0.5504144430160001,-0.228668555617,-6.77887583151e-05,0.0890576690435,-0.37694039940800006
2113,1.6353412866600001,0.596572,1.09593558311,0.0425967425108,-0.198333650827,-1.13386797905,-0.692136585712
2115,3.54589700699,0.426741,1.91673672199,0.9943066835400001,-0.504375874996,-0.348154455423,0.0692083016038
2131,-0.9175333380700001,2.67262,0.26164755225200004,0.335104197264,-4.44611120224,-0.170740500093,1.2278015613600002
2146,1.9592250585599997,1.57303,0.20797343552099998,-0.22079859674000002,-0.0165428519249,-0.320823758841,0.707786083221
2184,-1.7693648338299999,-0.0609134,-1.13574123383,0.542254805565,0.628132879734,0.9751841425900001,-0.627233505249
2185,-0.436453223228,0.28926799999999997,0.17502617835999998,0.016018129885200003,-1.1102967262299999,-1.06545352936,-0.157757401466
2195,-2.7519800663,0.6924779999999999,0.527461051941,-0.751187384129,0.040567710995699995,0.43226408958400003,-2.01999282837
2222,-0.850830197334,-0.18069200000000002,-1.0113153457600002,-1.1134291887299999,0.5209959149360001,1.31086194515,2.45938134193
2263,-4.39080286026,-0.871084,-2.1140305995900004,0.465498507023,-0.859706401825,-1.16914355755,-0.338617146015
2264,1.33856701851,-0.071398,-0.07633501291280001,-0.136378377676,0.822781920433,0.14690141379799998,-3.81730318069
2274,3.5311675071699993,0.609857,0.651762068272,-0.198170050979,0.226591616869,0.135609805584,1.08888053894
2288,-1.8091784715700001,-0.034311,-0.470949530602,0.31942719221099997,-0.00118379073683,-0.42649143934199996,-1.11607885361
2309,0.578750729561,-1.24945,-0.7544103860860001,-0.683427333832,0.3922508955,1.4072034359,2.2781767845200003
2353,-1.6584947109200001,-0.920615,0.0844002589583,0.30589091777800004,-1.32205474377,-0.270623356104,2.77054810524
2356,-0.0758092850447,0.285428,-0.011123493313799998,0.45136481523500005,0.434984862804,0.0160315912217,0.608710050583
2523,-0.851858317852,-0.594558,-0.505284428596,0.241593450308,-1.6241422891600001,-1.08439934254,-0.230602860451
2534,-1.3654541969299998,-0.856558,-0.276807546616,1.6304571628600002,0.49847012758299997,0.27370262145999996,0.05613109469409999
2542,-2.04881596565,-1.87905,-1.49830341339,-0.026207245886300003,1.2315449714700002,0.809609353542,-1.13348937035
2548,-0.569777011871,-1.8699599999999998,-0.695769965649,-0.418999284506,2.75733351707,0.6886292695999999,-1.3948485851299999
2553,0.711490094662,0.7864260000000001,1.28034603596,-0.58350020647,0.282850027084,1.00233733654,2.27175569534
2582,2.0900809764900004,-1.4594799999999999,0.675645172596,0.209231346846,0.44315925240500004,0.715989112854,0.25231081247299997
2597,9.36388301849,1.19319,2.58728933334,-0.31763792038000005,0.00111600197852,-1.1198120117200001,-1.60424625874
2624,-0.17811763286600002,0.26660100000000003,0.174066022038,-0.176459625363,0.0559035129845,1.19933319092,0.9206484556200001
2625,-0.106534302235,0.337255,-0.4721328020100001,-0.82416844368,-1.29733777046,-0.49891653656999996,-1.3472826480899998
2673,1.5528600215900001,0.50121,0.467444479465,0.39213210344300004,-1.31251680851,6.05919313431,4.91247463226
2690,-0.480492055416,-0.8526360000000001,-0.9615804553030001,-0.354038178921,-1.42755389214,-0.890830099583,-0.741891443729
2736,-0.495303869247,-0.713595,-0.077115893364,0.204636976123,-0.5743663311,-1.56221687794,0.118463389575
2745,-3.19467020035,-0.620309,-0.477731615305,0.185689643025,0.565515697002,2.4320898056,2.8120198249799997
2767,1.78457403183,-0.675204,-0.566151976585,-0.21083638072,-0.186378419399,1.44161570072,0.48446786403700004
2769,0.117602705956,-0.6421020000000001,-1.1178206205399999,-0.348130941391,-0.733019292355,-0.9851296544079999,-0.281091153622
2770,4.32136249542,0.9051290000000001,0.31274074316,-0.48076823353799997,0.258079081774,-4.77629470825,1.4781944751700002
2771,4.87194919586,0.797183,0.506484687328,-0.32855027914,-0.789272844791,-0.0702286884189,-3.41396188736
2778,1.4341096878100001,1.8258299999999998,1.5530487299000002,-0.116758197546,0.6844285130500001,-2.51790809631,-1.3598341941799998
2810,0.45359683036799997,-1.05577,-0.826604425907,-0.8040902018549999,2.29918193817,2.0666480064400004,4.69207334518
2817,2.0226101875299998,0.8146479999999999,1.3729457855200002,-0.0173662006855,-1.0282930135700001,-0.688216030598,-1.08336353302
2852,-1.38781225681,0.46791000000000005,-0.182008951902,-0.435484409332,0.16121442615999998,-0.20805309712900003,-1.5621929168700002
2886,1.1104362011,1.14826,0.497913479805,1.0205411911,-1.32101249695,-0.9860606193539999,-1.4841880798299998
2887,0.651613116264,-0.264282,-0.10557320714,-0.39717233181,0.988246440887,2.35966205597,4.497954845430001
2896,0.136631906033,0.0995766,0.6774129867550001,-0.579769730568,0.776720643044,0.49869170784999994,-0.152566730976
2908,-1.8938649892800001,0.501831,0.348509430885,0.586098670959,0.476341515779,0.881629407406,0.32464513182599997
2920,2.64977693558,1.2294100000000001,-0.11467139422900001,-1.24379491806,0.396334141493,5.27903175354,4.26389503479
2946,0.116742134094,-0.125529,0.39766100049,-0.585062205791,-0.613627195358,-0.682772994041,-2.05252933502
2954,2.08803939819,1.53898,0.6089194417,0.0657103061676,0.293309956789,0.079297311604,0.123819082975
2956,-1.25364089012,-0.46352,-0.18678429722800002,0.18454317748500002,-3.5402693748500003,0.7427546978,-0.623388409615
2958,-3.1227593421900006,-0.601332,-1.9669854641,-1.64187431335,-1.27922141552,-0.694095909595,0.34588038921400005
2961,-5.231973648069999,-0.40715999999999997,-1.2855672836299998,-0.265233933926,0.41337069869000004,0.307164698839,-2.30304932594
3028,-2.02403688431,-0.0188088,-0.6603805422779999,-0.454223036766,0.719145834446,1.2269277572600001,-2.2425904274
3033,-0.00023903600231299998,-0.031647,-0.000454076158348,-0.00021623010980000002,0.34510990977300005,-1.42478823662,-2.0407989025099997
3066,1.4106366634399998,-0.287448,-1.26721668243,-0.870710611343,0.387432157993,0.316577196121,-1.0520049333600001
3091,1.19243657589,-0.739923,-0.258427381516,-0.323475122452,0.780919313431,0.857460737228,0.48362368345299994
3098,0.444745332003,-0.317576,-0.0436441600323,-0.0301938056946,0.79415422678,2.04416966438,0.375408053398
3108,1.88259553909,-1.3005799999999998,-0.776013553143,-0.18996578455,-0.0949396789074,0.561956048012,0.489010810852
3122,-0.38605594634999996,-0.0190638,-1.08700549603,-0.023250848054900002,-0.729815244675,-1.11163115501,-0.5574919581409999
3156,-0.670125305653,0.5467920000000001,-0.506259918213,0.264575332403,0.8598020672799999,-0.588502049446,1.6760379075999998
3157,-0.43257817626,-0.9020870000000001,-0.902567446232,0.10857421159700001,1.3152266740799998,1.2937179803799999,2.06567001343
3162,0.8184740543369999,-0.177535,0.041069149970999995,-0.243394136429,0.654225766659,0.31919100880600004,4.56205415726
3202,1.79377627373,1.27678,2.09226632118,0.212765395641,-0.110698521137,1.1890029907200002,-1.62397587299
3206,-0.14684525132200002,0.8951290000000001,0.417266637087,0.440058290958,-0.649765014648,-0.9000113606450001,-1.00211751461
3251,-0.6767894029620001,-0.9045549999999999,-0.21548733115200003,0.279388874769,1.64193427563,0.308131992817,-0.113810807467
3280,-8.67559146881,-0.408907,-1.1826245784799998,-3.0335359573400003,-0.0930691957474,-0.174582332373,1.26519799232
3300,2.28160905838,0.35253,0.980398654938,0.037445776164500004,3.05203795433,1.5379929542500002,0.852285206318
3303,0.64215105772,0.789204,-0.555260658264,-0.634985387325,0.11956323683299999,-0.9880386590960001,-3.62890911102
3308,-4.096738815309999,-0.349628,-0.9666365385060001,-0.110848933458,-0.560461819172,-1.7295351028400001,-0.565927028656
3312,-0.568737983704,-0.240265,0.23849320411699998,-0.00640766322613,0.33750081062299997,-0.642269074917,-3.0313835144
3315,1.3478187322600002,-0.467973,-0.413514584303,-0.27636697888399997,0.630632698536,0.133933722973,-4.01670217514
3329,-0.6293166875840001,0.17231300000000002,0.596545219421,0.456054091454,-0.23577374219900002,0.00681430101395,-0.0687941461802
3337,1.86196303368,0.442704,0.8022606968880001,0.00851240754128,0.5837764143940001,-0.402617096901,-0.7182676792139999
3383,0.245165258646,-0.422101,-1.3557168245299998,-0.197892859578,-0.294006645679,0.5707979202269999,1.25577437878
3385,-1.52389991283,-0.42173599999999994,-0.7477166652680001,-0.180218920112,0.11460933089299999,1.05538225174,-0.681795597076
3398,1.6774036884299999,1.2104,0.165344133973,1.07652628422,-0.25975316762899997,0.10781173408,-0.47127494216000004
3416,0.777446687222,0.12486900000000001,-0.114793263376,-0.43827688694,-0.675295352936,1.17795324326,2.73379039764
3454,3.6384649276699994,-0.732406,0.132659465075,-0.0396559983492,-1.14559566975,-1.1268252134299999,-1.45853686333
3480,0.323398172855,1.1265,0.241090238094,0.567500650883,1.07065439224,0.9788715839390001,0.188518673182
3482,3.15077972412,0.7975979999999999,0.7954533696170001,-0.11124205589299999,-0.249223336577,-1.69159841537,-3.4368145465900004
3486,-3.7556645870199996,-0.0782899,-0.399321496487,0.22719617188000002,0.275540202856,-0.2689858675,1.36128950119
3508,0.554467201233,-0.735288,-0.419063717127,-0.366211742163,-0.452720016241,0.0974515005946,0.472011804581
3551,-1.3882607221599998,-0.214206,0.168000340462,0.07915904372930001,0.0694420486689,-0.923586606979,-0.46443325281099995
3553,-1.45194482803,-0.279765,0.268027722836,1.5833588838600001,-0.5200691223139999,-0.9820449948309999,0.310640275478
3566,0.34622359275799997,-0.38564899999999996,0.10794012248500001,-0.30281162262,0.27880984544799997,-0.273173838854,3.48911881447
3597,-1.1032640934,-3.5231199999999996,0.127386599779,-0.0798561871052,-0.7272864580149999,-0.521172642708,-1.6037478447
3611,2.367623806,0.798067,0.0279507935047,-0.374070197344,-0.196097075939,1.1989102363600002,-0.0267890244722
3628,1.80912673473,0.6556649999999999,-0.262147128582,-0.225308179855,0.470085084438,0.595771074295,1.4674372672999998
3638,-2.72747063637,0.8573879999999999,-0.0753947496414,0.0888446420431,-0.5533931851389999,-0.921424388885,-0.817082703114
3682,-3.2584376335100003,-1.03444,-0.830501556396,-0.250452786684,-0.9866718053820001,-0.7854701876639999,-1.19081759453
3693,-0.868576407433,0.715912,-0.292315781116,0.0611378997564,1.03077280521,0.210488989949,-1.8605110645299998
3725,1.58363747597,-0.439461,0.8926259875299999,-0.354679554701,-0.492253899574,-0.48789411783200004,1.85431861877
3775,0.376687645912,1.24473,-0.519083380699,-0.40999361872699996,0.297718137503,-0.28291028738,1.15323960781
3800,-0.602512955666,-0.40815300000000004,-2.5120625495900004,-0.0467763692141,0.027828335762,4.86249160767,0.810013175011
3815,1.6375432014500002,0.0396185,0.0865985378623,-0.06490869820119999,-1.0903902053799999,-0.9412615299220001,-0.373488634825
3895,0.0179569721222,0.680489,-0.39018321037299997,-0.424933612347,-0.120824880898,-1.2356259822799998,-0.0883983522654
