"","Gene set","Overlap","pValue","pAdj"
"1","#DNA","BRCA1, YY1","0.992146417137912",1
"2","#ERS","PTPN1, ATF3","0.516082030127177",1
"3","#HTS","","1",1
"4","#HYP","EGR1, HBP1, HDAC1, NFKB1, NR3C1, RELA, TP53, TXN","0.0488750617305481",0.293250370383289
"5","#MTL","","1",1
"6","#OXD","SRC, SMAD3","0.861098513575483",1
