	0
4070	REP.A019_HA1E_24H:I11
4071	REP.A019_HA1E_24H:I12
4072	REP.A019_HA1E_24H:C21
4073	REP.A019_HELA_24H:C20
4074	REP.A019_HELA_24H:C21
4075	REP.A019_HELA_24H:C22
4076	REP.A019_HELA_24H:C23
4077	REP.A019_HELA_24H:C24
4078	REP.A019_HELA_24H:G13
4079	REP.A019_HELA_24H:G14
4080	REP.A019_HELA_24H:G15
4081	REP.A019_HELA_24H:G16
4082	REP.A019_HELA_24H:G17
4083	REP.A019_HELA_24H:G18
4084	REP.A019_HELA_24H:I07
4085	REP.A019_HELA_24H:I08
4086	REP.A019_HELA_24H:I09
4087	REP.A019_HELA_24H:I10
4088	REP.A019_HELA_24H:I11
4089	REP.A019_HELA_24H:I12
4090	REP.A019_HELA_24H:C19
4091	REP.A019_HT29_24H:C19
4092	REP.A019_HT29_24H:C20
4093	REP.A019_HT29_24H:C21
4094	REP.A019_HT29_24H:C22
4095	REP.A019_HT29_24H:C23
4096	REP.A019_HT29_24H:C24
4097	REP.A019_HT29_24H:G13
4098	REP.A019_HT29_24H:G14
4099	REP.A019_HT29_24H:G15
4100	REP.A019_HT29_24H:G16
4101	REP.A019_HT29_24H:G17
4102	REP.A019_HT29_24H:I07
4103	REP.A019_HT29_24H:I08
4104	REP.A019_HT29_24H:I09
4105	REP.A019_HT29_24H:I10
4106	REP.A019_HT29_24H:I11
4107	REP.A019_HT29_24H:I12
4108	REP.A019_HT29_24H:G18
4109	REP.A019_MCF7_24H:C19
4110	REP.A019_MCF7_24H:C20
4111	REP.A019_MCF7_24H:C21
4112	REP.A019_MCF7_24H:C22
4113	REP.A019_MCF7_24H:C23
4114	REP.A019_MCF7_24H:C24
4115	REP.A019_MCF7_24H:G13
4116	REP.A019_MCF7_24H:G14
4117	REP.A019_MCF7_24H:G15
4118	REP.A019_MCF7_24H:G16
4119	REP.A019_MCF7_24H:G18
4120	REP.A019_MCF7_24H:I07
4121	REP.A019_MCF7_24H:I08
4122	REP.A019_MCF7_24H:I09
4123	REP.A019_MCF7_24H:I10
4124	REP.A019_MCF7_24H:I11
4125	REP.A019_MCF7_24H:I12
4126	REP.A019_MCF7_24H:G17
4127	REP.A019_PC3_24H:C19
4128	REP.A019_PC3_24H:C20
4129	REP.A019_PC3_24H:C21
4130	REP.A019_PC3_24H:C22
4131	REP.A019_PC3_24H:C23
4132	REP.A019_PC3_24H:C24
4133	REP.A019_PC3_24H:G14
4134	REP.A019_PC3_24H:G15
4135	REP.A019_PC3_24H:G16
4136	REP.A019_PC3_24H:G17
4137	REP.A019_PC3_24H:G18
4138	REP.A019_PC3_24H:I07
4139	REP.A019_PC3_24H:I08
4140	REP.A019_PC3_24H:I09
4141	REP.A019_PC3_24H:I10
4142	REP.A019_PC3_24H:I11
4143	REP.A019_PC3_24H:I12
4144	REP.A019_PC3_24H:G13
4145	REP.A019_YAPC_24H:C19
4146	REP.A019_YAPC_24H:C20
4147	REP.A019_YAPC_24H:C21
4148	REP.A019_YAPC_24H:C22
4149	REP.A019_YAPC_24H:C23
4150	REP.A019_YAPC_24H:C24
4151	REP.A019_YAPC_24H:G13
4152	REP.A019_YAPC_24H:G14
4153	REP.A019_YAPC_24H:G15
4154	REP.A019_YAPC_24H:G16
4155	REP.A019_YAPC_24H:G18
4156	REP.A019_YAPC_24H:I08
4157	REP.A019_YAPC_24H:I09
4158	REP.A019_YAPC_24H:I10
4159	REP.A019_YAPC_24H:I11
4160	REP.A019_YAPC_24H:I12
4161	REP.A019_YAPC_24H:I07
4162	REP.A020_A375_24H:C19
4163	REP.A020_A375_24H:C20
4164	REP.A020_A375_24H:C21
4165	REP.A020_A375_24H:C22
4166	REP.A020_A375_24H:C23
4167	REP.A020_A375_24H:C24
4168	REP.A020_A375_24H:G13
4169	REP.A020_A375_24H:G14
4170	REP.A020_A375_24H:G15
4171	REP.A020_A375_24H:G16
4172	REP.A020_A375_24H:G17
4173	REP.A020_A375_24H:G18
4174	REP.A020_A375_24H:L01
4175	REP.A020_A375_24H:L02
4176	REP.A020_A375_24H:L03
4177	REP.A020_A375_24H:L04
4178	REP.A020_A375_24H:L05
4179	REP.A020_A375_24H:L06
4180	REP.A020_HA1E_24H:C20
4181	REP.A020_HA1E_24H:C22
4182	REP.A020_HA1E_24H:G13
4183	REP.A020_HA1E_24H:G16
4184	REP.A020_HA1E_24H:G17
4185	REP.A020_HA1E_24H:L01
4186	REP.A020_HA1E_24H:L02
4187	REP.A020_HA1E_24H:L03
4188	REP.A020_HA1E_24H:L04
4189	REP.A020_HA1E_24H:L05
4190	REP.A020_HA1E_24H:L06
4191	REP.A020_HA1E_24H:C19
4192	REP.A020_HA1E_24H:C23
4193	REP.A020_HA1E_24H:G14
4194	REP.A020_HA1E_24H:G15
4195	REP.A020_HA1E_24H:G18
4196	REP.A020_HA1E_24H:C24
4197	REP.A020_HELA_24H:C19
4198	REP.A020_HELA_24H:C20
4199	REP.A020_HELA_24H:C21
4200	REP.A020_HELA_24H:C22
4201	REP.A020_HELA_24H:C23
4202	REP.A020_HELA_24H:C24
4203	REP.A020_HELA_24H:G13
4204	REP.A020_HELA_24H:G14
4205	REP.A020_HELA_24H:G15
4206	REP.A020_HELA_24H:G16
4207	REP.A020_HELA_24H:G17
4208	REP.A020_HELA_24H:G18
4209	REP.A020_HELA_24H:L01
4210	REP.A020_HELA_24H:L02
4211	REP.A020_HELA_24H:L03
4212	REP.A020_HELA_24H:L04
4213	REP.A020_HELA_24H:L05
4214	REP.A020_HELA_24H:L06
4215	REP.A020_HT29_24H:C19
4216	REP.A020_HT29_24H:C20
4217	REP.A020_HT29_24H:C21
4218	REP.A020_HT29_24H:C22
4219	REP.A020_HT29_24H:C23
4220	REP.A020_HT29_24H:C24
4221	REP.A020_HT29_24H:G13
4222	REP.A020_HT29_24H:G14
4223	REP.A020_HT29_24H:G15
4224	REP.A020_HT29_24H:G16
4225	REP.A020_HT29_24H:G18
4226	REP.A020_HT29_24H:L01
4227	REP.A020_HT29_24H:L02
4228	REP.A020_HT29_24H:L03
4229	REP.A020_HT29_24H:L04
4230	REP.A020_HT29_24H:L05
4231	REP.A020_HT29_24H:L06
4232	REP.A020_MCF7_24H:C19
4233	REP.A020_MCF7_24H:C20
4234	REP.A020_MCF7_24H:C21
4235	REP.A020_MCF7_24H:C22
4236	REP.A020_MCF7_24H:C23
4237	REP.A020_MCF7_24H:C24
4238	REP.A020_MCF7_24H:G13
4239	REP.A020_MCF7_24H:G14
4240	REP.A020_MCF7_24H:G15
4241	REP.A020_MCF7_24H:G16
4242	REP.A020_MCF7_24H:G17
4243	REP.A020_MCF7_24H:G18
4244	REP.A020_MCF7_24H:L01
4245	REP.A020_MCF7_24H:L02
4246	REP.A020_MCF7_24H:L03
4247	REP.A020_MCF7_24H:L04
4248	REP.A020_MCF7_24H:L05
4249	REP.A020_MCF7_24H:L06
4250	REP.A020_PC3_24H:C20
4251	REP.A020_PC3_24H:C21
4252	REP.A020_PC3_24H:C23
4253	REP.A020_PC3_24H:C24
4254	REP.A020_PC3_24H:G13
4255	REP.A020_PC3_24H:G14
4256	REP.A020_PC3_24H:G15
4257	REP.A020_PC3_24H:G16
4258	REP.A020_PC3_24H:G17
4259	REP.A020_PC3_24H:G18
4260	REP.A020_PC3_24H:L01
4261	REP.A020_PC3_24H:L02
4262	REP.A020_PC3_24H:L03
4263	REP.A020_PC3_24H:L04
4264	REP.A020_PC3_24H:L05
4265	REP.A020_PC3_24H:L06
4266	REP.A020_PC3_24H:C19
4267	REP.A020_PC3_24H:C22
4268	REP.A020_YAPC_24H:C19
4269	REP.A020_YAPC_24H:C22
4270	REP.A020_YAPC_24H:C23
4271	REP.A020_YAPC_24H:C24
4272	REP.A020_YAPC_24H:G13
4273	REP.A020_YAPC_24H:G14
4274	REP.A020_YAPC_24H:G15
4275	REP.A020_YAPC_24H:G16
4276	REP.A020_YAPC_24H:G17
4277	REP.A020_YAPC_24H:G18
4278	REP.A020_YAPC_24H:L01
4279	REP.A020_YAPC_24H:L02
4280	REP.A020_YAPC_24H:L03
4281	REP.A020_YAPC_24H:L04
4282	REP.A020_YAPC_24H:L05
4283	REP.A020_YAPC_24H:L06
4284	REP.A020_YAPC_24H:C20
4285	REP.A020_YAPC_24H:C21
4286	REP.A021_A375_24H:C19
4287	REP.A021_A375_24H:C20
4288	REP.A021_A375_24H:C21
4289	REP.A021_A375_24H:C23
4290	REP.A021_A375_24H:G13
4291	REP.A021_A375_24H:G14
4292	REP.A021_A375_24H:G15
4293	REP.A021_A375_24H:G16
4294	REP.A021_A375_24H:G17
4295	REP.A021_A375_24H:G18
4296	REP.A021_A375_24H:C22
4297	REP.A021_A375_24H:C24
4298	REP.A021_HA1E_24H:C19
4299	REP.A021_HA1E_24H:C20
4300	REP.A021_HA1E_24H:G13
4301	REP.A021_HA1E_24H:G14
4302	REP.A021_HA1E_24H:C21
4303	REP.A021_HA1E_24H:C22
4304	REP.A021_HA1E_24H:C23
4305	REP.A021_HA1E_24H:C24
4306	REP.A021_HA1E_24H:G15
4307	REP.A021_HA1E_24H:G16
4308	REP.A021_HA1E_24H:G17
4309	REP.A021_HA1E_24H:G18
4310	REP.A021_HELA_24H:C19
4311	REP.A021_HELA_24H:C20
4312	REP.A021_HELA_24H:C21
4313	REP.A021_HELA_24H:C22
4314	REP.A021_HELA_24H:C23
4315	REP.A021_HELA_24H:C24
4316	REP.A021_HELA_24H:G13
4317	REP.A021_HELA_24H:G14
4318	REP.A021_HELA_24H:G15
4319	REP.A021_HELA_24H:G16
4320	REP.A021_HELA_24H:G17
4321	REP.A021_HELA_24H:G18
4322	REP.A021_HT29_24H:C19
4323	REP.A021_HT29_24H:C20
4324	REP.A021_HT29_24H:C21
4325	REP.A021_HT29_24H:C22
4326	REP.A021_HT29_24H:C23
4327	REP.A021_HT29_24H:C24
4328	REP.A021_HT29_24H:G13
4329	REP.A021_HT29_24H:G14
4330	REP.A021_HT29_24H:G15
4331	REP.A021_HT29_24H:G16
4332	REP.A021_HT29_24H:G17
4333	REP.A021_HT29_24H:G18
4334	REP.A021_MCF7_24H:C19
4335	REP.A021_MCF7_24H:C20
4336	REP.A021_MCF7_24H:C21
4337	REP.A021_MCF7_24H:C22
4338	REP.A021_MCF7_24H:C23
4339	REP.A021_MCF7_24H:C24
4340	REP.A021_MCF7_24H:G13
4341	REP.A021_MCF7_24H:G14
4342	REP.A021_MCF7_24H:G15
4343	REP.A021_MCF7_24H:G16
4344	REP.A021_MCF7_24H:G17
4345	REP.A021_MCF7_24H:G18
4346	REP.A021_PC3_24H:C19
4347	REP.A021_PC3_24H:C20
4348	REP.A021_PC3_24H:C21
4349	REP.A021_PC3_24H:C22
4350	REP.A021_PC3_24H:C23
4351	REP.A021_PC3_24H:C24
4352	REP.A021_PC3_24H:G13
4353	REP.A021_PC3_24H:G14
4354	REP.A021_PC3_24H:G15
4355	REP.A021_PC3_24H:G16
4356	REP.A021_PC3_24H:G17
4357	REP.A021_PC3_24H:G18
4358	REP.A021_YAPC_24H:C21
4359	REP.A021_YAPC_24H:C23
4360	REP.A021_YAPC_24H:C24
4361	REP.A021_YAPC_24H:G14
4362	REP.A021_YAPC_24H:G15
4363	REP.A021_YAPC_24H:G18
4364	REP.A021_YAPC_24H:C19
4365	REP.A021_YAPC_24H:C20
4366	REP.A021_YAPC_24H:C22
4367	REP.A021_YAPC_24H:G13
4368	REP.A021_YAPC_24H:G16
4369	REP.A021_YAPC_24H:G17
4370	REP.A022_A375_24H:C19
4371	REP.A022_A375_24H:C20
4372	REP.A022_A375_24H:C21
4373	REP.A022_A375_24H:C22
4374	REP.A022_A375_24H:G13
4375	REP.A022_A375_24H:G16
4376	REP.A022_A375_24H:G18
4377	REP.A022_A375_24H:C23
4378	REP.A022_A375_24H:C24
4379	REP.A022_A375_24H:G17
4380	REP.A022_A375_24H:G14
4381	REP.A022_A375_24H:G15
4382	REP.A022_HA1E_24H:C19
4383	REP.A022_HA1E_24H:C20
4384	REP.A022_HA1E_24H:C21
4385	REP.A022_HA1E_24H:C22
4386	REP.A022_HA1E_24H:C23
4387	REP.A022_HA1E_24H:C24
4388	REP.A022_HA1E_24H:G13
4389	REP.A022_HA1E_24H:G14
4390	REP.A022_HA1E_24H:G15
4391	REP.A022_HA1E_24H:G16
4392	REP.A022_HA1E_24H:G17
4393	REP.A022_HA1E_24H:G18
4394	REP.A022_HELA_24H:C19
4395	REP.A022_HELA_24H:C20
4396	REP.A022_HELA_24H:C21
4397	REP.A022_HELA_24H:C22
4398	REP.A022_HELA_24H:C23
4399	REP.A022_HELA_24H:C24
4400	REP.A022_HELA_24H:G14
4401	REP.A022_HELA_24H:G15
4402	REP.A022_HELA_24H:G16
4403	REP.A022_HELA_24H:G17
4404	REP.A022_HELA_24H:G18
4405	REP.A022_HELA_24H:G13
4406	REP.A022_HT29_24H:C20
4407	REP.A022_HT29_24H:C22
4408	REP.A022_HT29_24H:C24
4409	REP.A022_HT29_24H:G15
4410	REP.A022_HT29_24H:G16
4411	REP.A022_HT29_24H:G17
4412	REP.A022_HT29_24H:G18
4413	REP.A022_HT29_24H:C19
4414	REP.A022_HT29_24H:C21
4415	REP.A022_HT29_24H:C23
4416	REP.A022_HT29_24H:G13
4417	REP.A022_HT29_24H:G14
4418	REP.A022_MCF7_24H:C19
4419	REP.A022_MCF7_24H:C20
4420	REP.A022_MCF7_24H:C21
4421	REP.A022_MCF7_24H:C22
4422	REP.A022_MCF7_24H:C23
4423	REP.A022_MCF7_24H:C24
4424	REP.A022_MCF7_24H:G13
4425	REP.A022_MCF7_24H:G14
4426	REP.A022_MCF7_24H:G15
4427	REP.A022_MCF7_24H:G16
4428	REP.A022_MCF7_24H:G17
4429	REP.A022_MCF7_24H:G18
4430	REP.A022_PC3_24H:C19
4431	REP.A022_PC3_24H:C20
4432	REP.A022_PC3_24H:C21
4433	REP.A022_PC3_24H:C22
4434	REP.A022_PC3_24H:C23
4435	REP.A022_PC3_24H:C24
4436	REP.A022_PC3_24H:G13
4437	REP.A022_PC3_24H:G14
4438	REP.A022_PC3_24H:G15
4439	REP.A022_PC3_24H:G16
4440	REP.A022_PC3_24H:G17
4441	REP.A022_PC3_24H:G18
4442	REP.A022_YAPC_24H:C19
4443	REP.A022_YAPC_24H:C20
4444	REP.A022_YAPC_24H:C21
4445	REP.A022_YAPC_24H:C22
4446	REP.A022_YAPC_24H:G13
4447	REP.A022_YAPC_24H:G14
4448	REP.A022_YAPC_24H:G15
4449	REP.A022_YAPC_24H:G16
4450	REP.A022_YAPC_24H:G17
4451	REP.A022_YAPC_24H:G18
4452	REP.A022_YAPC_24H:C24
4453	REP.A022_YAPC_24H:C23
4454	REP.A023_A375_24H:B13
4455	REP.A023_A375_24H:B14
4456	REP.A023_A375_24H:B15
4457	REP.A023_A375_24H:B16
4458	REP.A023_A375_24H:B17
4459	REP.A023_A375_24H:B18
4460	REP.A023_A375_24H:C19
4461	REP.A023_A375_24H:C21
4462	REP.A023_A375_24H:C24
4463	REP.A023_A375_24H:G14
4464	REP.A023_A375_24H:G15
4465	REP.A023_A375_24H:G16
4466	REP.A023_A375_24H:C20
4467	REP.A023_A375_24H:C22
4468	REP.A023_A375_24H:G13
4469	REP.A023_A375_24H:G17
4470	REP.A023_A375_24H:G18
4471	REP.A023_A375_24H:C23
4472	REP.A023_HA1E_24H:B13
4473	REP.A023_HA1E_24H:B14
4474	REP.A023_HA1E_24H:B15
4475	REP.A023_HA1E_24H:B16
4476	REP.A023_HA1E_24H:B17
4477	REP.A023_HA1E_24H:B18
4478	REP.A023_HA1E_24H:C19
4479	REP.A023_HA1E_24H:C20
4480	REP.A023_HA1E_24H:C21
4481	REP.A023_HA1E_24H:C22
4482	REP.A023_HA1E_24H:C24
4483	REP.A023_HA1E_24H:G13
4484	REP.A023_HA1E_24H:G14
4485	REP.A023_HA1E_24H:G15
4486	REP.A023_HA1E_24H:G16
4487	REP.A023_HA1E_24H:G17
4488	REP.A023_HA1E_24H:C23
4489	REP.A023_HA1E_24H:G18
4490	REP.A023_HELA_24H:B13
4491	REP.A023_HELA_24H:B14
4492	REP.A023_HELA_24H:B15
4493	REP.A023_HELA_24H:B16
4494	REP.A023_HELA_24H:B17
4495	REP.A023_HELA_24H:B18
4496	REP.A023_HELA_24H:C19
4497	REP.A023_HELA_24H:C20
4498	REP.A023_HELA_24H:C21
4499	REP.A023_HELA_24H:C22
4500	REP.A023_HELA_24H:C23
4501	REP.A023_HELA_24H:C24
4502	REP.A023_HELA_24H:G13
4503	REP.A023_HELA_24H:G14
4504	REP.A023_HELA_24H:G15
4505	REP.A023_HELA_24H:G16
4506	REP.A023_HELA_24H:G17
4507	REP.A023_HELA_24H:G18
4508	REP.A023_HT29_24H:B13
4509	REP.A023_HT29_24H:B14
4510	REP.A023_HT29_24H:B15
4511	REP.A023_HT29_24H:B16
4512	REP.A023_HT29_24H:B17
4513	REP.A023_HT29_24H:B18
4514	REP.A023_HT29_24H:C19
4515	REP.A023_HT29_24H:C20
4516	REP.A023_HT29_24H:C21
4517	REP.A023_HT29_24H:C22
4518	REP.A023_HT29_24H:C23
4519	REP.A023_HT29_24H:G13
4520	REP.A023_HT29_24H:G14
4521	REP.A023_HT29_24H:G15
4522	REP.A023_HT29_24H:G16
4523	REP.A023_HT29_24H:G17
4524	REP.A023_HT29_24H:G18
4525	REP.A023_HT29_24H:C24
4526	REP.A023_MCF7_24H:B13
4527	REP.A023_MCF7_24H:B14
4528	REP.A023_MCF7_24H:B15
4529	REP.A023_MCF7_24H:B16
4530	REP.A023_MCF7_24H:B17
4531	REP.A023_MCF7_24H:B18
4532	REP.A023_MCF7_24H:C19
4533	REP.A023_MCF7_24H:C20
4534	REP.A023_MCF7_24H:C21
4535	REP.A023_MCF7_24H:C22
4536	REP.A023_MCF7_24H:C23
4537	REP.A023_MCF7_24H:C24
4538	REP.A023_MCF7_24H:G13
4539	REP.A023_MCF7_24H:G14
4540	REP.A023_MCF7_24H:G15
4541	REP.A023_MCF7_24H:G16
4542	REP.A023_MCF7_24H:G17
4543	REP.A023_MCF7_24H:G18
4544	REP.A023_PC3_24H:B13
4545	REP.A023_PC3_24H:B14
4546	REP.A023_PC3_24H:B15
4547	REP.A023_PC3_24H:B16
4548	REP.A023_PC3_24H:B17
4549	REP.A023_PC3_24H:B18
4550	REP.A023_PC3_24H:C19
4551	REP.A023_PC3_24H:C20
4552	REP.A023_PC3_24H:C21
4553	REP.A023_PC3_24H:C22
4554	REP.A023_PC3_24H:C23
4555	REP.A023_PC3_24H:C24
4556	REP.A023_PC3_24H:G13
4557	REP.A023_PC3_24H:G14
4558	REP.A023_PC3_24H:G15
4559	REP.A023_PC3_24H:G16
4560	REP.A023_PC3_24H:G17
4561	REP.A023_PC3_24H:G18
4562	REP.A023_YAPC_24H:B13
4563	REP.A023_YAPC_24H:B14
4564	REP.A023_YAPC_24H:B15
4565	REP.A023_YAPC_24H:B16
4566	REP.A023_YAPC_24H:B17
4567	REP.A023_YAPC_24H:B18
4568	REP.A023_YAPC_24H:C19
4569	REP.A023_YAPC_24H:C20
4570	REP.A023_YAPC_24H:C21
4571	REP.A023_YAPC_24H:C22
4572	REP.A023_YAPC_24H:C23
4573	REP.A023_YAPC_24H:C24
4574	REP.A023_YAPC_24H:G13
4575	REP.A023_YAPC_24H:G14
4576	REP.A023_YAPC_24H:G15
4577	REP.A023_YAPC_24H:G18
4578	REP.A023_YAPC_24H:G16
4579	REP.A023_YAPC_24H:G17
4580	REP.A024_A375_24H:C19
4581	REP.A024_A375_24H:C21
4582	REP.A024_A375_24H:C23
4583	REP.A024_A375_24H:C24
4584	REP.A024_A375_24H:G13
4585	REP.A024_A375_24H:G14
4586	REP.A024_A375_24H:G16
4587	REP.A024_A375_24H:G17
4588	REP.A024_A375_24H:C20
4589	REP.A024_A375_24H:G18
4590	REP.A024_HA1E_24H:C21
4591	REP.A024_HA1E_24H:C22
4592	REP.A024_HA1E_24H:C24
4593	REP.A024_HA1E_24H:G13
4594	REP.A024_HA1E_24H:G14
4595	REP.A024_HA1E_24H:G15
4596	REP.A024_HA1E_24H:G16
4597	REP.A024_HA1E_24H:G17
4598	REP.A024_HA1E_24H:G18
4599	REP.A024_HA1E_24H:C20
4600	REP.A024_HA1E_24H:C23
4601	REP.A024_HELA_24H:C19
4602	REP.A024_HELA_24H:C20
4603	REP.A024_HELA_24H:C21
4604	REP.A024_HELA_24H:C22
4605	REP.A024_HELA_24H:C23
4606	REP.A024_HELA_24H:C24
4607	REP.A024_HELA_24H:G13
4608	REP.A024_HELA_24H:G14
4609	REP.A024_HELA_24H:G15
4610	REP.A024_HELA_24H:G16
4611	REP.A024_HELA_24H:G17
4612	REP.A024_HELA_24H:G18
4613	REP.A024_HT29_24H:C19
4614	REP.A024_HT29_24H:C20
4615	REP.A024_HT29_24H:C21
4616	REP.A024_HT29_24H:C22
4617	REP.A024_HT29_24H:C23
4618	REP.A024_HT29_24H:C24
4619	REP.A024_HT29_24H:G13
4620	REP.A024_HT29_24H:G14
4621	REP.A024_HT29_24H:G17
4622	REP.A024_HT29_24H:G18
4623	REP.A024_HT29_24H:G15
4624	REP.A024_HT29_24H:G16
4625	REP.A024_MCF7_24H:C19
4626	REP.A024_MCF7_24H:C20
4627	REP.A024_MCF7_24H:C21
4628	REP.A024_MCF7_24H:C22
4629	REP.A024_MCF7_24H:C23
4630	REP.A024_MCF7_24H:C24
4631	REP.A024_MCF7_24H:G13
4632	REP.A024_MCF7_24H:G14
4633	REP.A024_MCF7_24H:G15
4634	REP.A024_MCF7_24H:G16
4635	REP.A024_MCF7_24H:G17
4636	REP.A024_MCF7_24H:G18
4637	REP.A024_PC3_24H:C19
4638	REP.A024_PC3_24H:C20
4639	REP.A024_PC3_24H:C21
4640	REP.A024_PC3_24H:C22
4641	REP.A024_PC3_24H:C24
4642	REP.A024_PC3_24H:G13
4643	REP.A024_PC3_24H:G14
4644	REP.A024_PC3_24H:G16
4645	REP.A024_PC3_24H:G18
4646	REP.A024_PC3_24H:C23
4647	REP.A024_PC3_24H:G15
4648	REP.A024_PC3_24H:G17
4649	REP.A024_YAPC_24H:C22
4650	REP.A024_YAPC_24H:C24
4651	REP.A024_YAPC_24H:C19
4652	REP.A024_YAPC_24H:C20
4653	REP.A024_YAPC_24H:C21
4654	REP.A024_YAPC_24H:C23
4655	REP.A024_YAPC_24H:G13
4656	REP.A024_YAPC_24H:G14
4657	REP.A024_YAPC_24H:G15
4658	REP.A024_YAPC_24H:G16
4659	REP.A024_YAPC_24H:G17
4660	REP.A024_YAPC_24H:G18
4661	REP.A025_A375_24H:C19
4662	REP.A025_A375_24H:C20
4663	REP.A025_A375_24H:C21
4664	REP.A025_A375_24H:C22
4665	REP.A025_A375_24H:C23
4666	REP.A025_A375_24H:C24
4667	REP.A025_A375_24H:G13
4668	REP.A025_A375_24H:G14
4669	REP.A025_A375_24H:G15
4670	REP.A025_A375_24H:G16
4671	REP.A025_A375_24H:G17
4672	REP.A025_A375_24H:G18
4673	REP.A025_HA1E_24H:C19
4674	REP.A025_HA1E_24H:C20
4675	REP.A025_HA1E_24H:C21
4676	REP.A025_HA1E_24H:C22
4677	REP.A025_HA1E_24H:C23
4678	REP.A025_HA1E_24H:C24
4679	REP.A025_HA1E_24H:G13
4680	REP.A025_HA1E_24H:G14
4681	REP.A025_HA1E_24H:G15
4682	REP.A025_HA1E_24H:G16
4683	REP.A025_HA1E_24H:G17
4684	REP.A025_HA1E_24H:G18
4685	REP.A025_HELA_24H:C19
4686	REP.A025_HELA_24H:C20
4687	REP.A025_HELA_24H:C21
4688	REP.A025_HELA_24H:C22
4689	REP.A025_HELA_24H:C23
4690	REP.A025_HELA_24H:C24
4691	REP.A025_HELA_24H:G13
4692	REP.A025_HELA_24H:G14
4693	REP.A025_HELA_24H:G15
4694	REP.A025_HELA_24H:G16
4695	REP.A025_HELA_24H:G17
4696	REP.A025_HELA_24H:G18
4697	REP.A025_HT29_24H:C19
4698	REP.A025_HT29_24H:C20
4699	REP.A025_HT29_24H:C21
4700	REP.A025_HT29_24H:C22
4701	REP.A025_HT29_24H:C23
4702	REP.A025_HT29_24H:C24
4703	REP.A025_HT29_24H:G13
4704	REP.A025_HT29_24H:G14
4705	REP.A025_HT29_24H:G15
4706	REP.A025_HT29_24H:G16
4707	REP.A025_HT29_24H:G17
4708	REP.A025_HT29_24H:G18
4709	REP.A025_MCF7_24H:C19
4710	REP.A025_MCF7_24H:C20
4711	REP.A025_MCF7_24H:C21
4712	REP.A025_MCF7_24H:C22
4713	REP.A025_MCF7_24H:C23
4714	REP.A025_MCF7_24H:C24
4715	REP.A025_MCF7_24H:G13
4716	REP.A025_MCF7_24H:G14
4717	REP.A025_MCF7_24H:G15
4718	REP.A025_MCF7_24H:G16
4719	REP.A025_MCF7_24H:G17
4720	REP.A025_MCF7_24H:G18
4721	REP.A025_PC3_24H:C20
4722	REP.A025_PC3_24H:C21
4723	REP.A025_PC3_24H:C22
4724	REP.A025_PC3_24H:C23
4725	REP.A025_PC3_24H:C24
4726	REP.A025_PC3_24H:G13
4727	REP.A025_PC3_24H:G14
4728	REP.A025_PC3_24H:G15
4729	REP.A025_PC3_24H:G16
4730	REP.A025_PC3_24H:G17
4731	REP.A025_PC3_24H:G18
4732	REP.A025_PC3_24H:C19
4733	REP.A025_YAPC_24H:C19
4734	REP.A025_YAPC_24H:C20
4735	REP.A025_YAPC_24H:C21
4736	REP.A025_YAPC_24H:C22
4737	REP.A025_YAPC_24H:C23
4738	REP.A025_YAPC_24H:C24
4739	REP.A025_YAPC_24H:G13
4740	REP.A025_YAPC_24H:G14
4741	REP.A025_YAPC_24H:G16
4742	REP.A025_YAPC_24H:G17
4743	REP.A025_YAPC_24H:G18
4744	REP.A025_YAPC_24H:G15
4745	REP.A026_A375_24H:D13
4746	REP.A026_A375_24H:D14
4747	REP.A026_A375_24H:D15
4748	REP.A026_A375_24H:D16
4749	REP.A026_A375_24H:D17
4750	REP.A026_A375_24H:D18
4751	REP.A026_A375_24H:G14
4752	REP.A026_A375_24H:G16
4753	REP.A026_A375_24H:G17
4754	REP.A026_A375_24H:G18
4755	REP.A026_A375_24H:L01
4756	REP.A026_A375_24H:L02
4757	REP.A026_A375_24H:L03
4758	REP.A026_A375_24H:L04
4759	REP.A026_A375_24H:L05
4760	REP.A026_A375_24H:L06
4761	REP.A026_A375_24H:L19
4762	REP.A026_A375_24H:L21
4763	REP.A026_A375_24H:L22
4764	REP.A026_A375_24H:L23
4765	REP.A026_A375_24H:L24
4766	REP.A026_A375_24H:P01
4767	REP.A026_A375_24H:P02
4768	REP.A026_A375_24H:P03
4769	REP.A026_A375_24H:P04
4770	REP.A026_A375_24H:P05
4771	REP.A026_A375_24H:P06
4772	REP.A026_A375_24H:C22
4773	REP.A026_A375_24H:L20
4774	REP.A026_A375_24H:G13
4775	REP.A026_HA1E_24H:C19
4776	REP.A026_HA1E_24H:C20
4777	REP.A026_HA1E_24H:C21
4778	REP.A026_HA1E_24H:C23
4779	REP.A026_HA1E_24H:C24
4780	REP.A026_HA1E_24H:D13
4781	REP.A026_HA1E_24H:D14
4782	REP.A026_HA1E_24H:D15
4783	REP.A026_HA1E_24H:D16
4784	REP.A026_HA1E_24H:D17
4785	REP.A026_HA1E_24H:D18
4786	REP.A026_HA1E_24H:G13
4787	REP.A026_HA1E_24H:G14
4788	REP.A026_HA1E_24H:G15
4789	REP.A026_HA1E_24H:G16
4790	REP.A026_HA1E_24H:G17
4791	REP.A026_HA1E_24H:G18
4792	REP.A026_HA1E_24H:L01
4793	REP.A026_HA1E_24H:L02
4794	REP.A026_HA1E_24H:L03
4795	REP.A026_HA1E_24H:L04
